"id","query","language","intent","terminal","entities","expected_response","notes"
"11","کیا میں اپنے چیک شدہ سامان کو تالا لگا سکتا ہوں؟","ur","baggage","departure","{}","جی ہاں، آپ TSA منظور شدہ تالے استعمال کر سکتے ہیں؛ عام تالوں سے بچیں کیونکہ سیکیورٹی کو آپ کے بیگ کا معائنہ کرنا پڑ سکتا ہے","حفاظتی مشورہ"
"12","اگر میرا سامان زیادہ وزنی ہو تو کیا ہوگا؟","ur","bagbage","departure","{}","آپ کو اضافی سامان کی فیس دینی ہوگی یا وزن کی حد پوری کرنے کے لیے چیزیں نکالنی ہوں گی","عام تشویش"
"13","کیا کھیلوں کا سامان چیک شدہ سامان میں اجازت ہے؟","ur","baggage","departure","{""item"":""sports equipment""}","جی ہاں، گولف کلب اور سکی جیسے کھیلوں کا سامان اجازت ہے لیکن اضافی چارجز لگ سکتے ہیں","خاص سامان"
"14","کیا میں اپنے کیبن بیگ میں مائعات لے جا سکتا ہوں؟","ur","baggage","departure","{""item"":""liquids""}","مائعات 100 ملی لیٹر یا اس سے کم کے کنٹینرز میں ہونے چاہئیں، صاف پلاسٹک بیگ میں رکھے ہوئے (زیادہ سے زیادہ 1 لیٹر)","سیکیورٹی قاعدہ"
"15","بزنس کلاس کا سامان کی اجازت کیا ہے؟","ur","baggage","departure","{""class"":""business""}","بزنس کلاس مسافروں کو 30 کلو چیک شدہ سامان اور 7 کلو کیبن سامان کی اجازت ہے","پریمیم کلاس"
"16","کیا پاور بینک چیک شدہ سامان میں لے جا سکتے ہیں؟","ur","baggage","departure","{""item"":""power bank""}","نہیں، پاور بینک صرف کیبن سامان میں ہونے چاہئیں آگ کی حفاظت کے ضوابط کی وجہ سے","اہم پابندی"
"17","کیا میں ہوائی اڈے پر اپنے سامان کو لپیٹ سکتا ہوں؟","ur","baggage","departure","{}","جی ہاں، چیک ان کے علاقے کے قریب فیس کے عوض سامان لپیٹنے کی سروس دستیاب ہے","اضافی خدمت"
"18","کیبن سامان کے طور پر کتنے سائز کا بیگ اجازت ہے؟","ur","baggage","departure","{}","زیادہ سے زیادہ سائز 56 سینٹی میٹر x 36 سینٹی میٹر x 23 سینٹی میٹر ہے","سائز کی پابندیاں"
"19","میں مفت میں کتنے بیگ چیک ان کر سکتا ہوں؟","ur","baggage","departure","{}","یہ آپ کی ایئر لائن اور ٹکٹ کلاس پر منحصر ہے؛ اکانومی میں عام طور پر 1-2 بیگ اجازت ہیں","ایئر لائن کے لحاظ سے مختلف"
"20","کیا ڈیوٹی فری اشیاء کیبن سامان کی اجازت میں شامل ہیں؟","ur","baggage","departure","{""item"":""duty-free""}","ڈیوٹی فری خریداریاں عام طور پر آپ کے کیبن سامان کی اجازت کے علاوہ ہوتی ہیں","خریداری کی استثنیٰ"
"21","کیا میں اپنے چیک شدہ سامان میں کھانے کی اشیاء لے جا سکتا ہوں؟","ur","baggage","departure","{""item"":""food""}","زیادہ تر غیر مائع کھانے کی اشیاء اجازت ہیں؛ تازہ پیداوار کے لیے منزل ملک کی پابندیاں چیک کریں","منزل کے لحاظ سے مختلف"
"22","اگر میرا سامان سائز کی پابندیوں سے زیادہ ہو تو کیا ہوگا؟","ur","baggage","departure","{}","بڑے سائز کا سامان چیک کرنا ضروری ہے اور اضافی فیس لگ سکتی ہے","سائز کی خلاف ورزی"
"23","کیا سامان جمع کرانے کے لیے الگ قطار ہے؟","ur","baggage","departure","{}","کچھ ایئر لائنز آن لائن چیک ان کرنے والے مسافروں کے لیے الگ سامان جمع کرانے کے کاؤنٹر فراہم کرتی ہیں","فاسٹ ٹریک آپشن"
"24","کیا میں الیکٹرانکس چیک شدہ سامان میں لے جا سکتا ہوں؟","ur","baggage","departure","{""item"":""electronics""}","قیمتی الیکٹرانکس کیبن سامان میں لے جانے کی تجویز ہے تاکہ نقصان یا چوری سے بچا جا سکے","حفاظتی تجویز"
"25","سامان چیک ان پر کون سی اشیاء کا اعلان کرنا ضروری ہے؟","ur","baggage","departure","{}","قیمتی اشیاء، نازک سامان، لتھیم بیٹریاں اور کسی بھی محدود اشیاء کا اعلان کریں","اعلان کی ضروریات"
"26","کیا بڑے سائز کے سامان کے لیے ذخیرہ کی سہولیات ہیں؟","ur","baggage","departure","{}","بڑے سائز کے سامان کو خاص کاؤنٹروں پر سنبھالا جاتا ہے؛ مخصوص طریقہ کار کے لیے اپنی ایئر لائن سے رابطہ کریں","خاص نمٹنا"
"27","کیا میں آن لائن چیک ان کے بعد سامان کی اجازت شامل کر سکتا ہوں؟","ur","baggage","departure","{}","جی ہاں، آپ سامان جمع کرانے سے پہلے ہوائی اڈے کے کاؤنٹر پر اضافی اجازت خرید سکتے ہیں","چیک ان کے بعد خریداری"
"28","کیبن سامان میں کیا اجازت نہیں ہے؟","ur","baggage","departure","{}","تیز دھار چیزیں، اوزار، 100 ملی لیٹر سے زیادہ مائعات اور کھیلوں کا سامان کیبن میں اجازت نہیں","سیکیورٹی پابندیاں"
"29","میں خراب شدہ سامان کی اطلاع کیسے دوں؟","ur","baggage","departure","{}","ہوائی اڈہ چھوڑنے سے پہلے فوری طور پر ایئر لائن کے سامان کی سروس کاؤنٹر پر خراب شدہ سامان کی اطلاع دیں","نقصان کے دعوے"
"30","کیا میں اپنی شادی کا لباس کیبن سامان کے طور پر لے جا سکتی ہوں؟","ur","baggage","departure","{""item"":""wedding dress""}","شادی کے لباس کیبن سامان کے طور پر لے جائے جا سکتے ہیں اگر وہ اوور ہیڈ بن میں آ جائیں یا آپ گارمنٹ بیگ کی درخواست کر سکتے ہیں","خاص موقع"
"31","کیا عارضی طور پر سامان ذخیرہ کرنے کے لیے لاکر ہیں؟","ur","baggage","departure","{}","روانگی ہال میں فیس کے عوض عارضی سامان ذخیرہ کرنے کے لاکر دستیاب ہیں","ذخیرہ کا آپشن"
"32","سامان چیک ان کے لیے کون سے دستاویزات چاہیے؟","ur","baggage","departure","{}","سامان چیک ان کے لیے آپ کو اپنا بورڈنگ پاس اور درست شناختی کارڈ/پاسپورٹ چاہیے","مطلوبہ دستاویزات"
"33","کیا میں اپنے سامان کی اجازت کو بیگوں میں تقسیم کر سکتا ہوں؟","ur","baggage","departure","{}","جی ہاں، آپ اپنے کل وزن کی اجازت کو متعدد بیگوں میں تقسیم کر سکتے ہیں جب تک کہ ہر ایک انفرادی بیگ کی حد سے تجاوز نہ کرے","وزن کی تقسیم"
"34","کیا نازک اشیاء چیک شدہ سامان میں اجازت ہیں؟","ur","baggage","departure","{""item"":""fragile""}","نازک اشیاء چیک کی جا سکتی ہیں لیکن مناسب طریقے سے پیک ہونی چاہئیں؛ قیمتی چیزیں کیبن میں لے جانے کی تجویز ہے","خطرے کا مشورہ"
"35","طلباء کے لیے سامان کی اجازت کیا ہے؟","ur","baggage","departure","{""passenger_type"":""student""}","کچھ ایئر لائنز طلباء کے لیے اضافی سامان کی اجازت دیتی ہیں؛ مخصوص پالیسیوں کے لیے اپنی ایئر لائن سے چیک کریں","خاص زمرہ"
"36","کیا میں دوائیں کیبن سامان میں لے جا سکتا ہوں؟","ur","baggage","departure","{""item"":""medicines""}","جی ہاں، نسخے کی دوائیں مناسب دستاویزات کے ساتھ کیبن سامان میں اجازت ہیں","طبی استثنیٰ"
"37","ایئر لائنز کیبن سامان کے وزن کے بارے میں کتنی سخت ہیں؟","ur","baggage","departure","{}","زیادہ تر ایئر لائنز خاص طور پر چوٹی کے موسموں میں 7 کلو کی حد کو سختی سے نافذ کرتی ہیں","نفاذ کی سطح"
"38","کیا میں پالتو جانوروں کے کیریئر کو سامان کے طور پر چیک ان کر سکتا ہوں؟","ur","baggage","departure","{""item"":""pet carrier""}","منظور شدہ کیریئر میں چھوٹے پالتو جانور کیبن میں اجازت ہو سکتے ہیں؛ بڑے پالتو جانور چیک شدہ سامان یا کارگو کے طور پر سفر کریں","پالتو جانوروں کا سفر"
"39","اپنے بیگ کو چیک کرنے سے پہلے مجھے کیا نکالنا چاہیے؟","ur","baggage","departure","{}","تمام قیمتی چیزیں، دستاویزات، چابیاں، دوائیں، الیکٹرانکس اور خراب ہونے والی اشیاء نکال دیں","چیک سے پہلے کی تیاری"
"40","کیا کیمپنگ کا سامان اور خیمے اجازت ہیں؟","ur","baggage","departure","{""item"":""camping equipment""}","کیمپنگ کا سامان چیک شدہ سامان میں اجازت ہے؛ چاقو جیسی تیز دھار چیزیں مناسب طریقے سے پیک ہونی چاہئیں","آؤٹ ڈور گیئر"
"41","کیا میں بچوں کا کھانا کیبن سامان میں لے جا سکتا ہوں؟","ur","baggage","departure","{""item"":""baby food""}","بچوں کا کھانا اور دودھ شیر خوار بچوں کے ساتھ سفر کرنے والے مسافروں کے لیے مائع پابندیوں سے مستثنیٰ ہیں","خاندانی استثنیٰ"
"42","اگر میں اپنا سامان کا ٹیگ جمع نہیں کرتا تو کیا ہوگا؟","ur","baggage","departure","{}","سامان کا ٹیگ آپ کے سامان کا دعویٰ کرنے کے لیے ضروری ہے؛ اگر آپ اسے کھو دیں تو فوری طور پر اطلاع دیں","اہم دستاویز"
"43","کیا پریمیم اکانومی کے لیے وزن کی پابندیاں ہیں؟","ur","baggage","departure","{""class"":""premium economy""}","پریمیم اکانومی مسافروں کو عام طور پر 25 کلو چیک شدہ سامان کی اجازت ملتی ہے","درمیانی درجے کی کلاس"
"44","کیا میں دوسرے مسافروں کے ساتھ سامان یکجا کر سکتا ہوں؟","ur","baggage","departure","{}","سامان کا ملاپ ایئر لائن کی پالیسی پر منحصر ہے؛ کچھ ایک ہی بکنگ پر مسافروں کے لیے اجازت دیتی ہیں","گروپ سفر"
"45","چیک شدہ بیگوں کے لیے کون سی پیکیجنگ تجویز کی جاتی ہے؟","ur","baggage","departure","{}","نازک اشیاء کے لیے سخت خول والے سوٹ کیس استعمال کریں، تمام زپ محفوظ کریں اور TSA تالے استعمال کریں","پیکنگ کا مشورہ"
"46","کیا بیٹریاں چیک شدہ سامان میں اجازت ہیں؟","ur","baggage","departure","{""item"":""batteries""}","اضافی لتھیم بیٹریاں کیبن سامان میں ہونی چاہئیں؛ آلات میں نصب بیٹریاں چیک کی جا سکتی ہیں","بیٹری کے قواعد"
"47","کیا میں بکنگ کے بعد اپنے سامان کی اجازت تبدیل کر سکتا ہوں؟","ur","baggage","departure","{}","جی ہاں، آپ چیک ان سے پہلے آن لائن یا ہوائی اڈے کے کاؤنٹر پر اضافی اجازت خرید سکتے ہیں","بکنگ کے بعد تبدیلیاں"
"48","گمشدہ سامان کی ذمہ داری کی حد کیا ہے؟","ur","baggage","departure","{}","بین الاقوامی پروازوں کے لیے ایئر لائنز کی ذمہ داری فی مسافر تقریباً 1,500-2,000 ڈالر تک محدود ہے","معاوضے کی حدود"
"49","کیا کوئی رنگین کوڈ والے سامان کے ٹیگ ہیں؟","ur","baggage","departure","{}","ایئر لائنز منزل اور راستے کی شناخت کے لیے رنگین کوڈ والے ٹیگ استعمال کرتی ہیں؛ ترجیحی ٹیگ مختلف رنگ کے ہو سکتے ہیں","ٹیگ کا نظام"
"50","کیا میں کرسمس کی سجاوٹ چیک شدہ سامان میں لے جا سکتا ہوں؟","ur","baggage","departure","{""item"":""decorations""}","غیر نازک سجاوٹ اجازت ہے؛ شیشے کی سجاوٹ سے بچیں یا انہیں ٹوٹنے سے بچانے کے لیے مناسب طریقے سے پیک کریں","موسمی اشیاء"
"51","میں اپنی بوڑھی والدہ کے ساتھ سفر کر رہا ہوں، کیا ہمیں سامان میں مدد مل سکتی ہے؟","ur","baggage","departure","{""passenger"":""elderly""}","جی ہاں، اسلام آباد انٹرنیشنل ایئرپورٹ بزرگ مسافروں اور ان کے سامان کے لیے جامع امدادی خدمات فراہم کرتا ہے۔ آپ چیک ان کاؤنٹر پر مفت وہیل چیئر اور پورٹر سروسز کی درخواست کر سکتے ہیں۔ ہمارا تربیت یافتہ عملہ آپ کی والدہ کی چیک ان علاقے سے لے کر سیکیورٹی اسکریننگ تک مکمل مدد کرے گا، اور وہ پورے عمل کے دوران آپ کے سامان کو اٹھانے اور منظم کرنے میں بھی مدد کریں گے۔ پورٹر سروس میں بیگ کو چیک ان بیلٹ پر لوڈ کرنا، آپ کے ساتھ سیکیورٹی ایریا تک جانا، اور یہ یقینی بنانا شامل ہے کہ آپ کے تمام سامان کو مناسب طریقے سے سنبھالا جائے۔ بہترین تجربے کے لیے، جب آپ پہلی بار چیک ان کاؤنٹر پر پہنچیں تو ایئرلائن کے عملے کو اپنی مدد کی ضروریات کے بارے میں آگاہ کریں، اور وہ فوری مدد کا بندوبست کریں گے۔ اگر آپ کو وہیل چیئر کی ضرورت ہے تو یہ داخلی راستے اور پورے ٹرمینل میں دستیاب ہیں۔","بزرگوں کی مدد"
"52","اگر میری منسلک پرواز مختلف ایئرلائن کی ہے تو کیا ہوگا؟","ur","baggage","departure","{""flight_type"":""connecting""}","جب آپ کی اسلام آباد انٹرنیشنل ایئرپورٹ پر مختلف ایئرلائنز کے ساتھ منسلک پروازیں ہیں، تو آپ کو اپنا چیک شدہ سامان پہلی پرواز کے بیگیج کلیم ایریا سے جمع کرنا ہوگا اور پھر اسے اپنی دوسری ایئرلائن کے نامزد چیک ان کاؤنٹر پر دوبارہ چیک کرنا ہوگا۔ یہ انٹر ایئرلائن کنکشنز کے لیے معیاری طریقہ کار ہے کیونکہ ہر ایئرلائن کا الگ بیگیج ہینڈلنگ سسٹم اور ذمہ داری ہوتی ہے۔ اپنی پہلی پرواز کی روانگی سے پہلے، اپنی ابتدائی ایئرلائن کے چیک ان عملے کے ساتھ مکمل منتقلی کے طریقہ کار کی تصدیق کریں، کیونکہ وہ وقت اور آپ کی منسلک ایئرلائن کے لیے کونسا کاؤنٹر استعمال کرنا ہے کے بارے میں مخصوص رہنمائی فراہم کر سکتے ہیں۔ یقینی بنائیں کہ پروازوں کے درمیان کافی وقت ہو - ہم ایئرلائنز تبدیل کرتے وقت ملکی کنکشنز کے لیے کم از کم 3-4 گھنٹے اور بین الاقوامی کنکشنز کے لیے 4-5 گھنٹے کی سفارش کرتے ہیں۔","مختلف ایئرلائن منتقلی"
"53","کیا میں اپنے ہینڈ لگیج میں خشک میوہ جات اور گری دار میوے لے جا سکتا ہوں؟","ur","baggage","departure","{""item"":""dried fruits""}","جی ہاں، آپ اپنے ہینڈ لگیج میں خشک میوہ جات، گری دار میوے، بیج اور دیگر پیکیج شدہ نمکین بغیر کسی مقدار کی پابندی یا خصوصی اجازت کی ضرورت کے لے جا سکتے ہیں۔ یہ اشیاء مائع یا محدود سامان کے طور پر درجہ بند نہیں ہیں، اس لیے وہ بغیر کسی مسئلے کے سیکیورٹی اسکریننگ سے گزر جاتی ہیں۔ سہولت کے لیے اور سیکیورٹی چیک کو تیز کرنے کے لیے، بہتر ہے کہ ان کھانے کی اشیاء کو ان کی اصل سیل شدہ پیکیجنگ میں رکھیں یا انہیں صاف، شفاف پلاسٹک بیگ یا کنٹینرز میں رکھیں۔ یہ سیکیورٹی اہلکاروں کے لیے ایکسرے اسکریننگ کے دوران مواد کی فوری شناخت کو آسان بناتا ہے۔ مقبول اشیاء جیسے بادام، کاجو، پستہ، خشک خوبانی، کھجوریں، کشمش اور ٹریل مکس عام طور پر مسافروں کی طرف سے لے جائے جاتے ہیں اور بالکل قابل قبول ہیں۔","نمکین کی اجازت"
"54","میری پرواز 5 گھنٹے تاخیر کا شکار ہے، میں اپنا سامان کہاں اسٹور کر سکتا ہوں؟","ur","baggage","departure","{""issue"":""delayed flight""}","اہم پرواز کی تاخیر کے لیے، اسلام آباد انٹرنیشنل ایئرپورٹ ڈیپارچر ہال کے مرکزی داخلی راستے کے قریب لیفٹ لگیج اسٹوریج سہولیات پیش کرتا ہے۔ اسٹوریج سروس 24/7 کام کرتی ہے اور آپ کے سامان کے سائز اور وزن کے لحاظ سے تقریباً 300-500 روپے فی بیگ فی دن وصول کرتی ہے۔ یہ سہولت محفوظ ہے، سی سی ٹی وی کیمروں سے نگرانی کی جاتی ہے، اور تربیت یافتہ اہلکاروں کی نگرانی میں ہے جو آپ کو ایک کلیم ٹکٹ فراہم کریں گے۔ متبادل طور پر، آپ کو اپنی ایئرلائن کے کسٹمر سروس ڈیسک پر چیک کرنا چاہیے، کیونکہ بہت سی ایئرلائنز اہم تاخیر سے متاثرہ مسافروں کے لیے مفت عارضی بیگیج اسٹوریج پیش کرتی ہیں۔","تاخیر اسٹوریج"
"55","کیا یہاں خود بیگیج ٹیگ پرنٹ کرنے کی مشین ہے؟","ur","baggage","departure","{""service"":""tag printing""}","نہیں، اسلام آباد انٹرنیشنل ایئرپورٹ پر فی الوقت مسافروں کے استعمال کے لیے سیلف سروس بیگیج ٹیگ پرنٹنگ کیوسک دستیاب نہیں ہیں۔ تمام بیگیج ٹیگ چیک ان کاؤنٹرز پر مجاز ایئرلائن عملے کی طرف سے پرنٹ اور منسلک کیے جانے چاہیے۔ یہ نظام اس لیے موجود ہے کیونکہ بیگیج ٹیگز میں مخصوص بارکوڈز اور راستے کی معلومات ہوتی ہیں جو ایئرلائن کے بیگیج ہینڈلنگ سسٹم میں درست طریقے سے داخل ہونی چاہیے۔ ایئرلائن کا عملہ صحیح منزل کے کوڈز، پرواز نمبروں اور ہینڈلنگ ہدایات کے ساتھ ٹیگ پرنٹ کرنے کے لیے تربیت یافتہ ہے۔","ٹیگ سروس"
"56","کیا میں اپنا قرآن پاک اور تسبیح ہینڈ لگیج میں لے جا سکتا ہوں؟","ur","baggage","departure","{""item"":""religious items""}","جی ہاں، قرآن پاک، تسبیح، نماز کی چٹائی، اسلامی کتب، اور دیگر مذہبی اشیاء تمام پاکستانی ایئرپورٹس پر کیبن بیگیج اور چیک شدہ سامان دونوں میں مکمل طور پر اجازت شدہ ہیں۔ یہ اشیاء ذاتی مذہبی مواد کے طور پر شمار ہوتی ہیں اور ایئرپورٹ سیکیورٹی ضوابط کے تحت احترام فراہم کیا جاتا ہے۔ آپ اپنا قرآن کسی بھی فارمیٹ میں لے جا سکتے ہیں۔ لکڑی، پتھر یا پلاسٹک کی تسبیح بغیر پابندی کے جائز ہیں۔ بہت سے مسلم مسافر زمزم کی چھوٹی بوتلیں، عطر، یا مسواک بھی لے جاتے ہیں۔","مذہبی اشیاء"
"57","مجھے اپنے شیرخوار بچے کے لیے بچے کا دودھ پاؤڈر لے جانا ہے، کیا یہ جائز ہے؟","ur","baggage","departure","{""item"":""baby milk powder""}","جی ہاں، بچے کا فارمولا دودھ پاؤڈر، شیرخوار خوراک، اور متعلقہ فیڈنگ سپلائیز کیبن بیگیج میں مکمل طور پر جائز ہیں۔ پاکستانی ایئرپورٹ سیکیورٹی بچوں کے ساتھ سفر کرنے والے والدین کے لیے خصوصی رہائش فراہم کرتی ہے۔ آپ اپنے پورے سفر کے لیے کافی فارمولا لے جا سکتے ہیں، بشمول ممکنہ تاخیر کے لیے اضافی حصے۔ شیرخوار کے ساتھ سفر کرتے وقت بچے کا فارمولا پاؤڈر کی مقدار کی حدود سے مستثنیٰ ہے۔ فارمولا کو اس کے اصل برانڈڈ کنٹینر میں رکھنا مددگار ہے۔","بچے کی فیڈنگ اشیاء"
"58","میرے سوٹ کیس کا پہیہ ٹوٹا ہوا ہے، کیا ایئرلائن اسے قبول کرے گی؟","ur","baggage","departure","{""issue"":""damaged luggage""}","جی ہاں، ایئرلائنز ٹوٹے ہوئے پہیوں والے سامان کو چیک ان کے لیے قبول کریں گی۔ تاہم، یہ سختی سے سفارش کی جاتی ہے کہ آپ اپنے خراب سامان کو پیشہ ورانہ ریپنگ سروس پر لپیٹ لیں، جس کی قیمت تقریباً 200-300 روپے فی بیگ ہے۔ ریپنگ مزید نقصان کو روکتی ہے، ٹوٹے ہوئے حصوں کو کنویئر بیلٹ پر پھنسنے سے بچاتی ہے، اور بیگ کے مواد کو نمائش سے بچاتی ہے۔ اگر آپ کا پہیہ مکمل طور پر الگ ہو گیا ہے تو چیک ان عملے کو مطلع کریں تاکہ وہ آپ کے بیگ پر نازک ٹیگ لگا سکیں۔","خراب بیگ قبولیت"
"59","کیا میں اپنا روایتی حقہ چیک شدہ سامان میں لا سکتا ہوں؟","ur","baggage","departure","{""item"":""hookah""}","جی ہاں، روایتی حقے چیک شدہ سامان میں جائز ہیں۔ تاہم، حقہ بالکل صاف ہونا چاہیے جس میں تمباکو کا کوئی اوشیش نہ ہو۔ پیکنگ سے پہلے تمام چیمبرز، نلیاں، اور پیالے کو اچھی طرح صاف کریں۔ اپنے حقے کو احتیاط سے کافی کشننگ کے ساتھ پیک کریں تاکہ شیشے کی بنیاد ٹوٹنے سے بچے۔ ببل ریپ، فوم، یا موٹے کپڑے پیڈنگ کے لیے اچھی طرح کام کرتے ہیں۔ اگر حقے میں کئی حصے ہیں تو انہیں الگ الگ پیک کرنے پر غور کریں۔","روایتی اشیاء"
"60","کیا چھوٹے بچوں والے خاندانوں کے لیے خصوصی کاؤنٹر ہے؟","ur","baggage","departure","{""passenger"":""family""}","جی ہاں، اسلام آباد انٹرنیشنل ایئرپورٹ میں چھوٹے بچوں کے ساتھ سفر کرنے والے مسافروں کے لیے خصوصی فیملی چیک ان لینیں ہیں، جو کاؤنٹرز 15-18 پر واقع ہیں۔ یہ ترجیحی لینیں واضح طور پر نشان زد ہیں اور والدین کے لیے چیک ان کو تیز اور کم دباؤ والا بنانے کے لیے ڈیزائن کی گئی ہیں۔ فیملی لینوں میں عام طور پر چھوٹی قطاریں ہوتی ہیں اور عملے کو فیملی کی مخصوص ضروریات میں مدد کے لیے تربیت دی گئی ہے۔ ایئرپورٹ میں بچے کے ڈائپر تبدیل کرنے کے کمرے، نرسنگ روم، اور بچوں کے کھیل کے علاقے بھی ہیں۔","خاندانی خدمات"
"71","میں اپنی کرکٹ کٹ لے جا رہا ہوں، کیا مجھے کسی خاص دستاویز کی ضرورت ہے؟","ur","baggage","departure","{""item"":""sports equipment""}","نہیں، اسلام آباد انٹرنیشنل ایئرپورٹ پر کرکٹ کے سامان کو چیک شدہ بیگیج کے طور پر لے جانے کے لیے کسی خاص دستاویز یا اجازت کی ضرورت نہیں ہے۔ کرکٹ کے بیٹ، پیڈز، ہیلمٹ، دستانے، سٹمپس، اور دیگر کرکٹ گیئر عام طور پر مسافروں کی طرف سے منتقل کیے جاتے ہیں۔ آپ کی کرکٹ کٹ آپ کے باقاعدہ چیک شدہ بیگیج وزن الاؤنس میں شمار ہوگی۔ کرکٹ بیٹ چیک شدہ سامان میں ہونے چاہیے اور کیبن بیگیج میں نہیں لے جائے جا سکتے۔ قیمتی سائن شدہ بیٹوں کے لیے اضافی انشورنس کوریج حاصل کرنے پر غور کریں۔","کھیلوں کی دستاویزات"
"72","کیا میں اپنی والدہ کی سلائی مشین چیک ان کر سکتا ہوں؟","ur","baggage","departure","{""item"":""sewing machine""}","جی ہاں، آپ سلائی مشین کو بیگیج کے طور پر چیک ان کر سکتے ہیں۔ گھریلو اشیاء اور آلات چیک شدہ سامان میں عام طور پر جائز ہیں بشرطیکہ وہ مناسب طریقے سے پیک ہوں۔ پیکنگ سے پہلے، الیکٹرک ماڈل کی پاور کورڈ کو ہٹا دیں اور الگ سے پیک کریں۔ سوئی کو ہٹا دیں یا محفوظ کریں۔ مشین کو اس کے اصل باکس میں پیک کریں، یا مضبوط کارڈ بورڈ باکس یا ہارڈ شیل سوٹ کیس استعمال کریں۔ مشین آپ کے چیک شدہ بیگیج وزن الاؤنس میں شمار ہوگی۔","گھریلو آلات"
"73","میری پرواز 40 منٹ میں بورڈ ہو رہی ہے، کیا میں ابھی سامان چیک کر سکتا ہوں؟","ur","baggage","departure","{""issue"":""late check-in""}","آپ بیگیج چیک ان کی آخری حد کے بہت قریب ہیں۔ ملکی پروازوں کے لیے بیگیج چیک ان عام طور پر روانگی سے 45 منٹ پہلے بند ہو جاتا ہے، جبکہ بین الاقوامی پروازوں کے لیے 60 منٹ پہلے۔ صرف 40 منٹ بورڈنگ تک، آپ بین الاقوامی پروازوں کے لیے آخری وقت سے گزر چکے ہیں اور ملکی پروازوں کے لیے حد پر ہیں۔ فوری طور پر چیک ان کاؤنٹر پر پہنچیں اور اپنی صورتحال بیان کریں۔ کچھ ایئرلائنز استثنیٰ بنا سکتی ہیں لیکن وہ پابند نہیں ہیں۔","فوری وقت"
"74","میں اپنے گاؤں شہد لے جانا چاہتا ہوں، کیا پابندیاں ہیں؟","ur","baggage","departure","{""item"":""honey""}","شہد کو ہوا بازی سیکیورٹی کے مقاصد کے لیے مائع مادہ کے طور پر درجہ بند کیا جاتا ہے۔ چیک شدہ سامان کے لیے، آپ بغیر پابندی کے کسی بھی مقدار میں شہد پیک کر سکتے ہیں۔ یقینی بنائیں کہ برتن مضبوطی سے سیل شدہ اور لیک پروف ہیں، اور انہیں پلاسٹک بیگ میں لپیٹیں۔ کیبن بیگیج کے لیے، شہد 100 ملی لیٹر مائع اصول کی پیروی کرتا ہے۔ زیادہ تر مسافر چیک شدہ بیگیج میں شہد پیک کرنا پسند کرتے ہیں۔","مائع شہد قوانین"
