#,Intent,Language,User Query,Chatbot Response,Context
14,Check_in_info,Urdu,فاسٹ ٹریک چیک ان کیا ہے؟,یہ بزنس یا پریمیئم مسافروں کے لیے تیز رفتار سروس ہے۔,Departure
15,Check_in_info,Urdu,کیا میں دو بیگ جمع کرا سکتا ہوں؟,جی ہاں، وزن ایئرلائن کی حد میں ہو تو اجازت ہے۔,Departure
16,Check_in_info,Urdu,ہاتھ کے سامان کی زیادہ سے زیادہ حد کیا ہے؟,۷ کلوگرام تک، لیکن اپنی ایئرلائن سے تصدیق کر لیں۔,Departure
17,Check_in_info,Urdu,بیگیج ریپنگ کہاں ہوتی ہے؟,گیٹ ۳ کے قریب بیگیج ریپنگ سروس دستیاب ہے۔,Departure
18,Check_in_info,Urdu,کیا میں اپنا سامان پہلے دن جمع کرا سکتا ہوں؟,نہیں، چیک ان صرف پرواز کے دن ہی ممکن ہے۔,Departure
19,Check_in_info,Urdu,کیا میں واپس جانے والی فلائٹ کے لیے بھی چیک ان کر سکتا ہوں؟,عام طور پر صرف موجودہ پرواز کے لیے چیک ان کیا جاتا ہے۔,Departure
20,Check_in_info,Urdu,بورڈنگ پاس پر کیا معلومات لکھی ہوتی ہیں؟,اس پر گیٹ نمبر، نشست، اور بورڈنگ ٹائم درج ہوتا ہے۔,Departure
21,Check_in_info,Urdu,کیا میں بیگ کے ساتھ پلاسٹک ریپنگ کروا سکتا ہوں؟,جی ہاں، ہال کے اندر یہ سہولت موجود ہے۔,Departure
22,Check_in_info,Urdu,کیا چیک ان کے بعد باہر جا سکتا ہوں؟,نہیں، سکیورٹی چیک کے بعد دوبارہ داخلہ ممنوع ہے۔,Departure
23,Check_in_info,Urdu,اگر میری پرواز تاخیر کا شکار ہے تو کیا کاؤنٹر کھلا رہے گا؟,جی ہاں، فلائٹ شیڈول کے مطابق کاؤنٹر ایڈجسٹ کیا جاتا ہے۔,Departure
24,Check_in_info,Urdu,میرا بورڈنگ پاس گم گیا ہے، کیا دوبارہ مل سکتا ہے؟,جی ہاں، اپنی ایئرلائن کے کاؤنٹر سے نیا پاس حاصل کریں۔,Departure
25,Check_in_info,Urdu,کیا میں کسی اور کا بیگ جمع کرا سکتا ہوں؟,نہیں، ہر مسافر کو اپنا سامان خود جمع کرانا ہوتا ہے۔,Departure
26,Check_in_info,Urdu,میں نے ای ٹکٹ خریدا ہے، کیا پرنٹ ضروری ہے؟,نہیں، موبائل پر دکھانا کافی ہے۔,Departure
27,Check_in_info,Urdu,بین الاقوامی مسافروں کے لیے کاؤنٹر کہاں ہیں؟,قطار اے میں، امیگریشن انٹری کے قریب۔,Departure
28,Check_in_info,Urdu,ملکی پروازوں کے لیے کون سا ہال ہے؟,روانگی ہال بی ملکی پروازوں کے لیے مخصوص ہے۔,Departure
29,Check_in_info,Urdu,کیا میں اپنی سیٹ بدل سکتا ہوں؟,بعض ایئرلائنز چیک ان پر سیٹ چینج کی اجازت دیتی ہیں۔,Departure
30,Check_in_info,Urdu,میرا فلائٹ نمبر پی کے ۳۰۱ ہے، کہاں جاؤں؟,پی کے ۳۰۱ کا چیک ان کاؤنٹر قطار سی میں ہے۔,Departure
31,Check_in_info,Urdu,کیا معذور مسافروں کے لیے ویل چئیر دستیاب ہے؟,جی ہاں، درخواست پر عملہ فراہم کرتا ہے۔,Departure
32,Check_in_info,Urdu,کیا چیک ان کے وقت پاسپورٹ ضروری ہے؟,جی ہاں، بین الاقوامی پروازوں کے لیے لازمی ہے۔,Departure
33,Check_in_info,Urdu,ایئرپورٹ کا عملہ کتنے بجے آتا ہے؟,زیادہ تر کاؤنٹر پرواز سے تین گھنٹے پہلے کھلتے ہیں۔,Departure
34,Check_in_info,Urdu,میں دیر سے پہنچا ہوں، کیا بورڈنگ ہو سکتی ہے؟,اگر کاؤنٹر بند نہ ہوا ہو تو عملہ مدد کرے گا۔,Departure
35,Check_in_info,Urdu,کیا چیک ان کے لیے کوئی فیس ہے؟,نہیں، یہ مفت عمل ہے۔,Departure
36,Check_in_info,Urdu,کیا میں آن لائن چیک ان کینسل کر سکتا ہوں؟,جی ہاں، ایئرلائن کی ویب سائٹ پر تبدیلی ممکن ہے۔,Departure
37,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ ۲۴ گھنٹے کھلا ہے؟,جی ہاں، تمام بین الاقوامی پروازوں کے لیے۔,Departure
38,Check_in_info,Urdu,کسٹم چیک کہاں ہوتا ہے؟,سکیورٹی کے بعد روانگی زون میں۔,Departure
39,Check_in_info,Urdu,کیا میں ہینڈ بیگ میں دو پانی کی بوتلیں لے جا سکتا ہوں؟,نہیں، صرف ۱۰۰ ملی لیٹر کی بوتلیں قابلِ اجازت ہیں۔,Departure
40,Check_in_info,Urdu,کیا وزن تولنے کے لیے مشین دستیاب ہے؟,جی ہاں، ہر قطار کے قریب وزن اسکیل نصب ہیں۔,Departure
41,Check_in_info,Urdu,میرا سامان کھو گیا تو کیا ہوگا؟,ایئرلائن کے بیگیج کلیم کاؤنٹر سے رپورٹ کریں۔,Departure
42,Check_in_info,Urdu,میں نے ٹرالی کہاں سے لینی ہے؟,ہر داخلی دروازے پر ٹرالیاں دستیاب ہیں۔,Departure
43,Check_in_info,Urdu,کیا میں چیک ان سے پہلے کھانا کھا سکتا ہوں؟,جی ہاں، فوڈ کورٹ داخلی حصے میں موجود ہے۔,Departure
44,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر بزنس لاؤنج ہے؟,جی ہاں، ہال اے کے قریب۔,Departure
45,Check_in_info,Urdu,اگر نظام بند ہو گیا تو کیا دستی چیک ان ممکن ہے؟,جی ہاں، عملہ دستی طریقے سے مدد کرے گا۔,Departure
46,Check_in_info,Urdu,کیا میں اپنے دوست کو ساتھ لا سکتا ہوں؟,صرف مسافر روانگی زون میں داخل ہو سکتا ہے۔,Departure
47,Check_in_info,Urdu,کیا میں ادویات بیگ میں رکھ سکتا ہوں؟,جی ہاں، لیکن ہاتھ کے بیگ میں رکھنا بہتر ہے۔,Departure
48,Check_in_info,Urdu,چیک ان کے بعد بورڈنگ گیٹ کہاں ہے؟,گیٹ نمبر آپ کے بورڈنگ پاس پر درج ہے۔,Departure
49,Check_in_info,Urdu,اسلام آباد سے دبئی فلائٹ کے لیے کون سا ہال ہے؟,بین الاقوامی ہال اے سے دبئی کی پروازیں روانہ ہوتی ہیں۔,Departure
50,Check_in_info,Urdu,کیا سامان پلاسٹک میں لپیٹنا لازمی ہے؟,نہیں، مگر حفاظت کے لیے مفید ہے۔,Departure
51,Check_in_info,Urdu,کیا چیک ان کے بعد انٹری دوبارہ ممکن ہے؟,نہیں، ایک بار باہر نکلنے کے بعد نیا پاس درکار ہوتا ہے۔,Departure
52,Check_in_info,Urdu,کیا میرا پاور بینک بیگ میں جا سکتا ہے؟,نہیں، صرف ہینڈ کیر میں رکھیں۔,Departure
53,Check_in_info,Urdu,کیا میں اپنی پرواز کا وقت یہاں چیک کر سکتا ہوں؟,جی ہاں، ہال کے اندر نصب فلائٹ اسکرینز پر روانگی اوقات دیکھے جا سکتے ہیں۔,Departure
54,Check_in_info,Urdu,کیا چیک ان کے دوران فون استعمال کر سکتا ہوں؟,جی ہاں، لیکن سکیورٹی یا اسکیننگ کے وقت موبائل استعمال نہ کریں۔,Departure
55,Check_in_info,Urdu,کیا چیک ان سے پہلے سکیورٹی چیک ہوتا ہے؟,نہیں، سکیورٹی چیک بورڈنگ کے مرحلے پر ہوتا ہے۔,Departure
56,Check_in_info,Urdu,کیا میں ایئرپورٹ سے ویزا کاپی پر سفر کر سکتا ہوں؟,نہیں، اصل پاسپورٹ لازمی ہے۔,Departure
57,Check_in_info,Urdu,اگر میں چیک ان مس کر دوں تو کیا ہو گا؟,آپ کی نشست منسوخ ہو سکتی ہے، فوری طور پر ایئرلائن کاؤنٹر سے رابطہ کریں۔,Departure
58,Check_in_info,Urdu,کیا عملہ میرے ساتھ سامان اٹھانے میں مدد کرے گا؟,جی ہاں، پورٹر سروس دستیاب ہے، آپ فیس ادا کر کے مدد لے سکتے ہیں۔,Departure
59,Check_in_info,Urdu,کیا چیک ان کے وقت بچے کی عمر کا ثبوت درکار ہے؟,جی ہاں، پیدائش سرٹیفیکیٹ یا پاسپورٹ دکھانا ضروری ہے۔,Departure
60,Check_in_info,Urdu,میں نے پالتو جانور لانا ہے، کیا طریقہ ہے؟,ایئرلائن کے پالتو جانوروں کے قوانین کے مطابق کیج اور ٹکٹ لازمی ہے۔,Departure
61,Check_in_info,Urdu,کیا ہینڈ کیری میں لیپ ٹاپ لے جا سکتا ہوں؟,جی ہاں، لیپ ٹاپ ہینڈ بیگ میں لے جانے کی اجازت ہے۔,Departure
62,Check_in_info,Urdu,اگر میرا بیگ کھل گیا ہو تو کیا شکایت کر سکتا ہوں؟,جی ہاں، ایئرلائن کے بیگیج سپروائزر سے فوراً رابطہ کریں۔,Departure
63,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر مفت وائی فائی ہے؟,جی ہاں، چیک ان ایریا میں “IIAP Free WiFi” دستیاب ہے۔,Departure
64,Check_in_info,Urdu,کیا میں کسی اور فلائٹ کے لیے بھی یہاں چیک ان کر سکتا ہوں؟,نہیں، صرف اپنی مخصوص فلائٹ کے لیے۔,Departure
65,Check_in_info,Urdu,کیا بزنس کلاس کے لیے الگ کاؤنٹر ہے؟,جی ہاں، عام کاؤنٹرز کے ساتھ خصوصی کاؤنٹر موجود ہیں۔,Departure
66,Check_in_info,Urdu,میں نے گھر سے چیک ان کیا ہے، اب کیا کرنا ہے؟,ایئرپورٹ پہنچ کر صرف بیگیج ڈراپ کاؤنٹر پر سامان جمع کرائیں۔,Departure
67,Check_in_info,Urdu,کیا عملہ انگریزی بولتا ہے؟,جی ہاں، عملہ اردو اور انگریزی دونوں میں رہنمائی فراہم کرتا ہے۔,Departure
68,Check_in_info,Urdu,کیا میں دوست کے ساتھ لائن میں کھڑا ہو سکتا ہوں؟,صرف اگر دونوں ایک ہی فلائٹ کے مسافر ہوں۔,Departure
69,Check_in_info,Urdu,اگر فلائٹ کا گیٹ بدل جائے تو کیسے پتا چلے گا؟,فلائٹ اسکرین پر گیٹ نمبر اپڈیٹ ہوتا ہے، اعلانات بھی کیے جاتے ہیں۔,Departure
70,Check_in_info,Urdu,کیا میں ڈالرز ساتھ لے جا سکتا ہوں؟,جی ہاں، اسٹیٹ بینک کی مقررہ حد کے اندر۔,Departure
71,Check_in_info,Urdu,کیا ایئرپورٹ پر کرنسی ایکسچینج ہے؟,جی ہاں، چیک ان ہال کے قریب دو ایکسچینج ڈیسک ہیں۔,Departure
72,Check_in_info,Urdu,کیا میں سامان میں کھانے کی چیزیں رکھ سکتا ہوں؟,جی ہاں، اگر ممنوعہ اشیاء نہ ہوں۔,Departure
73,Check_in_info,Urdu,کیا میں دو الگ ایئرلائنز کی فلائٹ لے سکتا ہوں؟,جی ہاں، مگر ہر فلائٹ کا الگ چیک ان ہوگا۔,Departure
74,Check_in_info,Urdu,کیا میں ہینڈ بیگ میں پاور بینک رکھ سکتا ہوں؟,جی ہاں، صرف ہینڈ بیگ میں رکھیں، چیکڈ بیگ میں نہیں۔,Departure
75,Check_in_info,Urdu,کیا اسٹالر یا وہیل چیئر کا بندوبست چیک ان پر ہو گا؟,جی ہاں، عملہ درخواست پر فوری مدد فراہم کرتا ہے۔,Departure
76,Check_in_info,Urdu,کیا میں کسی اور کے لیے بورڈنگ پاس لے سکتا ہوں؟,نہیں، ہر مسافر کو خود موجود ہونا ضروری ہے۔,Departure
77,Check_in_info,Urdu,کیا چیک ان کے بعد ٹیکس ریفنڈ کا کاؤنٹر ہے؟,نہیں، اسلام آباد ایئرپورٹ پر ٹیکس ریفنڈ سہولت نہیں ہے۔,Departure
78,Check_in_info,Urdu,کیا میں اپنا بیگ لاک کر سکتا ہوں؟,جی ہاں، اپنی حفاظت کے لیے لاک استعمال کریں۔,Departure
79,Check_in_info,Urdu,اگر بیگیج ٹیگ گم جائے تو کیا ہو گا؟,ایئرلائن عملہ فلائٹ تفصیلات سے بیگ تلاش کر سکتا ہے۔,Departure
80,Check_in_info,Urdu,کیا سامان کی تاخیر پر کوئی معاوضہ ہے؟,جی ہاں، ایئرلائن کے قواعد کے مطابق معاوضہ دیا جا سکتا ہے۔,Departure
81,Check_in_info,Urdu,کیا چیک ان کے بعد میں خریداری کر سکتا ہوں؟,جی ہاں، سکیورٹی چیک کے بعد ڈیوٹی فری شاپس دستیاب ہیں۔,Departure
82,Check_in_info,Urdu,کیا میں ٹرالی ایریا میں لے جا سکتا ہوں؟,نہیں، ٹرالیاں مخصوص ایریا تک محدود ہیں۔,Departure
83,Check_in_info,Urdu,کیا میں اپنے بیگ پر اسٹیکر لگا سکتا ہوں؟,جی ہاں، شناخت کے لیے یہ مفید ہے۔,Departure
84,Check_in_info,Urdu,کیا سامان اسکیننگ کے دوران کھولا جا سکتا ہے؟,ہاں، ضرورت پڑنے پر سکیورٹی اسٹاف کھول سکتا ہے۔,Departure
85,Check_in_info,Urdu,کیا میں بیگ میں پرفیوم رکھ سکتا ہوں؟,صرف ۱۰۰ ملی لیٹر یا اس سے کم مقدار۔,Departure
86,Check_in_info,Urdu,کیا میں بورڈنگ پاس میں تبدیلی کر سکتا ہوں؟,نہیں، بورڈنگ پاس جاری ہونے کے بعد تبدیلی ممکن نہیں۔,Departure
87,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ میں پارکنگ ہے؟,جی ہاں، چیک ان ہال کے سامنے وسیع پارکنگ موجود ہے۔,Departure
88,Check_in_info,Urdu,کیا میں سامان کی رسید ایئرپورٹ پر دوبارہ لے سکتا ہوں؟,جی ہاں، ایئرلائن کے کسٹمر سروس کاؤنٹر سے۔,Departure
89,Check_in_info,Urdu,کیا بچوں کے لیے علیحدہ لائن ہے؟,جی ہاں، فیملی لائنز دستیاب ہیں۔,Departure
90,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر لاؤنج ہے؟,جی ہاں، پی آئی اے بزنس لاؤنج گیٹ ۵ کے قریب ہے۔,Departure
91,Check_in_info,Urdu,کیا میں ہینڈ بیگ میں چھری رکھ سکتا ہوں؟,نہیں، یہ سکیورٹی ضابطے کی خلاف ورزی ہے۔,Departure
92,Check_in_info,Urdu,کیا میں اپنا پاسپورٹ اسکین کروا سکتا ہوں؟,جی ہاں، کاؤنٹر پر عملہ اسکین کرے گا۔,Departure
93,Check_in_info,Urdu,کیا سامان جمع کرانے کے بعد میں باتھ روم جا سکتا ہوں؟,جی ہاں، روانگی ہال میں واش رومز موجود ہیں۔,Departure
94,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر پانی دستیاب ہے؟,جی ہاں، پینے کا پانی ہر ہال میں موجود ہے۔,Departure
95,Check_in_info,Urdu,کیا میں اضافی بیگ ساتھ لے جا سکتا ہوں؟,ایئرلائن کی فیس ادا کر کے ممکن ہے۔,Departure
96,Check_in_info,Urdu,کیا میں گیٹ پر پہنچ کر سیٹ بدل سکتا ہوں؟,نہیں، یہ صرف چیک ان پر ممکن ہوتا ہے۔,Departure
97,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر پورٹر دستیاب ہیں؟,جی ہاں، داخلے کے قریب موجود ہیں۔,Departure
98,Check_in_info,Urdu,کیا میں ہال کے اندر فوٹو لے سکتا ہوں؟,ہاں، مگر سکیورٹی یا امیگریشن ایریا میں نہیں۔,Departure
99,Check_in_info,Urdu,کیا ایئرپورٹ پر ہیلپ ڈیسک ہے؟,جی ہاں، روانگی ہال کے مرکز میں۔,Departure
100,Check_in_info,Urdu,کیا میں چیک ان کے دوران مسافر معلومات بدل سکتا ہوں؟,نہیں، صرف ایئرلائن دفتر سے ممکن ہے۔,Departure
101,Check_in_info,Urdu,کیا میں اپنا بیگ وزن کم کر سکتا ہوں؟,جی ہاں، اضافی چیزیں نکال کر۔,Departure
102,Check_in_info,Urdu,کیا ایئرپورٹ پر اے ٹی ایم ہے؟,جی ہاں، روانگی ہال کے داخلی دروازے کے قریب۔,Departure
103,Check_in_info,Urdu,کیا میں اپنے موبائل سے بورڈنگ پاس دکھا سکتا ہوں؟,جی ہاں، اسکرین پر دکھانا کافی ہے۔,Departure
104,Check_in_info,Urdu,کیا میں سفری دستاویزات فوٹو کاپی کر سکتا ہوں؟,جی ہاں، انفارمیشن ڈیسک کے قریب سہولت موجود ہے۔,Departure
105,Check_in_info,Urdu,کیا میں آن لائن چیک ان کے بعد سیٹ بدل سکتا ہوں؟,صرف اگر ایئرلائن اجازت دے۔,Departure
106,Check_in_info,Urdu,کیا چیک ان کے بعد مجھے کہاں جانا ہے؟,سکیورٹی چیک کے لیے آگے بڑھیں اور پھر گیٹ پر جائیں۔,Departure
107,Check_in_info,Urdu,کیا میں چیک ان کے وقت ویکسین سرٹیفکیٹ دکھانا ہے؟,بعض ممالک کے لیے لازمی ہے۔,Departure
108,Check_in_info,Urdu,کیا میں آن لائن چیک ان بند کر سکتا ہوں؟,جی ہاں، ایئرلائن ویب سائٹ سے ممکن ہے۔,Departure
109,Check_in_info,Urdu,کیا چیک ان کے دوران عملہ میرا بیگ کھولے گا؟,صرف سکیورٹی وجوہات کی صورت میں۔,Departure
110,Check_in_info,Urdu,کیا میں کرنسی بیگ میں رکھ سکتا ہوں؟,بہتر ہے کہ ہاتھ کے بیگ میں رکھیں۔,Departure
111,Check_in_info,Urdu,کیا میں ائیرپورٹ پر کسی کو رخصت کرنے جا سکتا ہوں؟,صرف ٹکٹ ہولڈر مسافروں کو اجازت ہے۔,Departure
112,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر فری چارجنگ پوائنٹ ہے؟,جی ہاں، بیٹھنے کے قریب USB پورٹس دستیاب ہیں۔,Departure
113,Check_in_info,Urdu,کیا میں عملے سے سیٹ اپگریڈ کی درخواست کر سکتا ہوں؟,جی ہاں، اگر بزنس کلاس خالی ہو تو ممکن ہے۔,Departure
114,Check_in_info,Urdu,کیا میں پرواز کا بورڈنگ ٹائم جان سکتا ہوں؟,بورڈنگ پاس پر وقت درج ہوتا ہے۔,Departure
115,Check_in_info,Urdu,کیا چیک ان کے وقت سفر انشورنس دکھانی ہے؟,نہیں، صرف ٹکٹ اور شناختی دستاویز کافی ہیں۔,Departure
116,Check_in_info,Urdu,کیا میں پرواز کے دن بیگ پہلے بھیج سکتا ہوں؟,نہیں، بیگ صرف چیک ان کے وقت جمع ہوتا ہے۔,Departure
117,Check_in_info,Urdu,کیا میں سامان میں الیکٹرانک چیزیں رکھ سکتا ہوں؟,جی ہاں، مگر نازک اشیاء ہینڈ کیری میں رکھیں۔,Departure
118,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر مسافر سہولت اسٹاف ہے؟,جی ہاں، ہر قطار میں عملہ موجود ہے۔,Departure
119,Check_in_info,Urdu,کیا میں بیگیج پر اپنا نمبر لکھ سکتا ہوں؟,جی ہاں، شناخت کے لیے بہتر ہے۔,Departure
120,Check_in_info,Urdu,کیا میں اپنی فلائٹ کی تاخیر کی اطلاع حاصل کر سکتا ہوں؟,جی ہاں، فلائٹ مانیٹر یا اعلان سے۔,Departure
121,Check_in_info,Urdu,کیا میں دو مختلف ایئرلائنز سے سفر کر سکتا ہوں؟,جی ہاں، لیکن دونوں کا الگ چیک ان ہو گا۔,Departure
122,Check_in_info,Urdu,کیا بیگیج ریپنگ لازمی ہے؟,نہیں، مگر حفاظت کے لیے مفید ہے۔,Departure
123,Check_in_info,Urdu,کیا میں ایئرپورٹ پر نیا ٹکٹ خرید سکتا ہوں؟,جی ہاں، ٹکٹنگ ڈیسک پر۔,Departure
124,Check_in_info,Urdu,کیا میں اسلام آباد سے کراچی فلائٹ کے لیے کیا وقت لوں؟,کم از کم دو گھنٹے پہلے پہنچیں۔,Departure
125,Check_in_info,Urdu,کیا چیک ان کے بعد کوئی اعلامیہ سنایا جاتا ہے؟,جی ہاں، گیٹ اور تاخیر کی اطلاع دی جاتی ہے۔,Departure
126,Check_in_info,Urdu,کیا میں اپنا بورڈنگ پاس کسی کو دکھا سکتا ہوں؟,ہاں، صرف سکیورٹی اہلکار کو۔,Departure
127,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر ماسک لازمی ہے؟,موجودہ ہدایات کے مطابق۔,Departure
128,Check_in_info,Urdu,کیا میں ایئرپورٹ عملے سے بیگ لفافہ مانگ سکتا ہوں؟,جی ہاں، چیک ان کاؤنٹر پر دستیاب ہے۔,Departure
129,Check_in_info,Urdu,کیا میں ادائیگی کارڈ سے کر سکتا ہوں؟,جی ہاں، زیادہ تر ایئرلائنز کارڈ قبول کرتی ہیں۔,Departure
130,Check_in_info,Urdu,کیا میں اپنا بورڈنگ پاس ای میل سے حاصل کر سکتا ہوں؟,جی ہاں، ایئرلائن ویب سائٹ سے۔,Departure
131,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر شکایات کا کاؤنٹر ہے؟,جی ہاں، انفارمیشن ڈیسک کے ساتھ۔,Departure
132,Check_in_info,Urdu,کیا میں اپنا بورڈنگ پاس دوبارہ پرنٹ کر سکتا ہوں؟,جی ہاں، ایئرلائن کاؤنٹر سے۔,Departure
133,Check_in_info,Urdu,کیا میں دو الگ پروازوں کے لیے ایک ہی دن چیک ان کر سکتا ہوں؟,نہیں، ہر پرواز کا علیحدہ چیک ان ہوتا ہے۔,Departure
134,Check_in_info,Urdu,کیا میں نادرا کارڈ سے چیک ان کر سکتا ہوں؟,جی ہاں، ملکی پروازوں کے لیے۔,Departure
135,Check_in_info,Urdu,کیا میں پرواز سے پہلے کاؤنٹر پر کھانا خرید سکتا ہوں؟,جی ہاں، کیفے اور ریسٹورنٹس دستیاب ہیں۔,Departure
136,Check_in_info,Urdu,کیا چیک ان کے دوران میوزک سن سکتا ہوں؟,جی ہاں، اگر ہیڈ فون استعمال کر رہے ہوں۔,Departure
137,Check_in_info,Urdu,کیا میں اپنا بورڈنگ پاس موبائل سے اسکین کرا سکتا ہوں؟,جی ہاں، بار کوڈ اسکین ہوتا ہے۔,Departure
138,Check_in_info,Urdu,کیا چیک ان کے دوران عملہ تصویری شناخت لیتا ہے؟,صرف ضرورت کی صورت میں۔,Departure
139,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر نماز کے لیے جگہ ہے؟,جی ہاں، ہال کے قریب مسجد موجود ہے۔,Departure
140,Check_in_info,Urdu,کیا میں اپنا بورڈنگ پاس کسی اور کو بھیج سکتا ہوں؟,نہیں، یہ ذاتی دستاویز ہے۔,Departure
141,Check_in_info,Urdu,کیا چیک ان کے دوران سفری ٹیکس ادا کرنا ہوتا ہے؟,نہیں، وہ ٹکٹ میں شامل ہوتا ہے۔,Departure
142,Check_in_info,Urdu,کیا میں بورڈنگ کے وقت بیگ واپس لے سکتا ہوں؟,نہیں، چیک ان کے بعد بیگ کارگو میں جاتا ہے۔,Departure
143,Check_in_info,Urdu,کیا ایئرپورٹ پر دواؤں کا اسٹور ہے؟,جی ہاں، ہال اے کے قریب میڈیکل شاپ ہے۔,Departure
144,Check_in_info,Urdu,کیا میں ایئرپورٹ پر چارجنگ کیبل خرید سکتا ہوں؟,جی ہاں، کنوینینس شاپس میں دستیاب ہے۔,Departure
145,Check_in_info,Urdu,کیا میں اپنا موبائل چارج کرتے وقت کاؤنٹر کے قریب بیٹھ سکتا ہوں؟,جی ہاں، چیک ان ہال میں چارجنگ پوائنٹس کے ساتھ نشستیں دستیاب ہیں۔,Departure
146,Check_in_info,Urdu,کیا میں عملے سے پرواز کی تاخیر کی تصدیق کر سکتا ہوں؟,جی ہاں، ایئرلائن کے نمائندے سے تازہ معلومات حاصل کریں۔,Departure
147,Check_in_info,Urdu,اگر میرا شناختی کارڈ ایکسپائر ہو گیا ہے تو کیا سفر کر سکتا ہوں؟,نہیں، درست شناختی دستاویز ضروری ہے۔ براہ کرم نیا CNIC یا پاسپورٹ لائیں۔,Departure
148,Check_in_info,Urdu,کیا میں اپنے دوست کو بورڈنگ گیٹ تک چھوڑنے جا سکتا ہوں؟,نہیں، صرف مسافروں کو سکیورٹی چیک کے بعد آگے جانے کی اجازت ہے۔,Departure
149,Check_in_info,Urdu,کیا اسلام آباد ایئرپورٹ پر گمشدہ اشیاء کے لیے مدد مل سکتی ہے؟,جی ہاں، لاسٹ اینڈ فاؤنڈ ڈیسک ارائیول ہال کے قریب واقع ہے۔,Departure
150,Check_in_info,Urdu,کیا میں چیک اِن کے بعد آرام کرنے کے لیے کوئی جگہ استعمال کر سکتا ہوں؟,جی ہاں، چیک اِن کے بعد لاؤنج ایریا میں آرام دہ نشستیں اور کیفے دستیاب ہیں۔,Departure
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
