"id","query","language","intent","terminal","entities","expected_response","notes"
"11","Kya airport mein baby changing station hai?","roman","facilities","departure","{""facility"":""baby changing"",""passenger"":""infant""}","Ji haan bilkul, Islamabad International Airport mein dedicated baby changing facilities available hain families ke liye. Gate 3 ke qareeb specially designed mother and baby room hai jo private aur comfortable space provide karta hai. Is room mein included hain: clean aur hygienic changing tables jo safe height par installed hain, disposable changing mats jo agar available hon, diaper disposal bins, wash basin with warm water, aur comfortable seating area for nursing mothers. Additionally, family restrooms poore terminal mein available hain jo bhi changing tables equipped hain. Yeh family washrooms extra spacious hain takay parents strollers ya wheelchairs ke sath easily maneuver kar sakein. Baby changing facilities mein basic amenities hain lekin apni own diapers, wipes, aur baby care products lana recommended hai kyunki airport mein yeh consistently available nahi ho sakte. Kuch convenience stores aur pharmacies terminal mein emergency baby supplies bechte hain agar zaroorat parre. Staff members bhi helpful hain aur agar aap ko baby facilities dhoondhne mein help chahiye to information desk se guide kar sakta hai. Mother and baby room mein nursing area bhi hai complete privacy ke liye. Room clean aur well-maintained hai aur regular monitoring hoti hai hygiene ensure karne ke liye.","Baby changing"
"12","Airport par lost and found office kahan hai?","roman","facilities","departure","{""service"":""lost and found""}","Lost and Found office Islamabad International Airport mein main departure hall ke ground floor par waqe hai, usually information desk ke qareeb. Agar aap ne koi item khoya hai airport mein ya aap ko kisi ki chhuti hui cheez mili hai, yeh office aap ki madad kar sakta hai. Services include: khoyi hui items ko report karna aur database mein register karana, found items ko claim karna proper identification ke sath, temporary storage for lost items for a certain period (usually 30-90 days), aur coordination with airlines for items left on aircraft. Common lost items include: mobile phones, wallets, passports, laptops, bags, jewelry, aur personal documents. Agar aap ne airport mein kuch khoya hai: immediately Lost and Found office ko inform karein with detailed description, item ki purchase receipt ya unique features batayein jo ownership prove karein, contact information de dein takay office aap ko inform kar sake agar item mil jaye, aur regular follow-up karein. Items claim karte waqt valid identification zaruri hai. Agar item valuable hai jaise passport ya travel documents, to immigration aur airline ko bhi inform karein. Lost and Found office ke working hours typically 8 AM se 8 PM tak hain, lekin emergency situations mein airport security bhi assist kar sakta hai. Phone contact bhi available hai inquiries ke liye. Unclaimed items ek specific period ke baad auction ya charity ko donate kar di jati hain.","Lost and found"
"13","Kya smoking area airport mein hai?","roman","facilities","departure","{""facility"":""smoking area"",""policy"":""designated""}","Islamabad International Airport ka poora indoor terminal completely smoke-free hai Pakistani law aur aviation regulations ke mutabiq. Cigarette smoking, e-cigarettes, aur vaping devices terminal ke andar strictly prohibited hain. Sirf ek designated smoking area hai jo terminal ke bahar outdoor space mein waqe hai, jo security checkpoint ke baad accessible hai. Yeh outdoor smoking zone clearly marked hai with signage aur specific location par accessible hai. Smoking area mein basic facilities jaise ashtrays aur sitting arrangement ho sakte hain. Important points: agar aap smoking area jana chahte hain security ke baad, to aap ko dobara security screening se guzarna pare ga agar aap wapas terminal mein aana chahte hain, to time accordingly plan karein especially agar flight jaldi hai, tobacco products duty-free shops se purchase kiye ja sakte hain lekin unhe international flights par le jana restrictions ke sath ho sakta hai, aur terminal ke andar smoking ke serious consequences hain including heavy fines aur potential legal action. Agar aap smoker hain, to flight se pehle smoking area use karne ka plan banayein aur apne boarding time ka dhyan rakhein. Nicotine patches ya gum bhi available hain pharmacy se jo long flights ke doran madad kar sakte hain. Airport staff smoking rules ko strictly enforce karta hai passenger aur staff safety ke liye.","Smoking policy"
"14","Information desk kahan milegi?","roman","facilities","departure","{""facility"":""information desk"",""service"":""help""}","Information desks Islamabad International Airport mein multiple strategic locations par available hain takay passengers easily help access kar sakein. Main information desk central departure hall mein waqe hai jahan easily visible signage hai. Additional information points hain: arrival hall mein international passengers ke liye, security checkpoint ke qareeb, aur some gate areas mein. Information desk staff multilingual hai aur English, Urdu, aur regional languages mein communicate kar sakta hai. Services provided include: general airport information jaise terminal layout, gate locations, facility directions, flight information aur updates about delays, cancellations, ya gate changes, lost and found assistance, wheelchair aur special assistance requests, directions to restaurants, shops, lounges, aur other facilities, local transportation information jaise taxis, buses, aur car rentals, hotel recommendations aur booking assistance, tourist information about Islamabad aur Pakistan, aur emergency assistance aur coordination with security ya medical services. Staff trained hai handle karne ko various passenger inquiries aur typically friendly aur helpful hai. Agar aap ko kisi bhi facility ya service ke baare mein confusion hai, information desk first point of contact hai. Desk hours usually early morning se late night tak hain flight schedules ke sath align ho kar. Busy times par wait time ho sakta hai, lekin staff quickly assist karne ki koshish karta hai. Free brochures, maps, aur pamphlets bhi information desk par available hain.","Information services"
"15","Kya airport mein pharmacy hai?","roman","facilities","departure","{""facility"":""pharmacy"",""service"":""medicine""}","Ji haan, pharmacy ya medical store Islamabad International Airport ke departure terminal mein available hai jo basic medications aur health products bechti hai. Pharmacy typically Gate 4 ke qareeb location par hai aur convenient hours mein khuli rehti hai usually subah 7 bajay se raat 10 bajay tak, lekin exact timings vary kar sakti hain. Available products mein shamil hain: over-the-counter medications jaise pain relievers (paracetamol, ibuprofen), cold aur flu medicines, antacids for stomach issues, anti-diarrhea medicines, allergy medications (antihistamines), motion sickness tablets, first aid supplies jaise bandages, antiseptic creams, thermometers, basic health monitoring devices jaise BP monitors, personal care items aur hygiene products, vitamins aur supplements, aur limited baby care products jaise formula milk, diapers. Prescription medications limited selection mein available ho sakte hain, lekin better hai ke apni own prescribed medicines carry karein especially chronic conditions ke liye. Pharmacist basic health advice bhi de sakta hai aur suitable over-the-counter options recommend kar sakta hai. Prices airport pharmacy mein city pharmacies se thode zyada ho sakte hain. Agar aap ko specific medication chahiye jo wahan nahi hai, pharmacist alternative suggest kar sakta hai. Travel health essentials jaise jet lag pills, sleep aids, aur digestive enzymes bhi mil sakte hain. Emergency medical situations ke liye, medical center Gate 2 par better option hai jahan doctors available hain.","Pharmacy"
"16","Airport lounge mein kya kya facilities hain?","roman","facilities","departure","{""facility"":""lounge amenities""}","Premium lounge Islamabad International Airport mein comprehensive facilities provide karta hai comfortable aur relaxing experience ke liye. Gate 7 ke qareeb waqe lounge mein yeh amenities included hain: Food aur Beverages - complimentary buffet with hot meals (Pakistani aur international cuisine), variety of snacks jaise samosas, sandwiches, fruits, bakery items, unlimited beverages including tea, coffee, juices, soft drinks, aur kuch lounges mein limited alcoholic beverages bhi; Seating aur Comfort - comfortable recliners aur sofas, quiet zones for rest, individual workstations for business travelers; Technology - free high-speed WiFi throughout lounge, charging stations with multiple ports, business center with computers, printers, photocopiers, aur scanners, international newspapers aur magazines, TV screens with news aur entertainment channels; Washroom Facilities - clean aur well-maintained restrooms, shower facilities with towels aur toiletries, personal grooming products; Additional Services - flight information displays, assistance with rebooking ya inquiries, limited meeting rooms (availability par dependent), aur concierge services. Lounge environment peaceful hai away from crowded terminal. Air conditioning ya heating maintained hai for optimal comfort. Staff attentive hai aur regularly replenish food aur drinks. Some lounges mein spa ya massage chairs bhi ho sakte hain. Access usually 3-4 hours se pehle ki flight ke liye allowed hai. Guest policies vary - kuch lounges allow karte hain additional guests for a fee.","Lounge facilities"
"17","Kya duty free shopping available hai?","roman","facilities","departure","{""facility"":""duty free"",""service"":""shopping""}","Ji haan bilkul! Duty-free shopping Islamabad International Airport mein international departure area mein available hai security checkpoint ke baad. Duty-free shop mein wide range of products hai discounted prices par kyunki taxes aur duties waived hain international travelers ke liye. Available categories: Perfumes aur Cosmetics - international brands jaise Chanel, Dior, Estee Lauder, MAC, luxury fragrances aur skincare products; Alcohol aur Tobacco - imported wines, spirits, champagne, cigarettes, cigars (restrictions apply based on destination country); Electronics - headphones, cameras, watches, gadgets; Fashion Accessories - branded sunglasses, bags, wallets, scarves; Chocolates aur Confectionery - international brands jaise Toblerone, Lindt, Ferrero Rocher, gift boxes; Local Products - Pakistani handicrafts, traditional items, souvenirs. Shopping karte waqt remember karein: duty-free only international passengers ke liye hai proper boarding pass ke sath, liquid restrictions apply if purchased before security (lekin duty-free se baad mein no problem), destination country ki customs limits check karein especially alcohol aur tobacco ke liye, prices compare karein kyunki kabhi kabhi airport duty-free bhi expensive ho sakta hai regular stores se, aur payment methods include cash (PKR aur major foreign currencies) aur credit/debit cards. Staff multilingual hai aur assist kar sakti hai. Products typically sealed bags mein di jati hain jo flight tak nahi kholni chahiye. Purchase receipts save karein customs declaration ke liye.","Duty free shopping"
"18","Kahan se airport ka map mil sakta hai?","roman","facilities","departure","{""service"":""airport map""}","Airport map ya terminal layout Islamabad International Airport ka kai ways se mil sakta hai: Information Desk - free printed maps available hain jo detailed terminal layout dikhate hain with all facilities marked, yeh maps usually Urdu aur English dono mein hain. Digital Displays - interactive touchscreen kiosks poore terminal mein installed hain jo digital map provide karte hain 'You Are Here' marker ke sath, yeh kiosks allow karte hain ke aap specific facilities search karein aur directions paye. Mobile App - agar airport ka official mobile app hai to download kar ke detailed map aur real-time navigation mil sakti hai. Website - airport ki official website par downloadable PDF maps available hain jo aap print kar sakte hain travel se pehle. Signage - comprehensive directional signage poore terminal mein hai jo major facilities ki taraf guide karta hai including gates, restrooms, food court, lounges. Map features jo typically included hain: gate numbers aur locations, check-in counters, security checkpoints, baggage claim areas, restrooms, prayer rooms, medical center, information desks, restaurants aur cafes, shops aur duty-free, ATMs aur currency exchange, taxi stands aur transportation, parking areas. Maps mein usually color coding hoti hai different zones ke liye aur symbols standardized hote hain. Agar printed map chahiye, to information desk se free copy request karein. Staff bhi verbally directions de sakta hai agar map confusing lag raha ho.","Terminal map"
"19","Kya airport mein hotel hai ya nearby?","roman","facilities","departure","{""service"":""hotel"",""facility"":""accommodation""}","Direct airport ke andar hotel nahi hai, lekin Islamabad International Airport ke bahut qareeb multiple hotel options available hain different budget ranges mein. Airport ke vicinity mein hotels: Airport Hotels (walking distance within 5-10 minutes) - usually 3-4 star category with shuttle service, facilities include comfortable rooms, restaurants, WiFi, gym; Mid-range Hotels (2-5 km radius) - affordable options with basic amenities, airport pickup/drop service available; Luxury Hotels (Islamabad city mein, 20-30 km) - 5-star properties with full services agar aap extended stay chahte hain. Hotel booking: advance online booking through websites like Booking.com, Hotels.com, ya direct hotel websites recommended hai, information desk airport par hotel recommendations aur booking assistance provide kar sakta hai, kuch hotels mein airport desk bhi hota hai arrival area mein, taxi drivers bhi hotel suggestions de sakte hain lekin confirm karein ke wo commission base recommendations nahi hain. Hotel amenities typically: free airport shuttle (confirm timing advance mein), 24-hour check-in for late night arrivals, luggage storage agar early check-out ya late flight hai, dining options, meeting rooms for business travelers. Layover passengers: agar aap ka long layover hai (6+ hours), to day-use rooms kuch hotels mein available hain without overnight stay. Prices vary PKR 5,000 se lekar 20,000+ per night tak depending on hotel category aur season. Transit hotels specifically designed for short stays zyada convenient hain.","Hotel options"
"20","Food court mein kya options hain?","roman","facilities","departure","{""facility"":""food court"",""service"":""dining""}","Islamabad International Airport ka food court diverse dining options provide karta hai local aur international cuisine ke sath. Food court central location par hai easily accessible sabhi passengers ko. Available dining options: International Fast Food Chains - KFC for fried chicken, Subway for sandwiches aur subs, McDonald's (agar available ho), Pizza Hut for pizzas aur Italian items; Local Pakistani Restaurants - Taste of Pakistan jo authentic Pakistani dishes serve karta hai jaise biryani, karahi, nihari, haleem, various kebabs, traditional breakfast items like paratha aur chanay; Cafes aur Bakeries - Dunkin Donuts, local bakeries with fresh bread, cakes, pastries, cookies; Quick Service - snack bars with samosas, sandwiches, burgers, wraps; Beverages - tea stalls with desi chai, coffee shops, juice bars with fresh fruit juices aur smoothies. Dining considerations: prices airport mein city restaurants se slightly higher hain, operating hours vary but most places open early morning to late night, seating area shared hai with tables aur chairs, payment methods include cash aur cards mostly, halal food standards maintained hain as per Islamic requirements, vegetarian options bhi available hain though limited compared to non-veg. Popular items: for quick bite - samosa, sandwich, burger; for full meal - biryani plate, chicken karahi with naan; for breakfast - paratha with chanay, omelette; for snacks - pakora, french fries, pizza slice; for beverages - chai, coffee, fresh juice. Family dining areas with high chairs for babies bhi available hain. Takeaway bhi possible hai agar aap apne gate par le jana chahte hain. Nutritional information limited hai lekin staff se ingredients ke baare mein pooch sakte hain.","Food options"
"21","Kya airport mein barber shop ya salon hai?","roman","facilities","departure","{""facility"":""salon"",""service"":""grooming""}","Limited grooming services Islamabad International Airport mein available hain. Premium lounge mein basic grooming facilities ho sakti hain like shaving kits, combs, aur mirrors, lekin dedicated full-service barber shop ya beauty salon typically airport terminal mein nahi hai. Alternative options: nearby airport hotels mein salon services available ho sakti hain jo passengers ko accommodate kar sakte hain appointment ke sath, city mein proper salons aur barber shops 20-30 minutes drive par available hain extensive services ke liye, premium lounge mein limited grooming amenities jaise razors, shaving cream, aftershave, hair combs available hain self-service ke liye, pharmacy aur convenience stores personal grooming products bechte hain jaise combs, hair gel, deodorant jo aap quickly use kar sakte hain restroom mein. Typical grooming needs ke liye: clean shave - men's restroom mein aap apna own razor use kar sakte hain, hair fixing - comb aur hair products pharmacy se available hain, makeup - ladies restroom mein proper lighting aur mirrors hain, nail care - limited manicure kits convenience stores mein. Long layovers aur early morning flights ke liye yeh facilities helpful ho sakti hain freshen up karne ke liye. Future mein agar airport expand hota hai to dedicated salon service add ho sakti hai jaise kuch international airports mein hoti hai.","Grooming services"
"22","Baggage wrapping service kahan hai?","roman","facilities","departure","{""service"":""baggage wrapping"",""facility"":""luggage""}","Baggage wrapping aur packing services Islamabad International Airport mein check-in counters ke qareeb available hain departure terminal mein. Yeh service aap ki luggage ko protective plastic wrapping mein wrap karti hai additional security aur protection ke liye. Baggage wrapping benefits: protection against scratches, dirt, aur weather damage during handling, tamper deterrent jo unauthorized opening ko prevent karta hai aur aap ko peace of mind deta hai, easier identification kyunki wrapped bags stand out on baggage carousel, leakage prevention agar aap liquids ya fragile items pack kiye hain. Service process: aap apna bag wrapping station par le jayein, staff proper size ki plastic wrap use karega aur machine se tightly wrap karega covering all sides, handles aur wheels usually exposed rahte hain easy handling ke liye, price based on bag size - typically PKR 200-500 per bag, payment cash ya card se kar sakte hain, process quick hai usually 5-10 minutes per bag. When to use: international travel especially to countries jahan baggage handling rough hai, expensive luggage ko protect karne ke liye, bags with multiple pockets jo easily open ho sakte hain, gifts ya fragile items jo extra protection chahte hain. Important: wrapping ke baad agar security random check select karti hai to aap ko wrapping open karni par sakti hai for inspection aur phir rewrap karwani hogi. Wrapping karane se pehle ensure karein ke aap ki baggage properly packed hai aur locked hai. Alternative: aap apna own plastic wrap bhi la sakte hain aur DIY kar sakte hain lekin airport service zyada professional aur secure hai.","Luggage wrapping"
"23","Kya airport mein porter service available hai?","roman","facilities","departure","{""service"":""porter"",""facility"":""baggage assistance""}","Ji haan, porter services Islamabad International Airport mein available hain jo aap ki heavy luggage carry karne mein madad karte hain. Porters licensed aur uniformed hote hain aur airport ke entrance, arrival area, aur check-in counters ke qareeb readily available hain. Porter assistance useful hai when: aap ke paas multiple heavy bags hain, aap elderly hain ya physical limitations hain, aap children ke sath travel kar rahe hain aur hands full hain, aap time-sensitive situation mein hain aur quickly move karna chahte hain. Porter services include: baggage trolley arrange karna, bags ko entry se check-in counter tak le jana, check-in process mein assistance, check-in se security ya gate tak bags carry karna arrival par, bags ko aircraft se baggage claim tak track karna aur collect karna, baggage claim se taxi stand ya pickup point tak transport. Porter fees: officially set rates hain but typically PKR 200-500 per bag depending on distance aur bag size, heavy ya extra large bags ka charge zyada ho sakta hai, tip additional hai aur aap ki marzi par based - typically PKR 100-300 appreciate ki jati hai, payment cash mein preferred hai. How to engage porter: simply approach uniformed porter jo usually entry par khara hota hai, clearly communicate karein kahan tak help chahiye (check-in tak ya gate tak), agree on price pehle if possible to avoid disputes later, ensure porter aap ki bags carefully handle kar raha hai aur aap ki nazar mein rahe. Security reminder: porter se kabhi apna bag unattended na chhodein, valuable items aur documents apne carry-on mein rakhein, phir bhi porter ko trust karein kyunki wo licensed professional hai.","Porter services"
"24","Airport ki free shuttle service hai kya?","roman","facilities","departure","{""service"":""shuttle"",""facility"":""transport""}","Islamabad International Airport ki official internal shuttle service terminals ke beech currently limited hai kyunki airport ek main terminal structure hai. Lekin transportation options available hain: Within Airport Complex - moving walkways (travelators) long corridors mein installed hain jo aap ko walk karne mein assist karte hain especially agar gate door hai, golf carts ya electric vehicles kabhi available hain mobility-impaired passengers ya elderly ko transport karne ke liye on request. External Shuttle Services - kuch nearby hotels apni complimentary shuttle service offer karte hain guests ko airport se hotel tak le jane ke liye aur vice versa, is service ko use karne ke liye hotel se pehle confirm karein timings aur pickup location, hotel shuttle typically designated area se depart karti hai arrivals ke bahar. City Shuttle ya Bus Service - Islamabad aur Rawalpindi city tak public transport buses aur shuttles available hain fixed routes aur schedules par, prices affordable hain typically PKR 100-200 per person, schedule aur routes information desk par available hain. Private Transfer Services - pre-booked private car services aur app-based rides like Careem, Uber (agar available ho), hotel transfers jo charge karte hain but convenient hain. Parking Shuttle - long-term parking areas se terminal tak shuttle buses operate hoti hain regularly jo passengers ko unki cars se terminal tak le jati hain, yeh service typically free hai ya parking fee mein included. Free shuttle within terminal zones planned ho sakti hai future expansion mein jaise international airports mein hoti hai.","Shuttle service"
