id,category,user_query,intent,airport,flight_number,origin_city,response,language
11,departure_time,Departure time کا سوال فلائٹ UL275 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),UL275,ریاض,فلائٹ UL275 مقررہ طور پر 08:13 پر اسلام آباد انٹرنیشنل ائیرپورٹ (ISB) سے روانہ ہوگی۔ براہِ کرم وقت سے پہلے چیک اِن کریں۔,Urdu
12,departure_time,Departure time کا سوال فلائٹ BA983 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),BA983,لندن,فلائٹ BA983 مقررہ طور پر 19:23 پر اسلام آباد انٹرنیشنل ائیرپورٹ (ISB) سے روانہ ہوگی۔ براہِ کرم وقت سے پہلے چیک اِن کریں۔,Urdu
13,departure_time,Departure time کا سوال فلائٹ BA485 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),BA485,دوحہ,فلائٹ BA485 مقررہ طور پر 19:27 پر اسلام آباد انٹرنیشنل ائیرپورٹ (ISB) سے روانہ ہوگی۔ براہِ کرم وقت سے پہلے چیک اِن کریں۔,Urdu
14,departure_time,Departure time کا سوال فلائٹ UL199 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),UL199,لاہور,فلائٹ UL199 مقررہ طور پر 07:52 پر اسلام آباد انٹرنیشنل ائیرپورٹ (ISB) سے روانہ ہوگی۔ براہِ کرم وقت سے پہلے چیک اِن کریں۔,Urdu
15,departure_time,Departure time کا سوال فلائٹ TK704 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),TK704,ریاض,فلائٹ TK704 مقررہ طور پر 17:31 پر اسلام آباد انٹرنیشنل ائیرپورٹ (ISB) سے روانہ ہوگی۔ براہِ کرم وقت سے پہلے چیک اِن کریں۔,Urdu
16,departure_time,Departure time کا سوال فلائٹ EY732 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EY732,دوحہ,فلائٹ EY732 مقررہ طور پر 08:44 پر اسلام آباد انٹرنیشنل ائیرپورٹ (ISB) سے روانہ ہوگی۔ براہِ کرم وقت سے پہلے چیک اِن کریں۔,Urdu
17,departure_time,Departure time کا سوال فلائٹ UL829 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),UL829,کراچی,فلائٹ UL829 مقررہ طور پر 03:27 پر اسلام آباد انٹرنیشنل ائیرپورٹ (ISB) سے روانہ ہوگی۔ براہِ کرم وقت سے پہلے چیک اِن کریں۔,Urdu
18,departure_time,Departure time کا سوال فلائٹ GF173 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),GF173,کراچی,فلائٹ GF173 مقررہ طور پر 10:13 پر اسلام آباد انٹرنیشنل ائیرپورٹ (ISB) سے روانہ ہوگی۔ براہِ کرم وقت سے پہلے چیک اِن کریں۔,Urdu
19,departure_time,Departure time کا سوال فلائٹ QR684 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),QR684,دوحہ,فلائٹ QR684 مقررہ طور پر 10:05 پر اسلام آباد انٹرنیشنل ائیرپورٹ (ISB) سے روانہ ہوگی۔ براہِ کرم وقت سے پہلے چیک اِن کریں۔,Urdu
20,departure_time,Departure time کا سوال فلائٹ SV384 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),SV384,دبئی,فلائٹ SV384 مقررہ طور پر 02:42 پر اسلام آباد انٹرنیشنل ائیرپورٹ (ISB) سے روانہ ہوگی۔ براہِ کرم وقت سے پہلے چیک اِن کریں۔,Urdu
21,status,Status کا سوال فلائٹ SV630 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),SV630,ابو ظہبی,فلائٹ SV630 کی حیثیت: لینڈ ہو گئی۔ تازہ ترین معلومات کیلئے ڈسپلے یا ایئر لائن سے رابطہ کریں۔,Urdu
22,status,Status کا سوال فلائٹ HM133 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),HM133,لندن,فلائٹ HM133 کی حیثیت: منسوخ۔ تازہ ترین معلومات کیلئے ڈسپلے یا ایئر لائن سے رابطہ کریں۔,Urdu
23,status,Status کا سوال فلائٹ EY440 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EY440,لاہور,فلائٹ EY440 کی حیثیت: وقت پر۔ تازہ ترین معلومات کیلئے ڈسپلے یا ایئر لائن سے رابطہ کریں۔,Urdu
24,status,Status کا سوال فلائٹ EK671 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EK671,جدہ,فلائٹ EK671 کی حیثیت: منسوخ۔ تازہ ترین معلومات کیلئے ڈسپلے یا ایئر لائن سے رابطہ کریں۔,Urdu
25,status,Status کا سوال فلائٹ EY750 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EY750,دبئی,فلائٹ EY750 کی حیثیت: لینڈ ہو گئی۔ تازہ ترین معلومات کیلئے ڈسپلے یا ایئر لائن سے رابطہ کریں۔,Urdu
26,status,Status کا سوال فلائٹ TK484 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),TK484,دوحہ,فلائٹ TK484 کی حیثیت: تاخیر۔ تازہ ترین معلومات کیلئے ڈسپلے یا ایئر لائن سے رابطہ کریں۔,Urdu
27,status,Status کا سوال فلائٹ EY950 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EY950,دبئی,فلائٹ EY950 کی حیثیت: منسوخ۔ تازہ ترین معلومات کیلئے ڈسپلے یا ایئر لائن سے رابطہ کریں۔,Urdu
28,status,Status کا سوال فلائٹ HM913 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),HM913,لندن,فلائٹ HM913 کی حیثیت: لینڈ ہو گئی۔ تازہ ترین معلومات کیلئے ڈسپلے یا ایئر لائن سے رابطہ کریں۔,Urdu
29,status,Status کا سوال فلائٹ TK868 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),TK868,ریاض,فلائٹ TK868 کی حیثیت: منسوخ۔ تازہ ترین معلومات کیلئے ڈسپلے یا ایئر لائن سے رابطہ کریں۔,Urdu
30,gate,Gate کا سوال فلائٹ EY693 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EY693,استنبول,فلائٹ EY693 متوقع طور پر گیٹ C2 پر آئے گی۔ گیٹ کی تبدیلی کیلئے اعلانات سنیں۔,Urdu
31,gate,Gate کا سوال فلائٹ EK871 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EK871,دوحہ,فلائٹ EK871 متوقع طور پر گیٹ B9 پر آئے گی۔ گیٹ کی تبدیلی کیلئے اعلانات سنیں۔,Urdu
32,gate,Gate کا سوال فلائٹ GF241 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),GF241,کراچی,فلائٹ GF241 متوقع طور پر گیٹ C17 پر آئے گی۔ گیٹ کی تبدیلی کیلئے اعلانات سنیں۔,Urdu
33,gate,Gate کا سوال فلائٹ TK526 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),TK526,لندن,فلائٹ TK526 متوقع طور پر گیٹ B6 پر آئے گی۔ گیٹ کی تبدیلی کیلئے اعلانات سنیں۔,Urdu
34,gate,Gate کا سوال فلائٹ GF252 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),GF252,لاہور,فلائٹ GF252 متوقع طور پر گیٹ A15 پر آئے گی۔ گیٹ کی تبدیلی کیلئے اعلانات سنیں۔,Urdu
35,gate,Gate کا سوال فلائٹ UL413 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),UL413,ابو ظہبی,فلائٹ UL413 متوقع طور پر گیٹ C1 پر آئے گی۔ گیٹ کی تبدیلی کیلئے اعلانات سنیں۔,Urdu
36,gate,Gate کا سوال فلائٹ EY782 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EY782,استنبول,فلائٹ EY782 متوقع طور پر گیٹ C14 پر آئے گی۔ گیٹ کی تبدیلی کیلئے اعلانات سنیں۔,Urdu
37,gate,Gate کا سوال فلائٹ SV290 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),SV290,دبئی,فلائٹ SV290 متوقع طور پر گیٹ C12 پر آئے گی۔ گیٹ کی تبدیلی کیلئے اعلانات سنیں۔,Urdu
38,gate,Gate کا سوال فلائٹ HM428 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),HM428,کراچی,فلائٹ HM428 متوقع طور پر گیٹ C16 پر آئے گی۔ گیٹ کی تبدیلی کیلئے اعلانات سنیں۔,Urdu
39,terminal,Terminal کا سوال فلائٹ UL460 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),UL460,لندن,یہ فلائٹ عموماً ٹرمینل 1 استعمال کرتی ہے۔ امیگریشن اور بیگج کلیم کے لئے نشانات دیکھیں۔,Urdu
40,terminal,Terminal کا سوال فلائٹ TK342 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),TK342,دبئی,یہ فلائٹ عموماً ٹرمینل 1 استعمال کرتی ہے۔ امیگریشن اور بیگج کلیم کے لئے نشانات دیکھیں۔,Urdu
41,terminal,Terminal کا سوال فلائٹ UL374 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),UL374,شارجہ,یہ فلائٹ عموماً ٹرمینل 1 استعمال کرتی ہے۔ امیگریشن اور بیگج کلیم کے لئے نشانات دیکھیں۔,Urdu
42,terminal,Terminal کا سوال فلائٹ TK964 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),TK964,شارجہ,یہ فلائٹ عموماً ٹرمینل 1 استعمال کرتی ہے۔ امیگریشن اور بیگج کلیم کے لئے نشانات دیکھیں۔,Urdu
43,terminal,Terminal کا سوال فلائٹ HM262 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),HM262,جدہ,یہ فلائٹ عموماً ٹرمینل 1 استعمال کرتی ہے۔ امیگریشن اور بیگج کلیم کے لئے نشانات دیکھیں۔,Urdu
44,terminal,Terminal کا سوال فلائٹ BA300 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),BA300,ابو ظہبی,یہ فلائٹ عموماً ٹرمینل 1 استعمال کرتی ہے۔ امیگریشن اور بیگج کلیم کے لئے نشانات دیکھیں۔,Urdu
45,terminal,Terminal کا سوال فلائٹ SV233 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),SV233,دبئی,یہ فلائٹ عموماً ٹرمینل 1 استعمال کرتی ہے۔ امیگریشن اور بیگج کلیم کے لئے نشانات دیکھیں۔,Urdu
46,terminal,Terminal کا سوال فلائٹ GF954 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),GF954,لندن,یہ فلائٹ عموماً ٹرمینل 1 استعمال کرتی ہے۔ امیگریشن اور بیگج کلیم کے لئے نشانات دیکھیں۔,Urdu
47,terminal,Terminal کا سوال فلائٹ HM607 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),HM607,جدہ,یہ فلائٹ عموماً ٹرمینل 1 استعمال کرتی ہے۔ امیگریشن اور بیگج کلیم کے لئے نشانات دیکھیں۔,Urdu
48,checkin,Checkin کا سوال فلائٹ TK174 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),TK174,کراچی,فلائٹ TK174 کے لیے چیک اِن روانگی سے تین گھنٹے پہلے کھلتا ہے۔ آن لائن چیک اِن پہلے دستیاب ہو سکتا ہے۔,Urdu
49,checkin,Checkin کا سوال فلائٹ EK887 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EK887,ریاض,فلائٹ EK887 کے لیے چیک اِن روانگی سے تین گھنٹے پہلے کھلتا ہے۔ آن لائن چیک اِن پہلے دستیاب ہو سکتا ہے۔,Urdu
50,checkin,Checkin کا سوال فلائٹ TK561 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),TK561,لندن,فلائٹ TK561 کے لیے چیک اِن روانگی سے تین گھنٹے پہلے کھلتا ہے۔ آن لائن چیک اِن پہلے دستیاب ہو سکتا ہے۔,Urdu
51,checkin,Checkin کا سوال فلائٹ BA554 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),BA554,ابو ظہبی,فلائٹ BA554 کے لیے چیک اِن روانگی سے تین گھنٹے پہلے کھلتا ہے۔ آن لائن چیک اِن پہلے دستیاب ہو سکتا ہے۔,Urdu
52,checkin,Checkin کا سوال فلائٹ SV610 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),SV610,ابو ظہبی,فلائٹ SV610 کے لیے چیک اِن روانگی سے تین گھنٹے پہلے کھلتا ہے۔ آن لائن چیک اِن پہلے دستیاب ہو سکتا ہے۔,Urdu
53,checkin,Checkin کا سوال فلائٹ EK935 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EK935,ریاض,فلائٹ EK935 کے لیے چیک اِن روانگی سے تین گھنٹے پہلے کھلتا ہے۔ آن لائن چیک اِن پہلے دستیاب ہو سکتا ہے۔,Urdu
54,checkin,Checkin کا سوال فلائٹ EY888 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EY888,ابو ظہبی,فلائٹ EY888 کے لیے چیک اِن روانگی سے تین گھنٹے پہلے کھلتا ہے۔ آن لائن چیک اِن پہلے دستیاب ہو سکتا ہے۔,Urdu
55,checkin,Checkin کا سوال فلائٹ EK179 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EK179,استنبول,فلائٹ EK179 کے لیے چیک اِن روانگی سے تین گھنٹے پہلے کھلتا ہے۔ آن لائن چیک اِن پہلے دستیاب ہو سکتا ہے۔,Urdu
56,checkin,Checkin کا سوال فلائٹ PK292 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),PK292,استنبول,فلائٹ PK292 کے لیے چیک اِن روانگی سے تین گھنٹے پہلے کھلتا ہے۔ آن لائن چیک اِن پہلے دستیاب ہو سکتا ہے۔,Urdu
57,baggage_allowance,Baggage allowance کا سوال فلائٹ EY635 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EY635,شارجہ,فلائٹ EY635 پر بیگج کی حد ٹکٹ کلاس کے مطابق مختلف ہوتی ہے؛ درست معلومات کیلئے ایئر لائن سے تصدیق کریں۔,Urdu
58,baggage_allowance,Baggage allowance کا سوال فلائٹ UL761 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),UL761,کراچی,فلائٹ UL761 پر بیگج کی حد ٹکٹ کلاس کے مطابق مختلف ہوتی ہے؛ درست معلومات کیلئے ایئر لائن سے تصدیق کریں۔,Urdu
59,baggage_allowance,Baggage allowance کا سوال فلائٹ GF855 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),GF855,ابو ظہبی,فلائٹ GF855 پر بیگج کی حد ٹکٹ کلاس کے مطابق مختلف ہوتی ہے؛ درست معلومات کیلئے ایئر لائن سے تصدیق کریں۔,Urdu
60,baggage_allowance,Baggage allowance کا سوال فلائٹ UL339 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),UL339,لندن,فلائٹ UL339 پر بیگج کی حد ٹکٹ کلاس کے مطابق مختلف ہوتی ہے؛ درست معلومات کیلئے ایئر لائن سے تصدیق کریں۔,Urdu
61,baggage_allowance,Baggage allowance کا سوال فلائٹ PK293 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),PK293,ابو ظہبی,فلائٹ PK293 پر بیگج کی حد ٹکٹ کلاس کے مطابق مختلف ہوتی ہے؛ درست معلومات کیلئے ایئر لائن سے تصدیق کریں۔,Urdu
62,baggage_allowance,Baggage allowance کا سوال فلائٹ GF525 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),GF525,کراچی,فلائٹ GF525 پر بیگج کی حد ٹکٹ کلاس کے مطابق مختلف ہوتی ہے؛ درست معلومات کیلئے ایئر لائن سے تصدیق کریں۔,Urdu
63,baggage_allowance,Baggage allowance کا سوال فلائٹ EK556 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EK556,شارجہ,فلائٹ EK556 پر بیگج کی حد ٹکٹ کلاس کے مطابق مختلف ہوتی ہے؛ درست معلومات کیلئے ایئر لائن سے تصدیق کریں۔,Urdu
64,baggage_allowance,Baggage allowance کا سوال فلائٹ UL755 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),UL755,دبئی,فلائٹ UL755 پر بیگج کی حد ٹکٹ کلاس کے مطابق مختلف ہوتی ہے؛ درست معلومات کیلئے ایئر لائن سے تصدیق کریں۔,Urdu
65,baggage_allowance,Baggage allowance کا سوال فلائٹ GF436 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),GF436,استنبول,فلائٹ GF436 پر بیگج کی حد ٹکٹ کلاس کے مطابق مختلف ہوتی ہے؛ درست معلومات کیلئے ایئر لائن سے تصدیق کریں۔,Urdu
66,aircraft_type,Aircraft type کا سوال فلائٹ GF540 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),GF540,دوحہ,فلائٹ GF540 عام طور پر ایک نیر-باڈی طیارے پر آپریٹ ہوتی ہے۔ مخصوص طیارہ کی قسم کے لیے ایئر لائن سے رابطہ کریں۔,Urdu
67,aircraft_type,Aircraft type کا سوال فلائٹ QR112 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),QR112,لندن,فلائٹ QR112 عام طور پر ایک نیر-باڈی طیارے پر آپریٹ ہوتی ہے۔ مخصوص طیارہ کی قسم کے لیے ایئر لائن سے رابطہ کریں۔,Urdu
68,aircraft_type,Aircraft type کا سوال فلائٹ GF532 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),GF532,دوحہ,فلائٹ GF532 عام طور پر ایک نیر-باڈی طیارے پر آپریٹ ہوتی ہے۔ مخصوص طیارہ کی قسم کے لیے ایئر لائن سے رابطہ کریں۔,Urdu
69,aircraft_type,Aircraft type کا سوال فلائٹ UL757 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),UL757,استنبول,فلائٹ UL757 عام طور پر ایک نیر-باڈی طیارے پر آپریٹ ہوتی ہے۔ مخصوص طیارہ کی قسم کے لیے ایئر لائن سے رابطہ کریں۔,Urdu
70,aircraft_type,Aircraft type کا سوال فلائٹ UL779 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),UL779,دوحہ,فلائٹ UL779 عام طور پر ایک نیر-باڈی طیارے پر آپریٹ ہوتی ہے۔ مخصوص طیارہ کی قسم کے لیے ایئر لائن سے رابطہ کریں۔,Urdu
71,aircraft_type,Aircraft type کا سوال فلائٹ PK550 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),PK550,کراچی,فلائٹ PK550 عام طور پر ایک نیر-باڈی طیارے پر آپریٹ ہوتی ہے۔ مخصوص طیارہ کی قسم کے لیے ایئر لائن سے رابطہ کریں۔,Urdu
72,aircraft_type,Aircraft type کا سوال فلائٹ EY991 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EY991,جدہ,فلائٹ EY991 عام طور پر ایک نیر-باڈی طیارے پر آپریٹ ہوتی ہے۔ مخصوص طیارہ کی قسم کے لیے ایئر لائن سے رابطہ کریں۔,Urdu
73,aircraft_type,Aircraft type کا سوال فلائٹ EY745 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EY745,دبئی,فلائٹ EY745 عام طور پر ایک نیر-باڈی طیارے پر آپریٹ ہوتی ہے۔ مخصوص طیارہ کی قسم کے لیے ایئر لائن سے رابطہ کریں۔,Urdu
74,aircraft_type,Aircraft type کا سوال فلائٹ SV605 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),SV605,ریاض,فلائٹ SV605 عام طور پر ایک نیر-باڈی طیارے پر آپریٹ ہوتی ہے۔ مخصوص طیارہ کی قسم کے لیے ایئر لائن سے رابطہ کریں۔,Urdu
75,delay_reason,Delay reason کا سوال فلائٹ SV153 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),SV153,ریاض,فلائٹ SV153 میں تاخیر موسم، تکنیکی یا فضائی ٹریفک کی وجہ سے ہو سکتی ہے۔ ایئر لائن معلومات فراہم کرے گی۔,Urdu
76,delay_reason,Delay reason کا سوال فلائٹ BA587 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),BA587,کراچی,فلائٹ BA587 میں تاخیر موسم، تکنیکی یا فضائی ٹریفک کی وجہ سے ہو سکتی ہے۔ ایئر لائن معلومات فراہم کرے گی۔,Urdu
77,delay_reason,Delay reason کا سوال فلائٹ EY386 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EY386,کراچی,فلائٹ EY386 میں تاخیر موسم، تکنیکی یا فضائی ٹریفک کی وجہ سے ہو سکتی ہے۔ ایئر لائن معلومات فراہم کرے گی۔,Urdu
78,delay_reason,Delay reason کا سوال فلائٹ TK506 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),TK506,لاہور,فلائٹ TK506 میں تاخیر موسم، تکنیکی یا فضائی ٹریفک کی وجہ سے ہو سکتی ہے۔ ایئر لائن معلومات فراہم کرے گی۔,Urdu
79,delay_reason,Delay reason کا سوال فلائٹ TK182 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),TK182,جدہ,فلائٹ TK182 میں تاخیر موسم، تکنیکی یا فضائی ٹریفک کی وجہ سے ہو سکتی ہے۔ ایئر لائن معلومات فراہم کرے گی۔,Urdu
80,delay_reason,Delay reason کا سوال فلائٹ EK394 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),EK394,دوحہ,فلائٹ EK394 میں تاخیر موسم، تکنیکی یا فضائی ٹریفک کی وجہ سے ہو سکتی ہے۔ ایئر لائن معلومات فراہم کرے گی۔,Urdu
81,delay_reason,Delay reason کا سوال فلائٹ PK772 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),PK772,دوحہ,فلائٹ PK772 میں تاخیر موسم، تکنیکی یا فضائی ٹریفک کی وجہ سے ہو سکتی ہے۔ ایئر لائن معلومات فراہم کرے گی۔,Urdu
82,delay_reason,Delay reason کا سوال فلائٹ UL754 کے لیے؟,flight_information,اسلام آباد انٹرنیشنل ائیرپورٹ (ISB),UL754,لندن,فلائٹ UL754 میں تاخیر موسم، تکنیکی یا فضائی ٹریفک کی وجہ سے ہو سکتی ہے۔ ایئر لائن معلومات فراہم کرے گی۔,Urdu
