Query,Language,Intent,Terminal,Response
Where is the arrival belt 1?,English,Baggage,Arrival,"You can find the arrival belt 1 in the Arrival terminal near Belt 3. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the arrival belt 2?,English,Baggage,Arrival,"You can find the arrival belt 2 in the Arrival terminal near Belt 4. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the baggage monitoring?,English,Baggage,Arrival,"You can find the baggage monitoring in the Arrival terminal near Belt 5. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the arrival customs?,English,Baggage,Arrival,"You can find the arrival customs in the Arrival terminal near Belt 6. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the scanner area?,English,Baggage,Arrival,"You can find the scanner area in the Arrival terminal near Belt 7. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the fragile baggage desk?,English,Baggage,Arrival,"You can find the fragile baggage desk in the Arrival terminal near Belt 8. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the baggage help point?,English,Baggage,Arrival,"You can find the baggage help point in the Arrival terminal near Belt 1. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the luggage pickup zone?,English,Baggage,Arrival,"You can find the luggage pickup zone in the Arrival terminal near Belt 2. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the report lost bag?,English,Baggage,Arrival,"You can find the report lost bag in the Arrival terminal near Belt 3. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the baggage complaint point?,English,Baggage,Arrival,"You can find the baggage complaint point in the Arrival terminal near Belt 4. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the arrival belt counter?,English,Baggage,Arrival,"You can find the arrival belt counter in the Arrival terminal near Belt 5. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the baggage claim desk?,English,Baggage,Arrival,"You can find the baggage claim desk in the Arrival terminal near Belt 6. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the baggage delivery?,English,Baggage,Arrival,"You can find the baggage delivery in the Arrival terminal near Belt 7. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the baggage hall?,English,Baggage,Arrival,"You can find the baggage hall in the Arrival terminal near Belt 8. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the arrival belt 3?,English,Baggage,Arrival,"You can find the arrival belt 3 in the Arrival terminal near Belt 1. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the arrival belt 4?,English,Baggage,Arrival,"You can find the arrival belt 4 in the Arrival terminal near Belt 2. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where do I collect my luggage?,en,Find_Baggage_Belt,Arrival,Please check the flight information display screens for your flight's assigned baggage belt number. They are located throughout the arrivals hall.
Can you tell me the belt for flight QR604?,en,Find_Baggage_Belt,Arrival,Please check the flight information display screens for your flight's assigned baggage belt number. They are located throughout the arrivals hall.
Baggage claim location?,en,Find_Baggage_Belt,Arrival,The baggage claim area is located directly after you pass through immigration. Please look for the signs.
Which carousel has the bags from the London flight?,en,Find_Baggage_Belt,Arrival,Flight-specific belt information is displayed on the screens above the carousels. Please find your flight number.
Where will our suitcases come out?,en,Find_Baggage_Belt,Arrival,Your suitcases will arrive on the belt assigned to your flight. Please check the information screens for the correct number.
I need to know my baggage belt number.,en,Find_Baggage_Belt,Arrival,Please check the flight information display screens for your flight's assigned baggage belt number. They are located throughout the arrivals hall.
Is there a screen showing luggage belts?,en,Find_Baggage_Belt,Arrival,"Yes, flight information display screens are located throughout the arrivals hall showing baggage belt assignments."
"My flight has landed, where are the bags?",en,Find_Baggage_Belt,Arrival,Your baggage will be on the assigned belt shortly. Please check the screens for the correct belt number.
My suitcase hasn't arrived.,en,Report_Lost_Baggage,Arrival,I am sorry to hear that. Please proceed to the Baggage Services counter for immediate assistance. They will help you file a report.
I can't find my bag.,en,Report_Lost_Baggage,Arrival,"If your bag is not on the belt, please go to the Baggage Services office to report it missing."
What do I do if my luggage is missing?,en,Report_Lost_Baggage,Arrival,"For any missing luggage, please contact the staff at the Baggage Services counter immediately."
The conveyor belt is empty but my bag is not here.,en,Report_Lost_Baggage,Arrival,I am sorry to hear that. Please proceed to the Baggage Services counter for immediate assistance. They will help you file a report.
Who should I talk to about a lost suitcase?,en,Report_Lost_Baggage,Arrival,The Baggage Services desk is the correct place to report a lost suitcase. Please have your luggage tag receipt ready.
My bag from flight EK201 is lost.,en,Report_Lost_Baggage,Arrival,Please proceed to the Baggage Services counter to file a report for your missing bag from flight EK201.
How do I file a report for a missing bag?,en,Report_Lost_Baggage,Arrival,The staff at the Baggage Services counter will provide you with a form to file a missing baggage report.
My suitcase is damaged.,en,Report_Damaged_Baggage,Arrival,Please report any damaged luggage at the Baggage Services counter before leaving the airport. They will assist you with the claim process.
The wheel of my bag is broken.,en,Report_Damaged_Baggage,Arrival,I am sorry about that. Please go to the Baggage Services counter to file a damage report.
How can I claim for a broken suitcase?,en,Report_Damaged_Baggage,Arrival,"To make a claim, please report the damage at the Baggage Services desk. Make sure to do this before you exit the airport."
"My bag is cracked, what's the procedure?",en,Report_Damaged_Baggage,Arrival,Please show the damaged bag to the staff at the Baggage Services counter to start the claim procedure.
Where to report damaged luggage?,en,Report_Damaged_Baggage,Arrival,The Baggage Services counter is the designated area for reporting any damage to your luggage.
Where can I find a luggage trolley?,en,Find_Trolley,Arrival,Baggage trolleys are available free of charge near all baggage claim belts and at various points in the arrivals hall.
Are there any baggage carts here?,en,Find_Trolley,Arrival,"Yes, you can find baggage carts located conveniently near the baggage carousels."
I need a trolley for my bags.,en,Find_Trolley,Arrival,Baggage trolleys are available for your use. You can find them near the entrance of the baggage claim hall.
Do I have to pay for the luggage cart?,en,Find_Trolley,Arrival,"No, the luggage carts in the arrivals hall are complimentary for all passengers."
Where are the trolleys?,en,Find_Trolley,Arrival,You can find trolleys located all around the baggage claim area.
How long until the bags start arriving?,en,Query_Wait_Time,Arrival,Baggage typically starts arriving 20-30 minutes after the flight has landed. Please keep an eye on the information screens.
What is the waiting time for luggage?,en,Query_Wait_Time,Arrival,"The wait time is usually between 20 to 40 minutes, depending on the aircraft. Thank you for your patience."
Any update on the baggage for flight SV700?,en,Query_Wait_Time,Arrival,Please check the flight information display screen for the status. It will show 'Bags on Belt' when they start arriving.
How long do I have to wait for my suitcase?,en,Query_Wait_Time,Arrival,Baggage delivery usually begins shortly. The typical wait time is around 20-30 minutes after landing.
When will baggage claim start?,en,Query_Wait_Time,Arrival,Baggage should be on the belt soon. Thank you for your patience.
Where is the collection point for oversized baggage?,en,Find_Oversized_Baggage,Arrival,Oversized items can be collected from the special baggage handling counter. Please look for signs or ask ground staff for directions.
"I have a stroller, where do I pick it up?",en,Find_Oversized_Baggage,Arrival,Items like strollers are considered oversized baggage. Please check the special handling counter.
Where can I get my sports equipment?,en,Find_Oversized_Baggage,Arrival,"Large sports equipment is delivered to the oversized baggage area, not the regular belt."
Collection for large items?,en,Find_Oversized_Baggage,Arrival,Please proceed to the oversized baggage counter to collect your large items.
Where is the baggage services desk?,en,Baggage_Services_Location,Arrival,The Baggage Services counter is located near the main baggage claim area. Look for signs that say 'Baggage Services' or 'Lost & Found'.
I need to find the lost luggage office.,en,Baggage_Services_Location,Arrival,"The lost luggage office, also called Baggage Services, is situated at the end of the baggage claim hall."
Where is the help desk for baggage issues?,en,Baggage_Services_Location,Arrival,"For any baggage issues, please go to the Baggage Services counter located within the baggage claim area."
Location of the baggage office please.,en,Baggage_Services_Location,Arrival,You can find the baggage office near the carousels. Please look for the 'Baggage Services' sign.
I think someone took my bag by mistake.,en,Mistaken_Baggage,Arrival,"If you believe someone has taken your bag, please report it to the Baggage Services counter immediately for assistance."
"This is not my suitcase, it just looks like mine.",en,Mistaken_Baggage,Arrival,Please return the incorrect suitcase to the Baggage Services counter and report that you have picked up the wrong bag.
What if I accidentally took the wrong luggage?,en,Mistaken_Baggage,Arrival,Please bring the luggage to the Baggage Services counter immediately so we can help you find your correct bag.
I have someone else's bag.,en,Mistaken_Baggage,Arrival,Please do not leave the airport. Report this at the Baggage Services desk right away.
Can I leave my bags somewhere?,en,General_Inquiry,Arrival,"For security reasons, please keep your bags with you at all times. There are no storage facilities in the arrivals area."
Is there a baggage wrapping service here?,en,General_Inquiry,Arrival,"Baggage wrapping services are typically available in the departures hall, not in arrivals."
How many bags am I allowed to have?,en,General_Inquiry,Arrival,Your baggage allowance is determined by your airline. The airport does not set these limits.
Help with my luggage please.,en,General_Inquiry,Arrival,Porter services are available to help you with your luggage. You can find them in the arrivals hall.
Can I get help carrying my bags?,en,General_Inquiry,Arrival,"Yes, porter services are available for a fee to assist you with your luggage."
Are there customs checks after baggage claim?,en,General_Inquiry,Arrival,"Yes, after collecting your bags, you must proceed through customs inspection before exiting the airport."
I left something on the plane.,en,General_Inquiry,Arrival,"For items left on the aircraft, please contact your airline's counter, which is located in the arrivals hall."
Is there a porter service?,en,General_Inquiry,Arrival,"Yes, you can hire a porter to assist you with your luggage. They are located near the baggage claim exit."
Where is the baggage belt?,English,Baggage,Arrival,The baggage belt is located near the arrival baggage area at Belt 1.
Where is the lost luggage?,English,Baggage,Arrival,The lost luggage is located near the arrival baggage area at Belt 2.
Where is the oversized baggage?,English,Baggage,Arrival,The oversized baggage is located near the arrival baggage area at Belt 3.
Where is the baggage claim?,English,Baggage,Arrival,The baggage claim is located near the arrival baggage area at Belt 4.
Where is the trolley?,English,Baggage,Arrival,The trolley is located near the arrival baggage area at Belt 5.
Where is the baggage wrapping?,English,Baggage,Arrival,The baggage wrapping is located near the arrival baggage area at Belt 6.
Where is the damaged bag?,English,Baggage,Arrival,The damaged bag is located near the arrival baggage area at Belt 7.
Where is the missing bag?,English,Baggage,Arrival,The missing bag is located near the arrival baggage area at Belt 8.
Where is the baggage inquiry desk?,English,Baggage,Arrival,The baggage inquiry desk is located near the arrival baggage area at Belt 1.
Where is the luggage storage?,English,Baggage,Arrival,The luggage storage is located near the arrival baggage area at Belt 2.
Where is the priority baggage?,English,Baggage,Arrival,The priority baggage is located near the arrival baggage area at Belt 3.
Where is the baggage weight limit?,English,Baggage,Arrival,The baggage weight limit is located near the arrival baggage area at Belt 4.
Where is the baggage delay?,English,Baggage,Arrival,The baggage delay is located near the arrival baggage area at Belt 5.
Where is the customs area?,English,Baggage,Arrival,The customs area is located near the arrival baggage area at Belt 6.
Where is the baggage scanner?,English,Baggage,Arrival,The baggage scanner is located near the arrival baggage area at Belt 7.
Where is the security check?,English,Baggage,Arrival,The security check is located near the arrival baggage area at Belt 8.
Where is the bag drop?,English,Baggage,Arrival,The bag drop is located near the arrival baggage area at Belt 1.
Where is the bag collection?,English,Baggage,Arrival,The bag collection is located near the arrival baggage area at Belt 2.
Where is the left luggage?,English,Baggage,Arrival,The left luggage is located near the arrival baggage area at Belt 3.
Where is the bag recheck?,English,Baggage,Arrival,The bag recheck is located near the arrival baggage area at Belt 4.
Where is the baggage belt?,English,Baggage,Arrival,The baggage belt is located near the arrival baggage area at Belt 5.
Where is the lost luggage?,English,Baggage,Arrival,The lost luggage is located near the arrival baggage area at Belt 6.
Where is the oversized baggage?,English,Baggage,Arrival,The oversized baggage is located near the arrival baggage area at Belt 7.
Where is the baggage claim?,English,Baggage,Arrival,The baggage claim is located near the arrival baggage area at Belt 8.
Where is the trolley?,English,Baggage,Arrival,The trolley is located near the arrival baggage area at Belt 1.
Where is the baggage wrapping?,English,Baggage,Arrival,The baggage wrapping is located near the arrival baggage area at Belt 2.
Where is the damaged bag?,English,Baggage,Arrival,The damaged bag is located near the arrival baggage area at Belt 3.
Where is the missing bag?,English,Baggage,Arrival,The missing bag is located near the arrival baggage area at Belt 4.
Where is the baggage inquiry desk?,English,Baggage,Arrival,The baggage inquiry desk is located near the arrival baggage area at Belt 5.
Where is the luggage storage?,English,Baggage,Arrival,The luggage storage is located near the arrival baggage area at Belt 6.
Where is the priority baggage?,English,Baggage,Arrival,The priority baggage is located near the arrival baggage area at Belt 7.
Where is the baggage weight limit?,English,Baggage,Arrival,The baggage weight limit is located near the arrival baggage area at Belt 8.
Where is the baggage delay?,English,Baggage,Arrival,The baggage delay is located near the arrival baggage area at Belt 1.
Where is the customs area?,English,Baggage,Arrival,The customs area is located near the arrival baggage area at Belt 2.
Where is the baggage scanner?,English,Baggage,Arrival,The baggage scanner is located near the arrival baggage area at Belt 3.
Where is the security check?,English,Baggage,Arrival,The security check is located near the arrival baggage area at Belt 4.
Where is the bag drop?,English,Baggage,Arrival,The bag drop is located near the arrival baggage area at Belt 5.
Where is the bag collection?,English,Baggage,Arrival,The bag collection is located near the arrival baggage area at Belt 6.
Where is the left luggage?,English,Baggage,Arrival,The left luggage is located near the arrival baggage area at Belt 7.
Where is the bag recheck?,English,Baggage,Arrival,The bag recheck is located near the arrival baggage area at Belt 8.
Where is the baggage belt?,English,Baggage,Arrival,The baggage belt is located near the arrival baggage area at Belt 1.
Where is the lost luggage?,English,Baggage,Arrival,The lost luggage is located near the arrival baggage area at Belt 2.
Where is the oversized baggage?,English,Baggage,Arrival,The oversized baggage is located near the arrival baggage area at Belt 3.
Where is the baggage claim?,English,Baggage,Arrival,The baggage claim is located near the arrival baggage area at Belt 4.
Where is the trolley?,English,Baggage,Arrival,The trolley is located near the arrival baggage area at Belt 5.
Where is the baggage wrapping?,English,Baggage,Arrival,The baggage wrapping is located near the arrival baggage area at Belt 6.
Where is the damaged bag?,English,Baggage,Arrival,The damaged bag is located near the arrival baggage area at Belt 7.
Where is the missing bag?,English,Baggage,Arrival,The missing bag is located near the arrival baggage area at Belt 8.
Where is the baggage inquiry desk?,English,Baggage,Arrival,The baggage inquiry desk is located near the arrival baggage area at Belt 1.
Where is the luggage storage?,English,Baggage,Arrival,The luggage storage is located near the arrival baggage area at Belt 2.
Where is the priority baggage?,English,Baggage,Arrival,The priority baggage is located near the arrival baggage area at Belt 3.
Where is the baggage weight limit?,English,Baggage,Arrival,The baggage weight limit is located near the arrival baggage area at Belt 4.
Where is the baggage delay?,English,Baggage,Arrival,The baggage delay is located near the arrival baggage area at Belt 5.
Where is the customs area?,English,Baggage,Arrival,The customs area is located near the arrival baggage area at Belt 6.
Where is the baggage scanner?,English,Baggage,Arrival,The baggage scanner is located near the arrival baggage area at Belt 7.
Where is the security check?,English,Baggage,Arrival,The security check is located near the arrival baggage area at Belt 8.
Where is the bag drop?,English,Baggage,Arrival,The bag drop is located near the arrival baggage area at Belt 1.
Where is the bag collection?,English,Baggage,Arrival,The bag collection is located near the arrival baggage area at Belt 2.
Where is the left luggage?,English,Baggage,Arrival,The left luggage is located near the arrival baggage area at Belt 3.
Where is the bag recheck?,English,Baggage,Arrival,The bag recheck is located near the arrival baggage area at Belt 4.
Where is the baggage belt?,English,Baggage,Arrival,The baggage belt is located near the arrival baggage area at Belt 5.
Where is the lost luggage?,English,Baggage,Arrival,The lost luggage is located near the arrival baggage area at Belt 6.
Where is the oversized baggage?,English,Baggage,Arrival,The oversized baggage is located near the arrival baggage area at Belt 7.
Where is the baggage claim?,English,Baggage,Arrival,The baggage claim is located near the arrival baggage area at Belt 8.
Where is the trolley?,English,Baggage,Arrival,The trolley is located near the arrival baggage area at Belt 1.
Where is the baggage wrapping?,English,Baggage,Arrival,The baggage wrapping is located near the arrival baggage area at Belt 2.
Where is the damaged bag?,English,Baggage,Arrival,The damaged bag is located near the arrival baggage area at Belt 3.
Where is the missing bag?,English,Baggage,Arrival,The missing bag is located near the arrival baggage area at Belt 4.
Where is the baggage inquiry desk?,English,Baggage,Arrival,The baggage inquiry desk is located near the arrival baggage area at Belt 5.
Where is the luggage storage?,English,Baggage,Arrival,The luggage storage is located near the arrival baggage area at Belt 6.
Where is the priority baggage?,English,Baggage,Arrival,The priority baggage is located near the arrival baggage area at Belt 7.
Where is the baggage weight limit?,English,Baggage,Arrival,The baggage weight limit is located near the arrival baggage area at Belt 8.
Where is the baggage delay?,English,Baggage,Arrival,The baggage delay is located near the arrival baggage area at Belt 1.
Where is the customs area?,English,Baggage,Arrival,The customs area is located near the arrival baggage area at Belt 2.
Where is the baggage scanner?,English,Baggage,Arrival,The baggage scanner is located near the arrival baggage area at Belt 3.
Where is the security check?,English,Baggage,Arrival,The security check is located near the arrival baggage area at Belt 4.
Where is the bag drop?,English,Baggage,Arrival,The bag drop is located near the arrival baggage area at Belt 5.
Where is the bag collection?,English,Baggage,Arrival,The bag collection is located near the arrival baggage area at Belt 6.
Where is the left luggage?,English,Baggage,Arrival,The left luggage is located near the arrival baggage area at Belt 7.
Where is the bag recheck?,English,Baggage,Arrival,The bag recheck is located near the arrival baggage area at Belt 8.
Where is the baggage belt?,English,Baggage,Arrival,The baggage belt is located near the arrival baggage area at Belt 1.
Where is the lost luggage?,English,Baggage,Arrival,The lost luggage is located near the arrival baggage area at Belt 2.
Where is the oversized baggage?,English,Baggage,Arrival,The oversized baggage is located near the arrival baggage area at Belt 3.
Where is the baggage claim?,English,Baggage,Arrival,The baggage claim is located near the arrival baggage area at Belt 4.
Where is the trolley?,English,Baggage,Arrival,The trolley is located near the arrival baggage area at Belt 5.
Where is the baggage wrapping?,English,Baggage,Arrival,The baggage wrapping is located near the arrival baggage area at Belt 6.
Where is the damaged bag?,English,Baggage,Arrival,The damaged bag is located near the arrival baggage area at Belt 7.
Where is the missing bag?,English,Baggage,Arrival,The missing bag is located near the arrival baggage area at Belt 8.
Where is the baggage inquiry desk?,English,Baggage,Arrival,The baggage inquiry desk is located near the arrival baggage area at Belt 1.
Where is the luggage storage?,English,Baggage,Arrival,The luggage storage is located near the arrival baggage area at Belt 2.
Where is the priority baggage?,English,Baggage,Arrival,The priority baggage is located near the arrival baggage area at Belt 3.
Where is the baggage weight limit?,English,Baggage,Arrival,The baggage weight limit is located near the arrival baggage area at Belt 4.
Where is the baggage delay?,English,Baggage,Arrival,The baggage delay is located near the arrival baggage area at Belt 5.
Where is the customs area?,English,Baggage,Arrival,The customs area is located near the arrival baggage area at Belt 6.
Where is the baggage scanner?,English,Baggage,Arrival,The baggage scanner is located near the arrival baggage area at Belt 7.
Where is the security check?,English,Baggage,Arrival,The security check is located near the arrival baggage area at Belt 8.
Where is the bag drop?,English,Baggage,Arrival,The bag drop is located near the arrival baggage area at Belt 1.
Where is the bag collection?,English,Baggage,Arrival,The bag collection is located near the arrival baggage area at Belt 2.
Where is the left luggage?,English,Baggage,Arrival,The left luggage is located near the arrival baggage area at Belt 3.
Where is the bag recheck?,English,Baggage,Arrival,The bag recheck is located near the arrival baggage area at Belt 4.
Where can I find the baggage belt?,English,Baggage,Arrival,"Sure, the baggage belt is at Belt 2 in the arrival baggage area. Walk straight from the arrival hall and follow the signs to Belt 2. If you need help, staff at the belt can assist you."
Where can I find the lost luggage?,English,Baggage,Arrival,"I'm sorry to hear that. For lost luggage, please visit the Lost & Found counter near the arrival hall. Bring your boarding pass and baggage tag â€” they will help trace your luggage."
Where can I find the damaged luggage?,English,Baggage,Arrival,"Sorry about that. For damaged luggage, go to the airline's baggage counter or the damaged luggage desk. Keep photos and your baggage tag handy, the staff will start a damage report."
Where can I find the oversized baggage?,English,Baggage,Arrival,Oversized items are usually handled at a special collection point. Head to the oversized baggage zone near the far end of the arrival hall; staff there will tell you how to collect it.
Where can I find the baggage wrapping?,English,Baggage,Arrival,"You can get baggage wrapping at the service desk near arrivals. They offer wrapping and protective covers, ask them for rates and assistance."
Where can I find the missing bag?,English,Baggage,Arrival,"I'm sorry to hear that. For missing bag, please visit the Lost & Found counter near the arrival hall. Bring your boarding pass and baggage tag, they will help trace your luggage."
Where can I find the luggage storage?,English,Baggage,Arrival,"If you want to store luggage temporarily, use the left-luggage storage office near the arrivals exit. They provide short-term storage and secure lockers."
Where can I find the priority baggage?,English,Baggage,Arrival,Priority baggage is delivered to a special pick-up counter. Check with your airline's priority desk inside the arrival hall for the exact location and assistance.
Where can I find the baggage delay?,English,Baggage,Arrival,"If your baggage delay is delayed, report it at the airline's baggage service office or the delayed luggage desk, they will register your case and offer tracking options."
Where can I find the baggage inquiry desk?,English,Baggage,Arrival,The baggage inquiry desk is located near the central arrivals information area. Approach the desk and provide your flight details â€” the staff will check the system and advise you.
Where can I find the baggage scanner?,English,Baggage,Arrival,"The baggage scanner is in the security/inspection zone near arrivals. If a bag requires secondary screening, staff will direct you to that area."
Where can I find the customs area?,English,Baggage,Arrival,"For customs-related issues, head to the customs area beside the arrival hall. If your baggage is held, customs officers will tell you the procedure."
