Query,Language,Intent,Terminal,Response
Where is the arrival belt 1?,English,Baggage,Arrival,"You can find the arrival belt 1 in the Arrival terminal near Belt 3. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the arrival belt 2?,English,Baggage,Arrival,"You can find the arrival belt 2 in the Arrival terminal near Belt 4. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the baggage monitoring?,English,Baggage,Arrival,"You can find the baggage monitoring in the Arrival terminal near Belt 5. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the arrival customs?,English,Baggage,Arrival,"You can find the arrival customs in the Arrival terminal near Belt 6. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the scanner area?,English,Baggage,Arrival,"You can find the scanner area in the Arrival terminal near Belt 7. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the fragile baggage desk?,English,Baggage,Arrival,"You can find the fragile baggage desk in the Arrival terminal near Belt 8. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the baggage help point?,English,Baggage,Arrival,"You can find the baggage help point in the Arrival terminal near Belt 1. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the luggage pickup zone?,English,Baggage,Arrival,"You can find the luggage pickup zone in the Arrival terminal near Belt 2. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the report lost bag?,English,Baggage,Arrival,"You can find the report lost bag in the Arrival terminal near Belt 3. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the baggage complaint point?,English,Baggage,Arrival,"You can find the baggage complaint point in the Arrival terminal near Belt 4. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the arrival belt counter?,English,Baggage,Arrival,"You can find the arrival belt counter in the Arrival terminal near Belt 5. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the baggage claim desk?,English,Baggage,Arrival,"You can find the baggage claim desk in the Arrival terminal near Belt 6. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the baggage delivery?,English,Baggage,Arrival,"You can find the baggage delivery in the Arrival terminal near Belt 7. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the baggage hall?,English,Baggage,Arrival,"You can find the baggage hall in the Arrival terminal near Belt 8. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the arrival belt 3?,English,Baggage,Arrival,"You can find the arrival belt 3 in the Arrival terminal near Belt 1. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
Where is the arrival belt 4?,English,Baggage,Arrival,"You can find the arrival belt 4 in the Arrival terminal near Belt 2. Please follow the 'Baggage Claim' signs for assistance. If your bag is delayed or missing, visit the nearest baggage help desk."
