Query,Language,Intent,Terminal,Response
arrival belt 1 kahan hai?,Roman Urdu,Baggage,Arrival,"Zaroor, arrival belt 1 Belt 4 par arrivals area mein hai. Seedha arrival hall se jaain aur Belt 4 ke signs follow karein."
arrival belt 2 kahan hai?,Roman Urdu,Baggage,Arrival,"Zaroor, arrival belt 2 Belt 1 par arrivals area mein hai. Seedha arrival hall se jaain aur Belt 1 ke signs follow karein."
arrival belt 3 kahan hai?,Roman Urdu,Baggage,Arrival,"Zaroor, arrival belt 3 Belt 5 par arrivals area mein hai. Seedha arrival hall se jaain aur Belt 5 ke signs follow karein."
arrival belt 4 kahan hai?,Roman Urdu,Baggage,Arrival,"Zaroor, arrival belt 4 Belt 10 par arrivals area mein hai. Seedha arrival hall se jaain aur Belt 10 ke signs follow karein."
arrival belt 5 kahan hai?,Roman Urdu,Baggage,Arrival,"Zaroor, arrival belt 5 Belt 8 par arrivals area mein hai. Seedha arrival hall se jaain aur Belt 8 ke signs follow karein."
arrival belt 6 kahan hai?,Roman Urdu,Baggage,Arrival,"Zaroor, arrival belt 6 Belt 10 par arrivals area mein hai. Seedha arrival hall se jaain aur Belt 10 ke signs follow karein."
arrival belt 7 kahan hai?,Roman Urdu,Baggage,Arrival,"Zaroor, arrival belt 7 Belt 10 par arrivals area mein hai. Seedha arrival hall se jaain aur Belt 10 ke signs follow karein."
arrival belt 8 kahan hai?,Roman Urdu,Baggage,Arrival,"Zaroor, arrival belt 8 Belt 9 par arrivals area mein hai. Seedha arrival hall se jaain aur Belt 9 ke signs follow karein."
arrival belt 9 kahan hai?,Roman Urdu,Baggage,Arrival,"Zaroor, arrival belt 9 Belt 1 par arrivals area mein hai. Seedha arrival hall se jaain aur Belt 1 ke signs follow karein."
arrival belt 10 kahan hai?,Roman Urdu,Baggage,Arrival,"Zaroor, arrival belt 10 Belt 8 par arrivals area mein hai. Seedha arrival hall se jaain aur Belt 8 ke signs follow karein."
lost and found baggage kahan hai?,Roman Urdu,Baggage,Arrival,lost and found baggage arrival area mein maujood hai; signs follow karein ya staff se madad lein.
baggage reissue counter kahan hai?,Roman Urdu,Baggage,Arrival,baggage reissue counter arrival area mein maujood hai; signs follow karein ya staff se madad lein.
baggage weight limit kahan hai?,Roman Urdu,Baggage,Arrival,baggage weight limit arrival area mein maujood hai; signs follow karein ya staff se madad lein.
baggage scanning area kahan hai?,Roman Urdu,Baggage,Arrival,baggage scanning area security/inspection zone mein hota hai; agar secondary screening chahiye to staff aapko wahan le jayega.
arrival customs kahan hai?,Roman Urdu,Baggage,Arrival,Customs ke mamlaat ke liye customs area dekhein jo arrival hall ke paas hai; agar saman hold hua to customs batayenge.
bag collection point kahan hai?,Roman Urdu,Baggage,Arrival,bag collection point arrival area mein maujood hai; signs follow karein ya staff se madad lein.
left luggage room kahan hai?,Roman Urdu,Baggage,Arrival,Luggage store ke liye left-luggage office use karein jo arrivals exit ke paas hai. Short-term lockers available hain.
baggage pickup assistance kahan hai?,Roman Urdu,Baggage,Arrival,baggage pickup assistance arrival area mein maujood hai; signs follow karein ya staff se madad lein.
baggage tracking office kahan hai?,Roman Urdu,Baggage,Arrival,Tracking counter par apna baggage tag number dein; wo aapko updated status bata denge.
baggage reconciliation desk kahan hai?,Roman Urdu,Baggage,Arrival,Reconciliation desk tag aur records match karta hai; agar koi mail na khaaye toh woh madad karein ge
arrival baggage hall kahan hai?,Roman Urdu,Baggage,Arrival,Baggage hall me multiple belts hote hain; apna belt number screen se check kar ke wahan jayein.
arrival baggage counter kahan hai?,Roman Urdu,Baggage,Arrival,arrival baggage counter arrival area mein maujood hai; signs follow karein ya staff se madad lein.
baggage recheck area kahan hai?,Roman Urdu,Baggage,Arrival,Recheck counter par ja kar staff se bag ko dobara tag karwayein aur check karwayein.
baggage transfer desk kahan hai?,Roman Urdu,Baggage,Arrival,baggage transfer desk arrival area mein maujood hai; signs follow karein ya staff se madad lein.
baggage reconciliation office kahan hai?,Roman Urdu,Baggage,Arrival,Reconciliation desk tag aur records match karta hai; agar koi mail na khaaye toh woh madad karein ge.
fragile items area kahan hai?,Roman Urdu,Baggage,Arrival,Fragile items ke liye dedicated desk hota hai; wahan ja kar apni problem aur tag dikhayein.
baggage complaint point kahan hai?,Roman Urdu,Baggage,Arrival,Complaint ke liye baggage complaint desk par report karein; wo aapko reference number dein ge.
baggage customer service kahan hai?,Roman Urdu,Baggage,Arrival,"baggage customer service ke liye service desk par jain; wahan wrapping aur protective covers milte hain, rates aur madad wahan available hain."
arrival baggage pickup counter kahan hai?,Roman Urdu,Baggage,Arrival,Pickup zone airline per depend karta hai; airline counter par check karein ya arrival screens dekhein.
baggage coordination office kahan hai?,Roman Urdu,Baggage,Arrival,Coordination office airlines aur handlers ke darmiyan kaam karta hai; woh aap ke maslay ko escalate kar sakte hain.
arrival baggage tracking center kahan hai?,Roman Urdu,Baggage,Arrival,Tracking counter par apna baggage tag number dein; wo aapko updated status bata denge.
baggage delivery office kahan hai?,Roman Urdu,Baggage,Arrival,Baggage delivery desk arrival exit ke qareeb hai; woh aapke address par delivery arrange kar sakte hain.
arrival lost item desk kahan hai?,Roman Urdu,Baggage,Arrival,"Umeed hai aap theek hain. arrival lost item desk ke liye Lost & Found counter par ja kar apna boarding pass aur tag den, wo aapki madad karenge."
baggage claim area entrance kahan hai?,Roman Urdu,Baggage,Arrival,baggage claim area entrance baggage claim hall mein hai; 'Baggage Claim' signs follow karein aur apna belt number screen se check karein.
arrival bag verification kahan hai?,Roman Urdu,Baggage,Arrival,Verification point par staff aapki ID aur tag check kar ke bag release karte hain.
arrival bag report center kahan hai?,Roman Urdu,Baggage,Arrival,Report center par jakar apna case register karein; woh aage ki guidance aur compensation options batayenge.
