id,category,user_query,intent,airport,response,language
42,customs,Kya koi cheezein declare karna zaroori hoti hain?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
43,customs,Kya koi cheezein declare karna zaroori hoti hain?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
44,customs,Kya koi cheezein declare karna zaroori hoti hain?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
45,customs,Kya koi cheezein declare karna zaroori hoti hain?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
46,customs,Kya koi cheezein declare karna zaroori hoti hain?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
47,customs,Kya koi cheezein declare karna zaroori hoti hain?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
48,customs,Kya koi cheezein declare karna zaroori hoti hain?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
49,customs,Baggage hasil karne ke baad customs ka process kya hai?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
50,customs,Kya koi cheezein declare karna zaroori hoti hain?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
51,customs,Baggage hasil karne ke baad customs ka process kya hai?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
52,customs,Baggage hasil karne ke baad customs ka process kya hai?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
53,customs,Kya koi cheezein declare karna zaroori hoti hain?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
54,customs,Kya koi cheezein declare karna zaroori hoti hain?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
55,customs,Kya koi cheezein declare karna zaroori hoti hain?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
56,customs,Kya koi cheezein declare karna zaroori hoti hain?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
57,customs,Baggage hasil karne ke baad customs ka process kya hai?,arrival_guidance,Islamabad International Airport (ISB),Bag collect karne ke baad customs area mein green ya red channel follow karein. Declare karne wali items ke receipts saath rakhen aur officer ko dikhayen. Customs information counter se mazeed maloomat hasil karen agar zaroorat ho.,Roman Urdu
58,transport,Airport se downtown Islamabad tak public transport kaise jayein?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
59,transport,Arrivals area mein taxi aur ride-share kahan milti hain?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
60,transport,Family pickup ke liye short-term parking kahan hai?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
61,transport,Arrivals area mein taxi aur ride-share kahan milti hain?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
62,transport,Airport se downtown Islamabad tak public transport kaise jayein?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
63,transport,Airport se downtown Islamabad tak public transport kaise jayein?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
64,transport,Airport se downtown Islamabad tak public transport kaise jayein?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
65,transport,Airport se downtown Islamabad tak public transport kaise jayein?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
66,transport,Airport se downtown Islamabad tak public transport kaise jayein?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
67,transport,Family pickup ke liye short-term parking kahan hai?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
68,transport,Arrivals area mein taxi aur ride-share kahan milti hain?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
69,transport,Arrivals area mein taxi aur ride-share kahan milti hain?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
70,transport,Family pickup ke liye short-term parking kahan hai?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
71,transport,Airport se downtown Islamabad tak public transport kaise jayein?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
72,transport,Family pickup ke liye short-term parking kahan hai?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
73,transport,Family pickup ke liye short-term parking kahan hai?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
74,transport,Airport se downtown Islamabad tak public transport kaise jayein?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
75,transport,Arrivals area mein taxi aur ride-share kahan milti hain?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
76,transport,Family pickup ke liye short-term parking kahan hai?,arrival_guidance,Islamabad International Airport (ISB),Authorized taxi aur ride-hailing pickups Arrivals Hall ke bahar Gate 2 aur 3 ke paas hain. Arrivals concourse mein official taxi counter maujood hai jahan se aap fare le sakte hain. Public transport ke liye shuttle aur bus signs follow karein aur staff se madad lein.,Roman Urdu
77,assistance,Wheelchair assistance kaise request karun?,arrival_guidance,Islamabad International Airport (ISB),Wheelchair aur assistance services Arrivals ke andar Assistance Desk se dastiyab hain. Agar aapne pehle se request ki hai to staff aapko gate par receive karega. Immediate needs ke liye helpdesk se rabta karein.,Roman Urdu
78,assistance,Wheelchair assistance kaise request karun?,arrival_guidance,Islamabad International Airport (ISB),Wheelchair aur assistance services Arrivals ke andar Assistance Desk se dastiyab hain. Agar aapne pehle se request ki hai to staff aapko gate par receive karega. Immediate needs ke liye helpdesk se rabta karein.,Roman Urdu
79,assistance,Wheelchair assistance kaise request karun?,arrival_guidance,Islamabad International Airport (ISB),Wheelchair aur assistance services Arrivals ke andar Assistance Desk se dastiyab hain. Agar aapne pehle se request ki hai to staff aapko gate par receive karega. Immediate needs ke liye helpdesk se rabta karein.,Roman Urdu
80,assistance,Buzurg passengers ke liye madad dastiyab hai kya?,arrival_guidance,Islamabad International Airport (ISB),Wheelchair aur assistance services Arrivals ke andar Assistance Desk se dastiyab hain. Agar aapne pehle se request ki hai to staff aapko gate par receive karega. Immediate needs ke liye helpdesk se rabta karein.,Roman Urdu
81,assistance,Wheelchair assistance kaise request karun?,arrival_guidance,Islamabad International Airport (ISB),Wheelchair aur assistance services Arrivals ke andar Assistance Desk se dastiyab hain. Agar aapne pehle se request ki hai to staff aapko gate par receive karega. Immediate needs ke liye helpdesk se rabta karein.,Roman Urdu
82,assistance,Wheelchair assistance kaise request karun?,arrival_guidance,Islamabad International Airport (ISB),Wheelchair aur assistance services Arrivals ke andar Assistance Desk se dastiyab hain. Agar aapne pehle se request ki hai to staff aapko gate par receive karega. Immediate needs ke liye helpdesk se rabta karein.,Roman Urdu
83,assistance,Wheelchair assistance kaise request karun?,arrival_guidance,Islamabad International Airport (ISB),Wheelchair aur assistance services Arrivals ke andar Assistance Desk se dastiyab hain. Agar aapne pehle se request ki hai to staff aapko gate par receive karega. Immediate needs ke liye helpdesk se rabta karein.,Roman Urdu
84,assistance,Buzurg passengers ke liye madad dastiyab hai kya?,arrival_guidance,Islamabad International Airport (ISB),Wheelchair aur assistance services Arrivals ke andar Assistance Desk se dastiyab hain. Agar aapne pehle se request ki hai to staff aapko gate par receive karega. Immediate needs ke liye helpdesk se rabta karein.,Roman Urdu
85,assistance,Buzurg passengers ke liye madad dastiyab hai kya?,arrival_guidance,Islamabad International Airport (ISB),Wheelchair aur assistance services Arrivals ke andar Assistance Desk se dastiyab hain. Agar aapne pehle se request ki hai to staff aapko gate par receive karega. Immediate needs ke liye helpdesk se rabta karein.,Roman Urdu
86,assistance,Wheelchair assistance kaise request karun?,arrival_guidance,Islamabad International Airport (ISB),Wheelchair aur assistance services Arrivals ke andar Assistance Desk se dastiyab hain. Agar aapne pehle se request ki hai to staff aapko gate par receive karega. Immediate needs ke liye helpdesk se rabta karein.,Roman Urdu
87,assistance,Wheelchair assistance kaise request karun?,arrival_guidance,Islamabad International Airport (ISB),Wheelchair aur assistance services Arrivals ke andar Assistance Desk se dastiyab hain. Agar aapne pehle se request ki hai to staff aapko gate par receive karega. Immediate needs ke liye helpdesk se rabta karein.,Roman Urdu
