Query,Language,Intent,Terminal,Response
کیا مجھے سامان والی گاڑی کے لیے ادائیگی کرنی ہوگی؟,ur,Find_Trolley,Arrival,نہیں، ارائیول ہال میں سامان والی گاڑیاں تمام مسافروں کے لیے مفت ہیں۔
ٹرالیاں کہاں ہیں؟,ur,Find_Trolley,Arrival,آپ ٹرالیاں بیگیج کلیم ایریا کے آس پاس ہر جگہ تلاش کر سکتے ہیں۔
بیگ آنے میں کتنا وقت لگے گا؟,ur,Query_Wait_Time,Arrival,سامان عام طور پر فلائٹ لینڈ کرنے کے 20-30 منٹ بعد آنا شروع ہو جاتا ہے۔ براہ کرم انفارمیشن اسکرینز پر نظر رکھیں۔
سامان کے لیے انتظار کا وقت کیا ہے؟,ur,Query_Wait_Time,Arrival,انتظار کا وقت عام طور پر 20 سے 40 منٹ کے درمیان ہوتا ہے، جو ہوائی جہاز پر منحصر ہے۔ آپ کے صبر کا شکریہ۔
فلائٹ SV700 کے سامان کے بارے میں کوئی اپڈیٹ؟,ur,Query_Wait_Time,Arrival,براہ کرم اسٹیٹس کے لیے فلائٹ انفارمیشن ڈسپلے اسکرین چیک کریں۔ جب بیگ آنا شروع ہوں گے تو یہ 'Bags on Belt' دکھائے گا۔
مجھے اپنے سوٹ کیس کا کتنا انتظار کرنا پڑے گا؟,ur,Query_Wait_Time,Arrival,سامان کی ترسیل عام طور پر جلد ہی شروع ہو جاتی ہے۔ لینڈنگ کے بعد عام انتظار کا وقت تقریباً 20-30 منٹ ہوتا ہے۔
بیگیج کلیم کب شروع ہوگا؟,ur,Query_Wait_Time,Arrival,سامان جلد ہی بیلٹ پر ہونا چاہیے۔ آپ کے صبر کا شکریہ۔
بڑے سامان کے لیے کلیکشن پوائنٹ کہاں ہے؟,ur,Find_Oversized_Baggage,Arrival,بڑے سائز کی اشیاء خصوصی سامان ہینڈلنگ کاؤنٹر سے وصول کی جا سکتی ہیں۔ براہ کرم نشانیاں تلاش کریں یا زمینی عملے سے ہدایات طلب کریں۔
میرے پاس ایک اسٹرولر ہے، میں اسے کہاں سے اٹھاؤں؟,ur,Find_Oversized_Baggage,Arrival,اسٹرولر جیسی اشیاء کو بڑے سائز کا سامان سمجھا جاتا ہے۔ براہ کرم خصوصی ہینڈلنگ کاؤنٹر چیک کریں۔
میں اپنے کھیلوں کا سامان کہاں سے حاصل کر سکتا ہوں؟,ur,Find_Oversized_Baggage,Arrival,کھیلوں کا بڑا سامان بڑے سائز کے سامان والے علاقے میں پہنچایا جاتا ہے، نہ کہ باقاعدہ بیلٹ پر۔
بڑی اشیاء کے لیے کلیکشن؟,ur,Find_Oversized_Baggage,Arrival,براہ کرم اپنی بڑی اشیاء وصول کرنے کے لیے بڑے سائز کے سامان والے کاؤنٹر پر جائیں۔
بیگیج سروسز ڈیسک کہاں ہے؟,ur,Baggage_Services_Location,Arrival,بیگیج سروسز کاؤنٹر مرکزی بیگیج کلیم ایریا کے قریب واقع ہے۔ 'Baggage Services' یا 'Lost & Found' کے نشانات تلاش کریں۔
مجھے گمشدہ سامان کا دفتر تلاش کرنے کی ضرورت ہے۔,ur,Baggage_Services_Location,Arrival,گمشدہ سامان کا دفتر، جسے بیگیج سروسز بھی کہا جاتا ہے، بیگیج کلیم ہال کے آخر میں واقع ہے۔
سامان کے مسائل کے لیے ہیلپ ڈیسک کہاں ہے؟,ur,Baggage_Services_Location,Arrival,سامان کے کسی بھی مسئلے کے لیے، براہ کرم بیگیج کلیم ایریا میں واقع بیگیج سروسز کاؤنٹر پر جائیں۔
بیگیج آفس کی لوکیشن براہ مہربانی۔,ur,Baggage_Services_Location,Arrival,آپ بیگیج آفس کیروسل کے قریب تلاش کر سکتے ہیں۔ براہ کرم 'Baggage Services' کا نشان تلاش کریں۔
مجھے لگتا ہے کہ کسی نے غلطی سے میرا بیگ لے لیا ہے۔,ur,Mistaken_Baggage,Arrival,اگر آپ کو یقین ہے کہ کسی نے آپ کا بیگ لے لیا ہے، تو براہ کرم مدد کے لیے فوری طور پر بیگیج سروسز کاؤنٹر پر اس کی اطلاع دیں۔
یہ میرا سوٹ کیس نہیں ہے، یہ صرف میرے جیسا لگتا ہے۔,ur,Mistaken_Baggage,Arrival,براہ کرم غلط سوٹ کیس بیگیج سروسز کاؤنٹر پر واپس کریں اور اطلاع دیں کہ آپ نے غلط بیگ اٹھا لیا ہے۔
اگر میں نے غلطی سے غلط سامان لے لیا تو کیا ہوگا؟,ur,Mistaken_Baggage,Arrival,براہ کرم سامان کو فوری طور پر بیگیج سروسز کاؤنٹر پر لائیں تاکہ ہم آپ کا صحیح بیگ تلاش کرنے میں آپ کی مدد کر سکیں۔
میرے پاس کسی اور کا بیگ ہے۔,ur,Mistaken_Baggage,Arrival,براہ کرم ائیرپورٹ نہ چھوڑیں۔ اس کی اطلاع فوراً بیگیج سروسز ڈیسک پر دیں۔
کیا میں اپنے بیگ کہیں چھوڑ سکتا ہوں؟,ur,General_Inquiry,Arrival,سیکیورٹی وجوہات کی بناء پر، براہ کرم اپنے بیگ ہر وقت اپنے ساتھ رکھیں۔ ارائیول ایریا میں سامان رکھنے کی کوئی سہولت نہیں ہے۔
کیا یہاں سامان ریپنگ کی کوئی سروس ہے؟,ur,General_Inquiry,Arrival,سامان ریپنگ کی خدمات عام طور پر ڈیپارچر ہال میں دستیاب ہوتی ہیں، ارائیول میں نہیں۔
مجھے کتنے بیگ رکھنے کی اجازت ہے؟,ur,General_Inquiry,Arrival,آپ کے سامان کی اجازت کا تعین آپ کی ایئر لائن کرتی ہے۔ ائیرپورٹ یہ حدود مقرر نہیں کرتا ہے۔
براہ کرم میرے سامان میں مدد کریں۔,ur,General_Inquiry,Arrival,قلی کی خدمات آپ کے سامان میں مدد کے لیے دستیاب ہیں۔ آپ انہیں ارائیول ہال میں تلاش کر سکتے ہیں۔
کیا مجھے اپنے بیگ اٹھانے میں مدد مل سکتی ہے؟,ur,General_Inquiry,Arrival,جی ہاں، قلی کی خدمات فیس کے عوض آپ کے سامان میں مدد کے لیے دستیاب ہیں۔
کیا بیگیج کلیم کے بعد کسٹمز کی جانچ پڑتال ہوتی ہے؟,ur,General_Inquiry,Arrival,جی ہاں، اپنے بیگ وصول کرنے کے بعد، آپ کو ائیرپورٹ سے باہر نکلنے سے پہلے کسٹمز معائنہ سے گزرنا ہوگا۔
میں نے جہاز میں کچھ چھوڑ دیا ہے۔,ur,General_Inquiry,Arrival,ہوائی جہاز میں رہ جانے والی اشیاء کے لیے، براہ کرم اپنی ایئر لائن کے کاؤنٹر سے رابطہ کریں، جو ارائیول ہال میں واقع ہے۔
کیا کوئی قلی سروس ہے؟,ur,General_Inquiry,Arrival,جی ہاں، آپ اپنے سامان میں مدد کے لیے ایک قلی کی خدمات حاصل کر سکتے ہیں۔ وہ بیگیج کلیم کے باہر نکلنے کے قریب واقع ہیں۔
