#,User Query,Chatbot Response,Intent,Terminal,Language,,,
70,How can I prove an item belongs to me?,"Provide detailed description, photos if available, and ID verification.",Lost_found_info,Arrival,English,,,
71,My bag is found but zipper broken. Will it be replaced?,Airlines usually repair or compensate for minor damage if reported before leaving arrivals.,Lost_found_info,Arrival,English,,,
72,How do I follow up on my lost luggage report?,Call the Lost & Found helpline and mention your case number for updates.,Lost_found_info,Arrival,English,,,
73,Can I register multiple lost items together?,"Yes, list all items in one report and describe each clearly.",Lost_found_info,Arrival,English,,,
74,What if my missing bag arrived damaged?,File a joint “damage and delay” report at the airline counter.,Lost_found_info,Arrival,English,,,
75,I forgot my shopping bag in the waiting lounge.,Lost & Found staff collect unattended items from the lounge every 2 hours.,Lost_found_info,Arrival,English,,,
76,How long will Lost & Found store my item?,Lost items are securely stored for up to 90 days before being handed over to authorities.,Lost_found_info,Arrival,English,,,
77,My earphones are missing from my bag.,Report theft suspicion immediately; security will assist with investigation.,Lost_found_info,Arrival,English,,,
78,I left my car keys in the baggage trolley.,Go to the Lost & Found counter; trolley cleaning staff regularly turn in found keys.,Lost_found_info,Arrival,English,,,
79,Can I collect my lost item after a few days?,"Yes, bring your ID and report number; the office will release it after verification.",Lost_found_info,Arrival,English,,,
80,I lost my boarding pass after landing.,Visit the airline counter; they can reissue or confirm your travel details.,Lost_found_info,Arrival,English,,,
81,My baggage is missing from Belt 4.,"Wait till the belt stops, then report to your airline’s counter or Lost & Found with your baggage tag.",Lost_found_info,Arrival,English,,,
82,I lost my bag two days ago. Can I still get it back?,"Yes, if found, it’ll be in Lost & Found storage. Bring ID for collection.",Lost_found_info,Arrival,English,,,
83,Who can I contact for lost duty-free items?,Duty-free staff maintain a separate record; Lost & Found can assist in coordination.,Lost_found_info,Arrival,English,,,
84,Can I report lost luggage through WhatsApp?,Not at this time. Please use the helpline or email system.,Lost_found_info,Arrival,English,,,
85,I found a jewelry box in arrivals.,Kindly submit it at Lost & Found. Valuable items are kept under sealed storage.,Lost_found_info,Arrival,English,,,
86,My luggage arrived with a broken wheel.,Report it immediately; airlines may offer compensation or repair vouchers.,Lost_found_info,Arrival,English,,,
87,How do I know if my complaint is registered?,The staff will issue you a complaint number printed on the acknowledgment slip.,Lost_found_info,Arrival,English,,,
88,I forgot a toy bag near Belt 1.,Inform Lost & Found; such items are logged under the “family belongings” category.,Lost_found_info,Arrival,English,,,
89,How can I contact my airline’s baggage desk?,The Lost & Found office has airline contact extensions for direct assistance.,Lost_found_info,Arrival,English,,,
90,I lost my bag’s handle cover.,It’s considered a personal item; check Lost & Found’s small items log.,Lost_found_info,Arrival,English,,,
91,My item was found but someone else claimed it.,Ownership disputes are resolved through ID and proof verification.,Lost_found_info,Arrival,English,,,
92,Is there a separate section for electronic items?,"Yes, phones, tablets, and laptops are stored in the “High-Value Items” area.",Lost_found_info,Arrival,English,,,
93,Can I send my driver to collect my bag?,"Yes, with a signed authorization and both CNIC copies.",Lost_found_info,Arrival,English,,,
94,I lost my credit card in the terminal.,Immediately block it and report at Lost & Found for recovery.,Lost_found_info,Arrival,English,,,
95,My suitcase looks tampered with.,Do not open it in public; inform airline staff for inspection and report.,Lost_found_info,Arrival,English,,,
96,Is there any penalty for lost trolleys?,Trolleys are managed by the airport; lost tokens may have a small replacement fee.,Lost_found_info,Arrival,English,,,
97,My bag came with another passenger’s tag.,Inform Lost & Found immediately to correct the record and avoid confusion.,Lost_found_info,Arrival,English,,,
98,Can I collect my item outside working hours?,"The Lost & Found operates 24/7, so you can collect it anytime.",Lost_found_info,Arrival,English,,,
99,Is there a waiting time to file a report?,Usually 5–10 minutes depending on passenger volume.,Lost_found_info,Arrival,English,,,
100,I lost a charger in the arrival lounge.,Report it; small electronics are tagged and stored for up to 30 days.,Lost_found_info,Arrival,English,,,
101,Can I get CCTV proof for my missing bag?,Only law enforcement or authorized staff can access footage upon your request.,Lost_found_info,Arrival,English,,,
102,I forgot my handbag at the prayer area.,Please visit the Lost & Found counter near Belt 3. Prayer area items are regularly collected and logged by cleaning staff.,Lost_found_info,Arrival,English,,,
103,Can I collect my lost luggage after 10 PM?,"Yes, the Lost & Found office operates 24 hours a day. You can collect your luggage anytime with proper ID.",Lost_found_info,Arrival,English,,,
104,I lost my smartwatch charger on the plane.,Inform your airline desk immediately; crew may recover it during post-flight cleaning.,Lost_found_info,Arrival,English,,,
105,What if my baggage was swapped with another passenger’s?,Report it to the Lost & Found team. They will trace the other passenger through the airline system and assist in the exchange.,Lost_found_info,Arrival,English,,,
106,My item is valuable. How can I ensure it’s safely stored?,High-value items like jewelry and electronics are sealed and stored in a separate secure cabinet under camera supervision.,Lost_found_info,Arrival,English,,,
107,I forgot my neck pillow near immigration.,Check at the Lost & Found; small comfort items are often found and logged by airport housekeeping.,Lost_found_info,Arrival,English,,,
108,Can I get a copy of the complaint I filed?,"Yes, a printed or emailed copy can be provided on request with your case reference.",Lost_found_info,Arrival,English,,,
109,I found a boarding pass on the floor. What should I do?,Submit it to the Lost & Found desk; unclaimed documents are stored for 30 days.,Lost_found_info,Arrival,English,,,
110,My luggage zipper is broken and items are missing.,Report both damage and missing item to your airline counter immediately for compensation claim.,Lost_found_info,Arrival,English,,,
111,Can I track my missing luggage through my airline app?,Some airlines provide real-time baggage tracking; confirm at your airline counter for details.,Lost_found_info,Arrival,English,,,
112,I lost my bag 3 days ago and haven’t heard back.,Follow up by calling the Lost & Found helpline with your case number for an update.,Lost_found_info,Arrival,English,,,
113,How will I know if my bag is found?,You’ll receive a call or email once your bag arrives. Always ensure your contact info is accurate on the report.,Lost_found_info,Arrival,English,,,
114,I found a baby bottle near baggage area.,Kindly hand it to Lost & Found staff; such items are kept in a separate hygiene-safe section.,Lost_found_info,Arrival,English,,,
115,My perfume bottles leaked inside my bag.,Report it to your airline’s desk. Liquids are subject to transport conditions and may not be compensated.,Lost_found_info,Arrival,English,,,
116,Can I use the Lost & Found service if I’m not a passenger?,Only passengers or their authorized representatives with valid documents can access it.,Lost_found_info,Arrival,English,,,
117,My luggage came with tape marks as if opened.,Report it before leaving the terminal; security will verify handling history.,Lost_found_info,Arrival,English,,,
118,I forgot my medical bag on Belt 2.,Go to Lost & Found immediately; essential medication is prioritized for return.,Lost_found_info,Arrival,English,,,
119,Can I call to ask about found items before visiting?,"Yes, call +92-51-111-786-787 and mention the date, flight, and item details for confirmation.",Lost_found_info,Arrival,English,,,
120,What if I lost my luggage tag and forgot the flight number?,"The staff can trace it through your passport, airline, and approximate time of arrival.",Lost_found_info,Arrival,English,,,
121,I left my wristwatch in the washroom.,Lost & Found regularly collects such items from restrooms. Please provide the location and time.,Lost_found_info,Arrival,English,,,
122,I left my food container at the baggage area.,"Perishable items are not stored, but you can confirm with Lost & Found if it was handed in.",Lost_found_info,Arrival,English,,,
123,My baby stroller was damaged.,Inform your airline’s arrival counter immediately; airlines handle stroller compensation separately.,Lost_found_info,Arrival,English,,,
124,Can I contact Lost & Found on social media?,"Currently, only phone and email contact is supported for security reasons.",Lost_found_info,Arrival,English,,,
125,I forgot my jacket in the arrival bus.,Report it to the Lost & Found desk; shuttle service items are logged by bus attendants.,Lost_found_info,Arrival,English,,,
126,Can I get a copy of CCTV recording for my missing bag?,Only law enforcement can access CCTV footage upon a written complaint.,Lost_found_info,Arrival,English,,,
127,I lost my charger cable in the seating area.,Go to Lost & Found; charging cables are among the most commonly found items.,Lost_found_info,Arrival,English,,,
128,My luggage color is similar to others. How to avoid confusion next time?,Attach bright ribbons or tags before check-in to identify your bag easily.,Lost_found_info,Arrival,English,,,
129,I lost my prayer mat in the terminal.,Visit Lost & Found; items from prayer areas are collected daily.,Lost_found_info,Arrival,English,,,
130,Can Lost & Found send my item through courier?,"Currently, only in-person collection or authorized representative pickup is allowed.",Lost_found_info,Arrival,English,,,
131,My wallet was returned but money missing.,Report immediately to airport security for investigation.,Lost_found_info,Arrival,English,,,
132,Can I retrieve my lost SIM card from Lost & Found?,"Yes, if turned in, but ownership verification is required through CNIC or SIM registration.",Lost_found_info,Arrival,English,,,
133,My small handbag is missing. What should I do first?,"Stay calm and visit Lost & Found before leaving the terminal. Provide color, brand, and contents for quick matching.",Lost_found_info,Arrival,English,,,
134,I found a USB drive in the lounge.,Submit it to Lost & Found. Found electronics are sealed for privacy protection.,Lost_found_info,Arrival,English,,,
135,How long does it take for found items to be listed?,Usually within 12 hours after collection and logging by staff.,Lost_found_info,Arrival,English,,,
136,I lost my umbrella near the arrival exit.,Check Lost & Found; umbrellas are placed in the “General Items” section.,Lost_found_info,Arrival,English,,,
137,Can I authorize my friend to check for my item?,"Yes, but only with a signed authorization letter and valid IDs.",Lost_found_info,Arrival,English,,,
138,My luggage was delayed and arrived next day. Do I still report it?,"Yes, to ensure it’s properly logged and confirmed as delivered.",Lost_found_info,Arrival,English,,,
139,I lost my student ID card.,Check at Lost & Found; such cards are stored for 30 days before being sent to issuing institutions.,Lost_found_info,Arrival,English,,,
140,What should I do if I find someone’s watch?,"Hand it to Lost & Found staff; they’ll record its brand, color, and location found.",Lost_found_info,Arrival,English,,,
141,I lost my medical prescription file.,Such documents are handled carefully and stored in the document section of Lost & Found.,Lost_found_info,Arrival,English,,,
142,My luggage had fragile stickers but is broken.,Report it to the airline; fragile items are covered under their handling policy.,Lost_found_info,Arrival,English,,,
143,Can I get an update via SMS for my case?,"Yes, if you provided your phone number in the complaint form.",Lost_found_info,Arrival,English,,,
144,I left my face mask box on a trolley.,"It may not be stored, but confirm at Lost & Found if found by staff.",Lost_found_info,Arrival,English,,,
145,My bag’s combination lock is jammed.,Airline staff can assist in unlocking after ownership verification.,Lost_found_info,Arrival,English,,,
146,Can I access the Lost & Found storage area myself?,"No, only authorized staff have access for security and privacy reasons.",Lost_found_info,Arrival,English,,,
147,I lost my shopping bag from Duty Free.,Report at Lost & Found; they coordinate directly with Duty Free management.,Lost_found_info,Arrival,English,,,
148,What happens to unclaimed cash found at the airport?,It’s deposited with airport authorities after verification and record entry.,Lost_found_info,Arrival,English,,,
149,I forgot my travel pillow on the luggage trolley.,Visit Lost & Found; such comfort items are commonly turned in.,Lost_found_info,Arrival,English,,,
150,I lost my ring near the arrival escalator.,Inform Lost & Found; cleaning teams often recover jewelry during shift checks.,Lost_found_info,Arrival,English,,,
151,I lost my wedding ring. Is there a special procedure for valuable jewelry?,"Yes, please report it immediately. All high-value items like jewelry are documented, sealed, and stored in a secure safe under supervision.",Lost_found_info,Arrival,English,,,
152,My pet carrier is missing. What should I do if I can't find my pet?,"Report this urgently to the airline staff and Lost & Found. There is a special protocol for live animals, and they will initiate an immediate search.",Lost_found_info,Arrival,English,,,
153,What happens if two people claim the same item?,"In such a dispute, both parties will be asked to provide definitive proof of ownership. The item will be held until ownership is clearly established.",Lost_found_info,Arrival,English,,,
154,I left my art portfolio on the plane. Are fragile items handled differently?,"Yes, items marked as fragile are handled with extra care. Report it to your airline and Lost & Found, specifying the delicate nature of the contents.",Lost_found_info,Arrival,English,,,
155,Can the Lost & Found office ship my found item to an international address?,"Some airlines offer this service for a fee, but the airport's Lost & Found office does not. You would need to arrange a courier pickup via an authorized person.",Lost_found_info,Arrival,English,,,
156,I found a wallet containing a large amount of cash. What's the procedure?,"Please do not open it. Hand it over directly to a security officer or the Lost & Found counter. They will count and log the cash in a secure, transparent process.",Lost_found_info,Arrival,English,,,
157,I suspect an airport staff member stole my missing item. Whom do I report this to?,"You should file a report with the Airport Security Force (ASF) or the police post at the airport, in addition to reporting it to Lost & Found.",Lost_found_info,Arrival,English,,,
158,My bag has a tracking device (like an AirTag) and I can see its location. Can I go there myself?,"For your safety, do not go to the location yourself. Share the tracking information with airport security and the Lost & Found team, and they will retrieve it.",Lost_found_info,Arrival,English,,,
159,I lost my university degree certificate at the airport. Is that kept securely?,"Yes, important documents like certificates are stored securely. Report it immediately with details, as these are held for a limited time before being handed to authorities.",Lost_found_info,Arrival,English,,,
160,What happens if my found bag contains perishable food items?,"Perishable items are stored for a very short period (usually 24 hours). If unclaimed, they are disposed of for health and safety reasons.",Lost_found_info,Arrival,English,,,
161,Can I get an official report from Lost & Found for my travel insurance claim?,"Yes, once you file a report, you can request a copy of the Property Irregularity Report (PIR) or an official acknowledgment letter for your insurance purposes.",Lost_found_info,Arrival,English,,,
162,I lost the keys to my rental car. Where should I check?,Check at the Lost & Found desk. Car keys are a commonly found item. You should also inform your car rental company immediately.,Lost_found_info,Arrival,English,,,
163,I found a drone in the arrivals hall. What is the protocol for such items?,Do not attempt to operate it. Please hand it over to the Lost & Found. Drones are registered as high-value electronics and stored securely after inspection.,Lost_found_info,Arrival,English,,,
164,"My bag was found, but it's water-damaged. Is the airport liable?","The airport is generally not liable for damage caused by contents leaking or external conditions. However, report it to the airline, as their policy might offer compensation.",Lost_found_info,Arrival,English,,,
165,What is the procedure for items left behind at the customs inspection desk?,Items found at customs are handed over to the Lost & Found. You can report and claim them through the standard procedure.,Lost_found_info,Arrival,English,,,
166,I lost my hearing aids. Are medical devices given priority?,"Yes, essential medical devices are treated with high priority. Please mention the urgency of the item when you file your report.",Lost_found_info,Arrival,English,,,
167,Can I describe my lost item over the phone for verification instead of visiting?,"A detailed description over the phone can help locate the item, but for collection, you or your authorized representative must visit in person for verification.",Lost_found_info,Arrival,English,,,
168,I found an official government document. Where should I take it?,Please hand it directly to the immigration desk or the airport police. These are sensitive items that require special handling.,Lost_found_info,Arrival,English,,,
169,How does the Lost & Found team verify ownership if I have no receipt for an item?,"They will ask for a very detailed description, including any unique marks, scratches, the contents (if it's a bag), or even photos of you with the item if available.",Lost_found_info,Arrival,English,,,
170,I lost a gift that was still in its wrapping paper. How can I identify it?,"Describe the wrapping paper, the store it was from (if known), the shape, and the approximate weight. Do not unwrap found gifts to maintain their integrity.",Lost_found_info,Arrival,English,,,
171,Is there a Lost & Found for items left in the airport parking lot?,"Yes, items found in the parking area are also submitted to the main Lost & Found office. You should also check with the parking management office.",Lost_found_info,Arrival,English,,,
172,My child's school bag is missing. What's the process?,"Report it with details of the bag's color, cartoon characters, and any books or items inside. School bags are often found and can be retrieved from Lost & Found.",Lost_found_info,Arrival,English,,,
173,"I lost an item at my departing airport, not here. Can you still help?",We can only assist with items lost at Islamabad Airport. You must contact the Lost & Found department of the airport where you lost the item.,Lost_found_info,Arrival,English,,,
174,"If I find my bag through the airline, do I still need to close my report with Lost & Found?","Yes, please inform the Lost & Found office that your item has been recovered so they can close your case in their system.",Lost_found_info,Arrival,English,,,
175,What happens to unclaimed books and documents?,Books are held for 90 days and then donated. Official documents may be sent to the issuing authority or relevant embassy after a certain period.,Lost_found_info,Arrival,English,,,
176,I lost my prayer beads (Tasbih). Where are such items usually kept?,Small personal items like prayer beads are often found. Check with the Lost & Found counter. Items left in the prayer area are regularly collected and logged.,Lost_found_info,Arrival,English,,,
177,My bag arrived but someone else's identical bag is gone. What should I do?,This is a common mix-up. Report it to the airline immediately. They will contact the other passenger through their flight details to arrange a swap.,Lost_found_info,Arrival,English,,,
178,Can I report a lost item on behalf of my elderly parent who isn't feeling well?,"Yes, you can file the initial report. However, for collection, your parent will either need to come in person or provide you with a signed authorization letter and their ID copy.",Lost_found_info,Arrival,English,,,
179,I lost a musical instrument (a violin). Is there a climate-controlled storage for such items?,"While there is no special climate-controlled storage, such items are kept indoors in the main storage area, protected from extreme temperatures.",Lost_found_info,Arrival,English,,,
180,Are there translators available at the Lost & Found desk if I don't speak English or Urdu?,"The staff primarily speaks English and Urdu. For other languages, they will try to assist, but it's helpful to have a translation app or a companion who can translate.",Lost_found_info,Arrival,English,,,
181,What is the procedure if I find something that looks suspicious or dangerous?,Do not touch it. Maintain a safe distance and immediately report it to the nearest security officer or airport staff.,Lost_found_info,Arrival,English,,,
182,I left my hiking gear and walking stick behind. How are oversized items handled?,"Oversized items are stored in a separate, designated area. Report them with a detailed description; they are easily traceable if turned in.",Lost_found_info,Arrival,English,,,
183,"If my item is found, can I arrange for my hotel's concierge to pick it up?","Yes, but you must provide the concierge with a signed authorization letter, a copy of your ID, and the claim reference number.",Lost_found_info,Arrival,English,,,
184,What is the most common item that gets lost at the airport?,"The most commonly lost items are mobile phones, chargers, wallets, passports, and neck pillows.",Lost_found_info,Arrival,English,,,
185,I lost a USB drive with sensitive work data. Can I be assured of its privacy?,"Yes, all found electronic devices are handled with confidentiality. They are not accessed by staff and are stored securely until claimed.",Lost_found_info,Arrival,English,,,
186,"If my lost luggage is found damaged, can I claim repair costs?","You should file a damage report with your airline, not the Lost & Found. Airlines are responsible for baggage handling and have policies for repair or compensation.",Lost_found_info,Arrival,English,,,
187,My child lost a retainer/braces case. Are such items kept?,"Yes, such personal medical items are logged and stored. Due to hygiene reasons, they are kept for a limited time, so please report it quickly.",Lost_found_info,Arrival,English,,,
188,I lost my passport from a country whose embassy is not in Pakistan. What should I do?,Report it to the airport police and Lost & Found. They will guide you on contacting your nearest consulate or a diplomatic mission that represents your country.,Lost_found_info,Arrival,English,,,
189,Can I check the Lost & Found's daily log of found items?,"The internal log is not public for security reasons. However, you can describe your item, and the staff will check the log for you.",Lost_found_info,Arrival,English,,,
190,I found a single shoe. Should I still turn it in?,"Yes, please turn in any item you find, no matter how small. People often lose single items and will be grateful for their return.",Lost_found_info,Arrival,English,,,
191,What happens if I file a report but provide the wrong contact number?,"This can cause significant delays. If you realize your mistake, please call the helpline or email them immediately with your case number and correct contact details.",Lost_found_info,Arrival,English,,,
192,I lost an item with great sentimental value but little monetary worth. Will it be taken seriously?,Absolutely. The Lost & Found team understands the importance of sentimental items and gives every reported loss equal attention.,Lost_found_info,Arrival,English,,,
