Query,Language,Intent,Terminal,Response
Can you give me a map of the city?,en,Find_Info_Desk,Arrival,Certainly. You can get a free city map from the tourist information desk.
Where can I get information about hotels?,en,Find_Hotel_Desk,Arrival,"You can find hotel booking counters in the arrivals hall, or the tourist information desk can provide you with a list of options."
Can I book a tour from here?,en,Find_Info_Desk,Arrival,"Yes, the tourist information desk can often assist with booking city tours and excursions."
I need to make a phone call.,en,Find_Services_Arrivals,Arrival,"Public telephones are available in the arrivals hall. Alternatively, you can buy a local SIM card to use your mobile phone."
Where can I buy a bottle of water?,en,Find_Services_Arrivals,Arrival,There are convenience stores and vending machines in the arrivals hall where you can purchase drinks and snacks.
Are there any cafes open?,en,Find_Services_Arrivals,Arrival,"Yes, several cafes are open in the arrivals hall to serve arriving passengers and greeters."
I need to find an ATM.,en,Find_Services_Arrivals,Arrival,"ATMs are located throughout the arrivals hall, usually near the currency exchange counters and the exit."
Where can I change my money?,en,Find_Services_Arrivals,Arrival,Currency exchange counters are available in the baggage claim area and in the main arrivals hall.
What is the exchange rate for USD?,en,Find_Services_Arrivals,Arrival,The current exchange rates are displayed on electronic boards at the currency exchange counters.
Is it better to exchange money here or in the city?,en,Find_Services_Arrivals,Arrival,Airport exchange rates may be slightly lower than in the city. It is often a good idea to exchange a small amount for immediate needs.
Can I buy a local SIM card here?,en,Find_Services_Arrivals,Arrival,"Yes, kiosks for major mobile providers are located in the arrivals hall. You can buy a SIM card and data plan there."
What documents do I need to buy a SIM card?,en,Find_Services_Arrivals,Arrival,You will typically need to show your passport to purchase a local SIM card.
Which mobile company is the best?,en,Find_Services_Arrivals,Arrival,All providers at the airport offer reliable service. You can compare their tourist plans at the kiosks to see which best fits your needs.
How do I activate the SIM card?,en,Find_Services_Arrivals,Arrival,The staff at the mobile kiosk will activate the SIM card and ensure it is working in your phone before you leave.
Is there a pharmacy in the arrivals area?,en,Find_Services_Arrivals,Arrival,"Yes, a pharmacy is located in the public area of the arrivals hall."
Where can I find a prayer room?,en,Find_Services_Arrivals,Arrival,A multi-faith prayer room is available in the arrivals hall. Please follow the signs.
Are there showers I can use?,en,Find_Services_Arrivals,Arrival,Arrivals terminals do not typically have public shower facilities. They are sometimes available in airport hotels.
Where can I find the airport information desk?,en,Find_Info_Desk,Arrival,The main information desk is centrally located in the arrivals hall. The staff can help with any questions you may have.
"Help, I'm lost.",en,General_Inquiry,Arrival,"You are in the arrivals hall. Please tell me where you would like to go, or visit the information desk for directions."
What is the current local time?,en,General_Inquiry,Arrival,The current local time is displayed on clocks throughout the terminal.
What is the weather like outside?,en,General_Inquiry,Arrival,You can check the weather forecast on the information screens or by asking at the information desk.
Can I connect to the WiFi?,en,Find_Services_Arrivals,Arrival,"Yes, please connect to the 'Airport_Free_WiFi' network. A browser window will open for you to log in."
Where are the toilets?,en,Find_Services_Arrivals,Arrival,Restrooms are located in the baggage claim area and at several points in the arrivals hall.
Is the tap water safe to drink?,en,General_Inquiry,Arrival,It is generally recommended for visitors to drink bottled water. You can purchase it from any shop in the arrivals hall.
Where can I claim my VAT refund?,en,General_Inquiry,Arrival,"The VAT refund desk for tourists is typically located in the departures terminal, before you check in for your flight home."
"I am a diplomat, is there a special channel?",en,Find_Immigration,Arrival,"Yes, please look for the counter marked 'Diplomats' or 'Special Services' at the immigration checkpoint."
My baggage is damaged.,en,Report_Damaged_Baggage,Arrival,Please report any damaged luggage at your airline's baggage services counter before leaving the baggage claim area.
The handle on my suitcase is broken.,en,Report_Damaged_Baggage,Arrival,I am sorry to hear that. Please go to the baggage services desk to file a damage report.
How do I get to the airport hotel?,en,Find_Transport,Arrival,The airport hotel is located a short walk from the terminal. Please follow the signs for 'Airport Hotel' from the arrivals hall.
Is there a baggage storage service?,en,Find_Services_Arrivals,Arrival,Baggage storage or left luggage facilities are sometimes available. Please check with the information desk for location and pricing.
Can I smoke here?,en,Find_Smoking_Area,Arrival,This is a smoke-free building. Designated smoking areas are located outside the terminal exits.
Where is the nearest exit?,en,Find_Exit,Arrival,"The main exit is straight ahead, past the crowd of greeters in the arrivals hall."
I need a taxi with a baby seat.,en,Find_Transport,Arrival,You can request a taxi with a child safety seat at the official taxi dispatch counter. There may be a short wait.
Is the airport open 24 hours?,en,General_Inquiry,Arrival,"Yes, the airport operates 24 hours a day, 7 days a week."
