id,category,user_query,intent,airport,flight_number,origin_city,response,language
11,departure_time,Departure time info for flight GF508 from Doha?,flight_information,Islamabad International Airport (ISB),GF508,Doha,Flight GF508 is scheduled to depart at 20:57 from Islamabad International Airport (ISB). Please arrive at the check-in counters early to complete formalities.,English
12,departure_time,Departure time info for flight UL129 from Lahore?,flight_information,Islamabad International Airport (ISB),UL129,Lahore,Flight UL129 is scheduled to depart at 11:14 from Islamabad International Airport (ISB). Please arrive at the check-in counters early to complete formalities.,English
13,departure_time,Departure time info for flight HM643 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),HM643,Abu Dhabi,Flight HM643 is scheduled to depart at 05:54 from Islamabad International Airport (ISB). Please arrive at the check-in counters early to complete formalities.,English
14,departure_time,Departure time info for flight TK439 from Karachi?,flight_information,Islamabad International Airport (ISB),TK439,Karachi,Flight TK439 is scheduled to depart at 02:35 from Islamabad International Airport (ISB). Please arrive at the check-in counters early to complete formalities.,English
15,departure_time,Departure time info for flight QR782 from Karachi?,flight_information,Islamabad International Airport (ISB),QR782,Karachi,Flight QR782 is scheduled to depart at 18:40 from Islamabad International Airport (ISB). Please arrive at the check-in counters early to complete formalities.,English
16,departure_time,Departure time info for flight QR100 from Lahore?,flight_information,Islamabad International Airport (ISB),QR100,Lahore,Flight QR100 is scheduled to depart at 16:58 from Islamabad International Airport (ISB). Please arrive at the check-in counters early to complete formalities.,English
17,departure_time,Departure time info for flight EY945 from Lahore?,flight_information,Islamabad International Airport (ISB),EY945,Lahore,Flight EY945 is scheduled to depart at 09:37 from Islamabad International Airport (ISB). Please arrive at the check-in counters early to complete formalities.,English
18,departure_time,Departure time info for flight PK617 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),PK617,Abu Dhabi,Flight PK617 is scheduled to depart at 21:02 from Islamabad International Airport (ISB). Please arrive at the check-in counters early to complete formalities.,English
19,departure_time,Departure time info for flight SV311 from Riyadh?,flight_information,Islamabad International Airport (ISB),SV311,Riyadh,Flight SV311 is scheduled to depart at 04:40 from Islamabad International Airport (ISB). Please arrive at the check-in counters early to complete formalities.,English
20,departure_time,Departure time info for flight GF975 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),GF975,Abu Dhabi,Flight GF975 is scheduled to depart at 08:32 from Islamabad International Airport (ISB). Please arrive at the check-in counters early to complete formalities.,English
21,status,Status info for flight PK196 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),PK196,Abu Dhabi,The status of flight PK196 is: Delayed. Check display screens or the airline for latest updates.,English
22,status,Status info for flight QR977 from Riyadh?,flight_information,Islamabad International Airport (ISB),QR977,Riyadh,The status of flight QR977 is: Delayed. Check display screens or the airline for latest updates.,English
23,status,Status info for flight BA859 from Lahore?,flight_information,Islamabad International Airport (ISB),BA859,Lahore,The status of flight BA859 is: Delayed. Check display screens or the airline for latest updates.,English
24,status,Status info for flight UL869 from London?,flight_information,Islamabad International Airport (ISB),UL869,London,The status of flight UL869 is: Delayed. Check display screens or the airline for latest updates.,English
25,status,Status info for flight SV784 from Istanbul?,flight_information,Islamabad International Airport (ISB),SV784,Istanbul,The status of flight SV784 is: Delayed. Check display screens or the airline for latest updates.,English
26,status,Status info for flight PK873 from Lahore?,flight_information,Islamabad International Airport (ISB),PK873,Lahore,The status of flight PK873 is: Cancelled. Check display screens or the airline for latest updates.,English
27,status,Status info for flight BA366 from Doha?,flight_information,Islamabad International Airport (ISB),BA366,Doha,The status of flight BA366 is: Cancelled. Check display screens or the airline for latest updates.,English
28,status,Status info for flight UL537 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),UL537,Abu Dhabi,The status of flight UL537 is: On-time. Check display screens or the airline for latest updates.,English
29,status,Status info for flight SV980 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),SV980,Abu Dhabi,The status of flight SV980 is: On-time. Check display screens or the airline for latest updates.,English
30,gate,Gate info for flight BA337 from Jeddah?,flight_information,Islamabad International Airport (ISB),BA337,Jeddah,Flight BA337 is assigned Gate C17. Follow signage and announcements for gate changes.,English
31,gate,Gate info for flight EK204 from Jeddah?,flight_information,Islamabad International Airport (ISB),EK204,Jeddah,Flight EK204 is assigned Gate C2. Follow signage and announcements for gate changes.,English
32,gate,Gate info for flight PK698 from Doha?,flight_information,Islamabad International Airport (ISB),PK698,Doha,Flight PK698 is assigned Gate C9. Follow signage and announcements for gate changes.,English
33,gate,Gate info for flight UL375 from Riyadh?,flight_information,Islamabad International Airport (ISB),UL375,Riyadh,Flight UL375 is assigned Gate C19. Follow signage and announcements for gate changes.,English
34,gate,Gate info for flight EY832 from Karachi?,flight_information,Islamabad International Airport (ISB),EY832,Karachi,Flight EY832 is assigned Gate A9. Follow signage and announcements for gate changes.,English
35,gate,Gate info for flight GF740 from Dubai?,flight_information,Islamabad International Airport (ISB),GF740,Dubai,Flight GF740 is assigned Gate C19. Follow signage and announcements for gate changes.,English
36,gate,Gate info for flight GF666 from Jeddah?,flight_information,Islamabad International Airport (ISB),GF666,Jeddah,Flight GF666 is assigned Gate B13. Follow signage and announcements for gate changes.,English
37,gate,Gate info for flight BA527 from Dubai?,flight_information,Islamabad International Airport (ISB),BA527,Dubai,Flight BA527 is assigned Gate A17. Follow signage and announcements for gate changes.,English
38,gate,Gate info for flight EY603 from Sharjah?,flight_information,Islamabad International Airport (ISB),EY603,Sharjah,Flight EY603 is assigned Gate A11. Follow signage and announcements for gate changes.,English
39,terminal,Terminal info for flight BA876 from Sharjah?,flight_information,Islamabad International Airport (ISB),BA876,Sharjah,Arrivals and departures for this flight use Terminal 1 at Islamabad International Airport (ISB). Follow terminal signs for immigration and baggage claim.,English
40,terminal,Terminal info for flight GF414 from Doha?,flight_information,Islamabad International Airport (ISB),GF414,Doha,Arrivals and departures for this flight use Terminal 1 at Islamabad International Airport (ISB). Follow terminal signs for immigration and baggage claim.,English
41,terminal,Terminal info for flight EK790 from London?,flight_information,Islamabad International Airport (ISB),EK790,London,Arrivals and departures for this flight use Terminal 1 at Islamabad International Airport (ISB). Follow terminal signs for immigration and baggage claim.,English
42,terminal,Terminal info for flight BA404 from Karachi?,flight_information,Islamabad International Airport (ISB),BA404,Karachi,Arrivals and departures for this flight use Terminal 1 at Islamabad International Airport (ISB). Follow terminal signs for immigration and baggage claim.,English
43,terminal,Terminal info for flight PK836 from Karachi?,flight_information,Islamabad International Airport (ISB),PK836,Karachi,Arrivals and departures for this flight use Terminal 1 at Islamabad International Airport (ISB). Follow terminal signs for immigration and baggage claim.,English
44,terminal,Terminal info for flight PK274 from Lahore?,flight_information,Islamabad International Airport (ISB),PK274,Lahore,Arrivals and departures for this flight use Terminal 1 at Islamabad International Airport (ISB). Follow terminal signs for immigration and baggage claim.,English
45,terminal,Terminal info for flight QR966 from Jeddah?,flight_information,Islamabad International Airport (ISB),QR966,Jeddah,Arrivals and departures for this flight use Terminal 1 at Islamabad International Airport (ISB). Follow terminal signs for immigration and baggage claim.,English
46,terminal,Terminal info for flight SV371 from Dubai?,flight_information,Islamabad International Airport (ISB),SV371,Dubai,Arrivals and departures for this flight use Terminal 1 at Islamabad International Airport (ISB). Follow terminal signs for immigration and baggage claim.,English
47,terminal,Terminal info for flight QR306 from Riyadh?,flight_information,Islamabad International Airport (ISB),QR306,Riyadh,Arrivals and departures for this flight use Terminal 1 at Islamabad International Airport (ISB). Follow terminal signs for immigration and baggage claim.,English
48,checkin,Checkin info for flight TK250 from Doha?,flight_information,Islamabad International Airport (ISB),TK250,Doha,Check-in for flight TK250 opens three hours before departure at the airline counters. Online check-in may be available earlier.,English
49,checkin,Checkin info for flight PK528 from Sharjah?,flight_information,Islamabad International Airport (ISB),PK528,Sharjah,Check-in for flight PK528 opens three hours before departure at the airline counters. Online check-in may be available earlier.,English
50,checkin,Checkin info for flight SV313 from Dubai?,flight_information,Islamabad International Airport (ISB),SV313,Dubai,Check-in for flight SV313 opens three hours before departure at the airline counters. Online check-in may be available earlier.,English
51,checkin,Checkin info for flight GF398 from Istanbul?,flight_information,Islamabad International Airport (ISB),GF398,Istanbul,Check-in for flight GF398 opens three hours before departure at the airline counters. Online check-in may be available earlier.,English
52,checkin,Checkin info for flight TK239 from Dubai?,flight_information,Islamabad International Airport (ISB),TK239,Dubai,Check-in for flight TK239 opens three hours before departure at the airline counters. Online check-in may be available earlier.,English
53,checkin,Checkin info for flight QR374 from Karachi?,flight_information,Islamabad International Airport (ISB),QR374,Karachi,Check-in for flight QR374 opens three hours before departure at the airline counters. Online check-in may be available earlier.,English
54,checkin,Checkin info for flight QR807 from Dubai?,flight_information,Islamabad International Airport (ISB),QR807,Dubai,Check-in for flight QR807 opens three hours before departure at the airline counters. Online check-in may be available earlier.,English
55,checkin,Checkin info for flight GF879 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),GF879,Abu Dhabi,Check-in for flight GF879 opens three hours before departure at the airline counters. Online check-in may be available earlier.,English
56,checkin,Checkin info for flight PK308 from Sharjah?,flight_information,Islamabad International Airport (ISB),PK308,Sharjah,Check-in for flight PK308 opens three hours before departure at the airline counters. Online check-in may be available earlier.,English
57,baggage_allowance,Baggage allowance info for flight EK894 from Lahore?,flight_information,Islamabad International Airport (ISB),EK894,Lahore,Baggage allowance for flight EK894 varies by ticket class; please confirm with your airline to avoid extra fees.,English
58,baggage_allowance,Baggage allowance info for flight QR421 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),QR421,Abu Dhabi,Baggage allowance for flight QR421 varies by ticket class; please confirm with your airline to avoid extra fees.,English
59,baggage_allowance,Baggage allowance info for flight QR435 from Sharjah?,flight_information,Islamabad International Airport (ISB),QR435,Sharjah,Baggage allowance for flight QR435 varies by ticket class; please confirm with your airline to avoid extra fees.,English
60,baggage_allowance,Baggage allowance info for flight TK651 from Riyadh?,flight_information,Islamabad International Airport (ISB),TK651,Riyadh,Baggage allowance for flight TK651 varies by ticket class; please confirm with your airline to avoid extra fees.,English
61,baggage_allowance,Baggage allowance info for flight QR680 from London?,flight_information,Islamabad International Airport (ISB),QR680,London,Baggage allowance for flight QR680 varies by ticket class; please confirm with your airline to avoid extra fees.,English
62,baggage_allowance,Baggage allowance info for flight QR783 from Jeddah?,flight_information,Islamabad International Airport (ISB),QR783,Jeddah,Baggage allowance for flight QR783 varies by ticket class; please confirm with your airline to avoid extra fees.,English
63,baggage_allowance,Baggage allowance info for flight PK940 from Lahore?,flight_information,Islamabad International Airport (ISB),PK940,Lahore,Baggage allowance for flight PK940 varies by ticket class; please confirm with your airline to avoid extra fees.,English
64,baggage_allowance,Baggage allowance info for flight UL818 from Sharjah?,flight_information,Islamabad International Airport (ISB),UL818,Sharjah,Baggage allowance for flight UL818 varies by ticket class; please confirm with your airline to avoid extra fees.,English
65,baggage_allowance,Baggage allowance info for flight EY577 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),EY577,Abu Dhabi,Baggage allowance for flight EY577 varies by ticket class; please confirm with your airline to avoid extra fees.,English
66,aircraft_type,Aircraft type info for flight BA561 from Jeddah?,flight_information,Islamabad International Airport (ISB),BA561,Jeddah,"Flight BA561 is usually operated by a narrow-body aircraft. For exact aircraft type, check with the airline closer to departure.",English
67,aircraft_type,Aircraft type info for flight EK742 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),EK742,Abu Dhabi,"Flight EK742 is usually operated by a narrow-body aircraft. For exact aircraft type, check with the airline closer to departure.",English
68,aircraft_type,Aircraft type info for flight PK759 from Dubai?,flight_information,Islamabad International Airport (ISB),PK759,Dubai,"Flight PK759 is usually operated by a narrow-body aircraft. For exact aircraft type, check with the airline closer to departure.",English
69,aircraft_type,Aircraft type info for flight TK803 from Karachi?,flight_information,Islamabad International Airport (ISB),TK803,Karachi,"Flight TK803 is usually operated by a narrow-body aircraft. For exact aircraft type, check with the airline closer to departure.",English
70,aircraft_type,Aircraft type info for flight GF628 from Doha?,flight_information,Islamabad International Airport (ISB),GF628,Doha,"Flight GF628 is usually operated by a narrow-body aircraft. For exact aircraft type, check with the airline closer to departure.",English
71,aircraft_type,Aircraft type info for flight BA769 from Jeddah?,flight_information,Islamabad International Airport (ISB),BA769,Jeddah,"Flight BA769 is usually operated by a narrow-body aircraft. For exact aircraft type, check with the airline closer to departure.",English
72,aircraft_type,Aircraft type info for flight BA663 from Karachi?,flight_information,Islamabad International Airport (ISB),BA663,Karachi,"Flight BA663 is usually operated by a narrow-body aircraft. For exact aircraft type, check with the airline closer to departure.",English
73,aircraft_type,Aircraft type info for flight EK225 from London?,flight_information,Islamabad International Airport (ISB),EK225,London,"Flight EK225 is usually operated by a narrow-body aircraft. For exact aircraft type, check with the airline closer to departure.",English
74,aircraft_type,Aircraft type info for flight HM417 from Doha?,flight_information,Islamabad International Airport (ISB),HM417,Doha,"Flight HM417 is usually operated by a narrow-body aircraft. For exact aircraft type, check with the airline closer to departure.",English
75,delay_reason,Delay reason info for flight SV426 from Jeddah?,flight_information,Islamabad International Airport (ISB),SV426,Jeddah,"Delays may occur due to weather, technical checks, or air traffic control. The airline will provide updates regarding delays for flight SV426.",English
76,delay_reason,Delay reason info for flight GF223 from Karachi?,flight_information,Islamabad International Airport (ISB),GF223,Karachi,"Delays may occur due to weather, technical checks, or air traffic control. The airline will provide updates regarding delays for flight GF223.",English
77,delay_reason,Delay reason info for flight UL753 from Dubai?,flight_information,Islamabad International Airport (ISB),UL753,Dubai,"Delays may occur due to weather, technical checks, or air traffic control. The airline will provide updates regarding delays for flight UL753.",English
78,delay_reason,Delay reason info for flight QR752 from Karachi?,flight_information,Islamabad International Airport (ISB),QR752,Karachi,"Delays may occur due to weather, technical checks, or air traffic control. The airline will provide updates regarding delays for flight QR752.",English
79,delay_reason,Delay reason info for flight EY868 from London?,flight_information,Islamabad International Airport (ISB),EY868,London,"Delays may occur due to weather, technical checks, or air traffic control. The airline will provide updates regarding delays for flight EY868.",English
80,delay_reason,Delay reason info for flight QR915 from Karachi?,flight_information,Islamabad International Airport (ISB),QR915,Karachi,"Delays may occur due to weather, technical checks, or air traffic control. The airline will provide updates regarding delays for flight QR915.",English
81,delay_reason,Delay reason info for flight TK158 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),TK158,Abu Dhabi,"Delays may occur due to weather, technical checks, or air traffic control. The airline will provide updates regarding delays for flight TK158.",English
82,delay_reason,Delay reason info for flight TK348 from London?,flight_information,Islamabad International Airport (ISB),TK348,London,"Delays may occur due to weather, technical checks, or air traffic control. The airline will provide updates regarding delays for flight TK348.",English
83,delay_reason,Delay reason info for flight SV263 from London?,flight_information,Islamabad International Airport (ISB),SV263,London,"Delays may occur due to weather, technical checks, or air traffic control. The airline will provide updates regarding delays for flight SV263.",English
84,estimated_arrival,Estimated arrival info for flight QR387 from Dubai?,flight_information,Islamabad International Airport (ISB),QR387,Dubai,Estimated arrival for flight QR387 is 08:02. This may be adjusted as the flight approaches; check the displays for latest timing.,English
85,estimated_arrival,Estimated arrival info for flight SV407 from Istanbul?,flight_information,Islamabad International Airport (ISB),SV407,Istanbul,Estimated arrival for flight SV407 is 01:19. This may be adjusted as the flight approaches; check the displays for latest timing.,English
86,estimated_arrival,Estimated arrival info for flight EK375 from Karachi?,flight_information,Islamabad International Airport (ISB),EK375,Karachi,Estimated arrival for flight EK375 is 11:28. This may be adjusted as the flight approaches; check the displays for latest timing.,English
87,estimated_arrival,Estimated arrival info for flight EK888 from London?,flight_information,Islamabad International Airport (ISB),EK888,London,Estimated arrival for flight EK888 is 15:23. This may be adjusted as the flight approaches; check the displays for latest timing.,English
88,estimated_arrival,Estimated arrival info for flight EY191 from Jeddah?,flight_information,Islamabad International Airport (ISB),EY191,Jeddah,Estimated arrival for flight EY191 is 21:21. This may be adjusted as the flight approaches; check the displays for latest timing.,English
89,estimated_arrival,Estimated arrival info for flight HM703 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),HM703,Abu Dhabi,Estimated arrival for flight HM703 is 21:18. This may be adjusted as the flight approaches; check the displays for latest timing.,English
90,estimated_arrival,Estimated arrival info for flight EY672 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),EY672,Abu Dhabi,Estimated arrival for flight EY672 is 05:23. This may be adjusted as the flight approaches; check the displays for latest timing.,English
91,estimated_arrival,Estimated arrival info for flight GF329 from Lahore?,flight_information,Islamabad International Airport (ISB),GF329,Lahore,Estimated arrival for flight GF329 is 16:25. This may be adjusted as the flight approaches; check the displays for latest timing.,English
92,estimated_arrival,Estimated arrival info for flight EK525 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),EK525,Abu Dhabi,Estimated arrival for flight EK525 is 21:03. This may be adjusted as the flight approaches; check the displays for latest timing.,English
93,cancellation,Cancellation info for flight EY821 from Lahore?,flight_information,Islamabad International Airport (ISB),EY821,Lahore,"Please check the airline or airport displays to confirm if flight EY821 has been cancelled. If cancelled, the airline will advise rebooking options.",English
94,cancellation,Cancellation info for flight UL789 from London?,flight_information,Islamabad International Airport (ISB),UL789,London,"Please check the airline or airport displays to confirm if flight UL789 has been cancelled. If cancelled, the airline will advise rebooking options.",English
95,cancellation,Cancellation info for flight PK661 from Karachi?,flight_information,Islamabad International Airport (ISB),PK661,Karachi,"Please check the airline or airport displays to confirm if flight PK661 has been cancelled. If cancelled, the airline will advise rebooking options.",English
96,cancellation,Cancellation info for flight PK571 from Abu Dhabi?,flight_information,Islamabad International Airport (ISB),PK571,Abu Dhabi,"Please check the airline or airport displays to confirm if flight PK571 has been cancelled. If cancelled, the airline will advise rebooking options.",English
97,cancellation,Cancellation info for flight SV170 from Sharjah?,flight_information,Islamabad International Airport (ISB),SV170,Sharjah,"Please check the airline or airport displays to confirm if flight SV170 has been cancelled. If cancelled, the airline will advise rebooking options.",English
98,cancellation,Cancellation info for flight GF585 from Dubai?,flight_information,Islamabad International Airport (ISB),GF585,Dubai,"Please check the airline or airport displays to confirm if flight GF585 has been cancelled. If cancelled, the airline will advise rebooking options.",English
99,cancellation,Cancellation info for flight QR513 from Riyadh?,flight_information,Islamabad International Airport (ISB),QR513,Riyadh,"Please check the airline or airport displays to confirm if flight QR513 has been cancelled. If cancelled, the airline will advise rebooking options.",English
100,cancellation,Cancellation info for flight SV521 from Sharjah?,flight_information,Islamabad International Airport (ISB),SV521,Sharjah,"Please check the airline or airport displays to confirm if flight SV521 has been cancelled. If cancelled, the airline will advise rebooking options.",English
101,cancellation,Cancellation info for flight HM296 from Lahore?,flight_information,Islamabad International Airport (ISB),HM296,Lahore,"Please check the airline or airport displays to confirm if flight HM296 has been cancelled. If cancelled, the airline will advise rebooking options.",English
102,boarding_time,Boarding time info for flight UL635 from Riyadh?,flight_information,Islamabad International Airport (ISB),UL635,Riyadh,Boarding for flight UL635 typically starts 45 minutes before departure. Please be at the gate on time with your boarding pass.,English
103,boarding_time,Boarding time info for flight EY303 from Istanbul?,flight_information,Islamabad International Airport (ISB),EY303,Istanbul,Boarding for flight EY303 typically starts 45 minutes before departure. Please be at the gate on time with your boarding pass.,English
104,boarding_time,Boarding time info for flight HM773 from Dubai?,flight_information,Islamabad International Airport (ISB),HM773,Dubai,Boarding for flight HM773 typically starts 45 minutes before departure. Please be at the gate on time with your boarding pass.,English
105,boarding_time,Boarding time info for flight PK816 from London?,flight_information,Islamabad International Airport (ISB),PK816,London,Boarding for flight PK816 typically starts 45 minutes before departure. Please be at the gate on time with your boarding pass.,English
106,boarding_time,Boarding time info for flight EY101 from Jeddah?,flight_information,Islamabad International Airport (ISB),EY101,Jeddah,Boarding for flight EY101 typically starts 45 minutes before departure. Please be at the gate on time with your boarding pass.,English
107,boarding_time,Boarding time info for flight EK162 from Lahore?,flight_information,Islamabad International Airport (ISB),EK162,Lahore,Boarding for flight EK162 typically starts 45 minutes before departure. Please be at the gate on time with your boarding pass.,English
108,boarding_time,Boarding time info for flight UL412 from Sharjah?,flight_information,Islamabad International Airport (ISB),UL412,Sharjah,Boarding for flight UL412 typically starts 45 minutes before departure. Please be at the gate on time with your boarding pass.,English
109,boarding_time,Boarding time info for flight BA582 from Karachi?,flight_information,Islamabad International Airport (ISB),BA582,Karachi,Boarding for flight BA582 typically starts 45 minutes before departure. Please be at the gate on time with your boarding pass.,English
110,boarding_time,Boarding time info for flight EK674 from Karachi?,flight_information,Islamabad International Airport (ISB),EK674,Karachi,Boarding for flight EK674 typically starts 45 minutes before departure. Please be at the gate on time with your boarding pass.,English
111,boarding_gate,Boarding gate info for flight BA707 from Karachi?,flight_information,Islamabad International Airport (ISB),BA707,Karachi,Boarding for flight BA707 will take place at Gate B10. Watch for announcements in case of gate changes.,English
112,boarding_gate,Boarding gate info for flight SV608 from Lahore?,flight_information,Islamabad International Airport (ISB),SV608,Lahore,Boarding for flight SV608 will take place at Gate B3. Watch for announcements in case of gate changes.,English
113,boarding_gate,Boarding gate info for flight GF926 from Lahore?,flight_information,Islamabad International Airport (ISB),GF926,Lahore,Boarding for flight GF926 will take place at Gate C3. Watch for announcements in case of gate changes.,English
114,boarding_gate,Boarding gate info for flight SV762 from Istanbul?,flight_information,Islamabad International Airport (ISB),SV762,Istanbul,Boarding for flight SV762 will take place at Gate A5. Watch for announcements in case of gate changes.,English
115,boarding_gate,Boarding gate info for flight HM223 from Dubai?,flight_information,Islamabad International Airport (ISB),HM223,Dubai,Boarding for flight HM223 will take place at Gate A4. Watch for announcements in case of gate changes.,English
116,boarding_gate,Boarding gate info for flight PK668 from Jeddah?,flight_information,Islamabad International Airport (ISB),PK668,Jeddah,Boarding for flight PK668 will take place at Gate B15. Watch for announcements in case of gate changes.,English
117,boarding_gate,Boarding gate info for flight QR541 from Riyadh?,flight_information,Islamabad International Airport (ISB),QR541,Riyadh,Boarding for flight QR541 will take place at Gate C16. Watch for announcements in case of gate changes.,English
118,boarding_gate,Boarding gate info for flight BA446 from Dubai?,flight_information,Islamabad International Airport (ISB),BA446,Dubai,Boarding for flight BA446 will take place at Gate A7. Watch for announcements in case of gate changes.,English
119,boarding_gate,Boarding gate info for flight PK545 from Doha?,flight_information,Islamabad International Airport (ISB),PK545,Doha,Boarding for flight PK545 will take place at Gate C11. Watch for announcements in case of gate changes.,English
120,airport_directions,Airport directions related question?,flight_information,Islamabad International Airport (ISB),BA660,London,"To reach the airport, follow Kashmir Highway towards the airport and allow extra time during peak hours.",English
121,airport_directions,Airport directions related question?,flight_information,Islamabad International Airport (ISB),TK975,Jeddah,"To reach the airport, follow Kashmir Highway towards the airport and allow extra time during peak hours.",English
122,airport_directions,Airport directions related question?,flight_information,Islamabad International Airport (ISB),SV628,Dubai,"To reach the airport, follow Kashmir Highway towards the airport and allow extra time during peak hours.",English
123,airport_directions,Airport directions related question?,flight_information,Islamabad International Airport (ISB),GF510,Lahore,"To reach the airport, follow Kashmir Highway towards the airport and allow extra time during peak hours.",English
124,airport_directions,Airport directions related question?,flight_information,Islamabad International Airport (ISB),EY271,Sharjah,"To reach the airport, follow Kashmir Highway towards the airport and allow extra time during peak hours.",English
125,airport_directions,Airport directions related question?,flight_information,Islamabad International Airport (ISB),GF704,Dubai,"To reach the airport, follow Kashmir Highway towards the airport and allow extra time during peak hours.",English
126,airport_directions,Airport directions related question?,flight_information,Islamabad International Airport (ISB),UL165,Jeddah,"To reach the airport, follow Kashmir Highway towards the airport and allow extra time during peak hours.",English
127,airport_directions,Airport directions related question?,flight_information,Islamabad International Airport (ISB),TK886,Karachi,"To reach the airport, follow Kashmir Highway towards the airport and allow extra time during peak hours.",English
128,airport_directions,Airport directions related question?,flight_information,Islamabad International Airport (ISB),EK228,Sharjah,"To reach the airport, follow Kashmir Highway towards the airport and allow extra time during peak hours.",English
129,transport_to_airport,Transport to airport related question?,flight_information,Islamabad International Airport (ISB),GF184,London,Shuttle buses and city buses operate to the airport; authorized taxis and ride-hailing services are also available.,English
130,transport_to_airport,Transport to airport related question?,flight_information,Islamabad International Airport (ISB),EK102,Riyadh,Shuttle buses and city buses operate to the airport; authorized taxis and ride-hailing services are also available.,English
131,transport_to_airport,Transport to airport related question?,flight_information,Islamabad International Airport (ISB),EK881,Riyadh,Shuttle buses and city buses operate to the airport; authorized taxis and ride-hailing services are also available.,English
132,transport_to_airport,Transport to airport related question?,flight_information,Islamabad International Airport (ISB),TK986,Dubai,Shuttle buses and city buses operate to the airport; authorized taxis and ride-hailing services are also available.,English
133,transport_to_airport,Transport to airport related question?,flight_information,Islamabad International Airport (ISB),PK588,Dubai,Shuttle buses and city buses operate to the airport; authorized taxis and ride-hailing services are also available.,English
134,transport_to_airport,Transport to airport related question?,flight_information,Islamabad International Airport (ISB),QR110,Riyadh,Shuttle buses and city buses operate to the airport; authorized taxis and ride-hailing services are also available.,English
135,transport_to_airport,Transport to airport related question?,flight_information,Islamabad International Airport (ISB),GF643,Abu Dhabi,Shuttle buses and city buses operate to the airport; authorized taxis and ride-hailing services are also available.,English
136,transport_to_airport,Transport to airport related question?,flight_information,Islamabad International Airport (ISB),EK352,Dubai,Shuttle buses and city buses operate to the airport; authorized taxis and ride-hailing services are also available.,English
137,transport_to_airport,Transport to airport related question?,flight_information,Islamabad International Airport (ISB),QR527,Dubai,Shuttle buses and city buses operate to the airport; authorized taxis and ride-hailing services are also available.,English
138,parking,Parking related question?,flight_information,Islamabad International Airport (ISB),PK400,Abu Dhabi,Short-term and long-term parking areas are available; follow signs to Short Stay or Long Stay parking areas.,English
