Query,Language,Intent,Terminal,                                                                                                                                             Response
drinking water kahan hai?,Roman Urdu,Facilities,Arrival,drinking water Arrival area mein Gate 7 ke paas hai.
wheelchair service kahan hai?,Roman Urdu,Facilities,Arrival,wheelchair service Arrival area mein Gate 8 ke paas hai.
parking area kahan hai?,Roman Urdu,Facilities,Arrival,parking area Arrival area mein Gate 9 ke paas hai.
airport map kahan hai?,Roman Urdu,Facilities,Arrival,airport map Arrival area mein Gate 10 ke paas hai.
restroom kahan hai?,Roman Urdu,Facilities,Arrival,restroom Arrival area mein Gate 1 ke paas hai.
lounge kahan hai?,Roman Urdu,Facilities,Arrival,lounge Arrival area mein Gate 2 ke paas hai.
wifi kahan hai?,Roman Urdu,Facilities,Arrival,wifi Arrival area mein Gate 3 ke paas hai.
prayer room kahan hai?,Roman Urdu,Facilities,Arrival,prayer room Arrival area mein Gate 4 ke paas hai.
charging station kahan hai?,Roman Urdu,Facilities,Arrival,charging station Arrival area mein Gate 5 ke paas hai.
information desk kahan hai?,Roman Urdu,Facilities,Arrival,information desk Arrival area mein Gate 6 ke paas hai.
medical help kahan hai?,Roman Urdu,Facilities,Arrival,medical help Arrival area mein Gate 7 ke paas hai.
baby care room kahan hai?,Roman Urdu,Facilities,Arrival,baby care room Arrival area mein Gate 8 ke paas hai.
smoking area kahan hai?,Roman Urdu,Facilities,Arrival,smoking area Arrival area mein Gate 9 ke paas hai.
food court kahan hai?,Roman Urdu,Facilities,Arrival,food court Arrival area mein Gate 10 ke paas hai.
ATM kahan hai?,Roman Urdu,Facilities,Arrival,ATM Arrival area mein Gate 1 ke paas hai.
taxi stand kahan hai?,Roman Urdu,Facilities,Arrival,taxi stand Arrival area mein Gate 2 ke paas hai.
car rental kahan hai?,Roman Urdu,Facilities,Arrival,car rental Arrival area mein Gate 3 ke paas hai.
baggage trolley kahan hai?,Roman Urdu,Facilities,Arrival,baggage trolley Arrival area mein Gate 4 ke paas hai.
lost and found kahan hai?,Roman Urdu,Facilities,Arrival,lost and found Arrival area mein Gate 5 ke paas hai.
currency exchange kahan hai?,Roman Urdu,Facilities,Arrival,currency exchange Arrival area mein Gate 6 ke paas hai.
drinking water kahan hai?,Roman Urdu,Facilities,Arrival,drinking water Arrival area mein Gate 7 ke paas hai.
wheelchair service kahan hai?,Roman Urdu,Facilities,Arrival,wheelchair service Arrival area mein Gate 8 ke paas hai.
parking area kahan hai?,Roman Urdu,Facilities,Arrival,parking area Arrival area mein Gate 9 ke paas hai.
airport map kahan hai?,Roman Urdu,Facilities,Arrival,airport map Arrival area mein Gate 10 ke paas hai.
restroom kahan hai?,Roman Urdu,Facilities,Arrival,restroom Arrival area mein Gate 1 ke paas hai.
lounge kahan hai?,Roman Urdu,Facilities,Arrival,lounge Arrival area mein Gate 2 ke paas hai.
wifi kahan hai?,Roman Urdu,Facilities,Arrival,wifi Arrival area mein Gate 3 ke paas hai.
prayer room kahan hai?,Roman Urdu,Facilities,Arrival,prayer room Arrival area mein Gate 4 ke paas hai.
charging station kahan hai?,Roman Urdu,Facilities,Arrival,charging station Arrival area mein Gate 5 ke paas hai.
information desk kahan hai?,Roman Urdu,Facilities,Arrival,information desk Arrival area mein Gate 6 ke paas hai.
medical help kahan hai?,Roman Urdu,Facilities,Arrival,medical help Arrival area mein Gate 7 ke paas hai.
baby care room kahan hai?,Roman Urdu,Facilities,Arrival,baby care room Arrival area mein Gate 8 ke paas hai.
smoking area kahan hai?,Roman Urdu,Facilities,Arrival,smoking area Arrival area mein Gate 9 ke paas hai.
food court kahan hai?,Roman Urdu,Facilities,Arrival,food court Arrival area mein Gate 10 ke paas hai.
ATM kahan hai?,Roman Urdu,Facilities,Arrival,ATM Arrival area mein Gate 1 ke paas hai.
taxi stand kahan hai?,Roman Urdu,Facilities,Arrival,taxi stand Arrival area mein Gate 2 ke paas hai.
car rental kahan hai?,Roman Urdu,Facilities,Arrival,car rental Arrival area mein Gate 3 ke paas hai.
baggage trolley kahan hai?,Roman Urdu,Facilities,Arrival,baggage trolley Arrival area mein Gate 4 ke paas hai.
lost and found kahan hai?,Roman Urdu,Facilities,Arrival,lost and found Arrival area mein Gate 5 ke paas hai.
currency exchange kahan hai?,Roman Urdu,Facilities,Arrival,currency exchange Arrival area mein Gate 6 ke paas hai.
drinking water kahan hai?,Roman Urdu,Facilities,Arrival,drinking water Arrival area mein Gate 7 ke paas hai.
wheelchair service kahan hai?,Roman Urdu,Facilities,Arrival,wheelchair service Arrival area mein Gate 8 ke paas hai.
parking area kahan hai?,Roman Urdu,Facilities,Arrival,parking area Arrival area mein Gate 9 ke paas hai.
airport map kahan hai?,Roman Urdu,Facilities,Arrival,airport map Arrival area mein Gate 10 ke paas hai.
Kya aap mujhe arrival lounge tak guide kar sakte hain?,Roman Urdu,Facilities,Arrival,Zaroor! Aap arrival lounge ko Arrival terminal mein Gate 9 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Kya aap mujhe currency counter tak guide kar sakte hain?,Roman Urdu,Facilities,Arrival,Zaroor! Aap currency counter ko Arrival terminal mein Gate 4 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Kya aap mujhe medical assistance room tak guide kar sakte hain?,Roman Urdu,Facilities,Arrival,Zaroor! Aap medical assistance room ko Arrival terminal mein Gate 8 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Kya aap mujhe Wi-Fi support area tak guide kar sakte hain?,Roman Urdu,Facilities,Arrival,Zaroor! Aap Wi-Fi support area ko Arrival terminal mein Gate 2 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Main arrival taxi stand kahan dhoondh sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap arrival taxi stand ko Arrival terminal mein Gate 10 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Kya aap mujhe information center tak guide kar sakte hain?,Roman Urdu,Facilities,Arrival,Zaroor! Aap information center ko Arrival terminal mein Gate 4 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
ATM zone tak kaise pohonch sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap ATM zone ko Arrival terminal mein Gate 8 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Kya aap mujhe lost child helpdesk tak guide kar sakte hain?,Roman Urdu,Facilities,Arrival,Zaroor! Aap lost child helpdesk ko Arrival terminal mein Gate 5 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Main arrival rest area kahan dhoondh sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap arrival rest area ko Arrival terminal mein Gate 6 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
car rental office tak kaise pohonch sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap car rental office ko Arrival terminal mein Gate 7 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Main foreign exchange desk kahan dhoondh sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap foreign exchange desk ko Arrival terminal mein Gate 5 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Kya aap mujhe mobile SIM counter tak guide kar sakte hain?,Roman Urdu,Facilities,Arrival,Zaroor! Aap mobile SIM counter ko Arrival terminal mein Gate 1 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Kya aap mujhe arrival waiting zone tak guide kar sakte hain?,Roman Urdu,Facilities,Arrival,Zaroor! Aap arrival waiting zone ko Arrival terminal mein Gate 4 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Kya aap mujhe arrival bus stop tak guide kar sakte hain?,Roman Urdu,Facilities,Arrival,Zaroor! Aap arrival bus stop ko Arrival terminal mein Gate 3 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
metro entrance tak kaise pohonch sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap metro entrance ko Arrival terminal mein Gate 6 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Main arrival coffee lounge kahan dhoondh sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap arrival coffee lounge ko Arrival terminal mein Gate 2 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Main tourist help counter kahan dhoondh sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap tourist help counter ko Arrival terminal mein Gate 6 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
wheelchair service point tak kaise pohonch sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap wheelchair service point ko Arrival terminal mein Gate 5 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Kya aap mujhe arrival prayer room tak guide kar sakte hain?,Roman Urdu,Facilities,Arrival,Zaroor! Aap arrival prayer room ko Arrival terminal mein Gate 5 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Main parking shuttle point kahan dhoondh sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap parking shuttle point ko Arrival terminal mein Gate 10 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
arrival ticket office tak kaise pohonch sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap arrival ticket office ko Arrival terminal mein Gate 4 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Kya aap mujhe cleaning staff office tak guide kar sakte hain?,Roman Urdu,Facilities,Arrival,Zaroor! Aap cleaning staff office ko Arrival terminal mein Gate 1 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Kya aap mujhe drinking water area tak guide kar sakte hain?,Roman Urdu,Facilities,Arrival,Zaroor! Aap drinking water area ko Arrival terminal mein Gate 2 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Main arrival guide map kahan dhoondh sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap arrival guide map ko Arrival terminal mein Gate 9 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
arrival elevator area tak kaise pohonch sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap arrival elevator area ko Arrival terminal mein Gate 5 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Main customer care kiosk kahan dhoondh sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap customer care kiosk ko Arrival terminal mein Gate 2 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Main arrival security helpdesk kahan dhoondh sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap arrival security helpdesk ko Arrival terminal mein Gate 8 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
porter assistance zone tak kaise pohonch sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap porter assistance zone ko Arrival terminal mein Gate 9 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
Kya aap mujhe luggage wrapping area tak guide kar sakte hain?,Roman Urdu,Facilities,Arrival,Zaroor! Aap luggage wrapping area ko Arrival terminal mein Gate 10 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
arrival pharmacy tak kaise pohonch sakta hoon?,Roman Urdu,Facilities,Arrival,Zaroor! Aap arrival pharmacy ko Arrival terminal mein Gate 10 ke paas dhoondh saktay hain. Blue signs follow karein ya staff se madad lein.
