#,مسافر کا سوال,چیٹ بوٹ کا جواب, ارادہ,سیاق و سباق, زبان,,,,,,,,
11,میرا بٹوہ امیگریشن کے قریب گم ہو گیا۔,فوراً سیکیورٹی یا لاسٹ اینڈ فاؤنڈ آفس کو اطلاع دیں، سی سی ٹی وی سے مدد لی جائے گی۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
12,کیا میں ای میل کے ذریعے شکایت درج کر سکتا ہوں؟,جی ہاں، اپنی فلائٹ نمبر اور تفصیلات lostfound@islamabadairport.com پر بھیجیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
13,میرا بیگ دبئی سے نہیں آیا، کیا کروں؟,اپنی ایئرلائن کے کاؤنٹر پر رپورٹ کریں، وہ دبئی گراؤنڈ اسٹاف سے رابطہ کر کے بیگ منگوائیں گے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
14,گمشدہ چیز لینے کے لیے کون سے ڈاکیومنٹس چاہییں؟,شناختی کارڈ یا پاسپورٹ اور چیز کی ملکیت کا ثبوت درکار ہوگا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
15,میرا فون واش روم میں رہ گیا۔,لاسٹ اینڈ فاؤنڈ کاؤنٹر پر جائیں، عملہ وقت اور جگہ نوٹ کر کے چیز تلاش کرے گا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
16,کیا کوئی دوسرا شخص میرا سامان لے سکتا ہے؟,جی ہاں، اجازت نامہ اور شناختی کارڈ کی کاپی کے ساتھ سامان وصول کیا جا سکتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
17,کیا بیگیج ہال میں سی سی ٹی وی لگا ہوا ہے؟,جی ہاں، پورا علاقہ کیمروں سے مانیٹر کیا جاتا ہے تاکہ مسافروں کی چیزیں محفوظ رہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
18,گم شدہ چیزیں کتنے دن تک رکھی جاتی ہیں؟,عام طور پر 90 دن تک رکھی جاتی ہیں، پھر حکام کے حوالے کر دی جاتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
19,میں نے پاسپورٹ پایا ہے، کیا کروں؟,امیگریشن یا لاسٹ اینڈ فاؤنڈ آفس کو فوراً جمع کروا دیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
20,بیگیج ٹیگ گم ہو گیا ہے، کیا بیگ مل سکتا ہے؟,جی ہاں، فلائٹ کی تفصیل اور بیگ کی وضاحت سے تلاش کی جا سکتی ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
21,کیا ڈومیسٹک فلائٹس کے لیے الگ لاسٹ اینڈ فاؤنڈ ہے؟,جی ہاں، بیلٹ 1 کے قریب ایک علیحدہ ڈیسک موجود ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
22,میرا زیور گم ہو گیا ہے، کیا بازیابی ممکن ہے؟,فوراً رپورٹ درج کریں، قیمتی اشیاء الگ محفوظ کی جاتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
23,کیا میں آن لائن چیک کر سکتا ہوں کہ چیز ملی یا نہیں؟,فی الحال آن لائن سسٹم دستیاب نہیں، براہ کرم فون یا بالمشافہ رابطہ کریں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
24,اگر کوئی چیز کلیم نہ کرے تو کیا ہوتا ہے؟,90 دن بعد اشیاء انتظامیہ کے حوالے کر دی جاتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
25,میرا بچے کا اسٹالر نہیں آیا۔,بیگیج کلیم پر اطلاع دیں، بعض اوقات اسٹالر اگلی فلائٹ سے آتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
26,لاسٹ اینڈ فاؤنڈ کا انتظام کون کرتا ہے؟,ایئرپورٹ فسیلیٹیشن ڈیپارٹمنٹ اس کے تمام معاملات دیکھتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
27,کیا مجھے گم شدہ سامان کا معاوضہ مل سکتا ہے؟,معاوضہ ایئرلائن کی پالیسی کے مطابق دیا جاتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
28,اگر میرا بیگ مل گیا تو شناخت کیسے ہوگی؟,آپ سے رنگ، سائز، اور برانڈ کی تفصیل پوچھی جائے گی۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
29,کیا سامان لینے کے لیے کوئی فیس ہے؟,نہیں، لاسٹ اینڈ فاؤنڈ سروس بالکل مفت ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
30,میں نے ٹیکسی ایریا میں بیگ چھوڑ دیا۔,فوراً ایئرپورٹ پولیس یا لاسٹ اینڈ فاؤنڈ آفس کو اطلاع دیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
31,میرا سمارٹ واچ گم ہو گیا ہے۔,اگر ملا تو اسٹاف سیریل نمبر سے شناخت کر کے آپ سے رابطہ کرے گا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
32,میں نے بیگیج بیلٹ کے قریب فون پایا ہے۔,اسے لاسٹ اینڈ فاؤنڈ میں جمع کروا دیں تاکہ مالک کو لوٹایا جا سکے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
33,میرا بیگ تاخیر سے آیا، کیا گھر پہنچایا جائے گا؟,بعض ایئرلائنز اسلام آباد اور راولپنڈی کے اندر ڈیلیوری فراہم کرتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
34,میں نے لیپ ٹاپ جہاز میں چھوڑ دیا۔,اپنی ایئرلائن سے فوراً رابطہ کریں، عملہ جہاز سے برآمد کرے گا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
35,لاسٹ اینڈ فاؤنڈ اندر ہے یا باہر؟,یہ ارائیول ہال کے اندر کسٹمز ایگزٹ کے قریب واقع ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
36,کیا میں اپنی رپورٹ کی اپڈیٹ فون پر لے سکتا ہوں؟,جی ہاں، اپنے کیس نمبر کے ساتھ ہیلپ لائن پر کال کریں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
37,میرا سونا کل گم ہوا، کیا مل سکتا ہے؟,اگر ملا تو محفوظ لاکر میں رکھا گیا ہوگا، شناختی کارڈ کے ساتھ جائیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
38,میرا بیگ ٹوٹا ہوا ملا ہے۔,ایئرلائن کے بیگیج کاؤنٹر پر نقصان کی رپورٹ درج کروائیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
39,کسی اور کا سامان اجازت نامے سے لے سکتا ہوں؟,جی ہاں، تحریری اجازت نامہ اور شناختی کاپیاں درکار ہوں گی۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
40,اگر میرا بیگ کسی اور جیسا لگتا ہے تو کیا کروں؟,ٹیگ نمبر چیک کریں یا اسٹاف سے تصدیق کروائیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
41,میں نے بیلٹ پر جیکٹ بھول دی۔,لاسٹ اینڈ فاؤنڈ پر جائیں، ایسی چیزیں جلد لاگ ہو جاتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
42,کیا روزانہ چیزیں چیک کی جاتی ہیں؟,جی ہاں، ہر 12 گھنٹے بعد لاگ اپڈیٹ ہوتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
43,میں نے فائل ویٹنگ ایریا میں بھولی۔,لاسٹ اینڈ فاؤنڈ آفس جائیں، دستاویزات الگ لاک سیکشن میں رکھی جاتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
44,کیا واٹس ایپ پر رابطہ ممکن ہے؟,فی الحال صرف فون یا ای میل سے رابطہ کیا جا سکتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
45,میں کل اپنا بیگ لینے بھیج سکتا ہوں؟,جی ہاں، اجازت نامہ اور شناختی کاپی کے ساتھ۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
46,میں نے کتاب ٹرالی پر چھوڑ دی۔,لاسٹ اینڈ فاؤنڈ میں چیک کریں، صفائی عملہ روز اشیاء جمع کرتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
47,کیا میں اپنی رپورٹ آن لائن ٹریک کر سکتا ہوں؟,فی الحال دستی نظام ہے، فون پر کیس نمبر بتا کر اپڈیٹ لیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
48,سامان گم ہونے پر کب رپورٹ کروں؟,فوراً، جتنی جلد رپورٹ ہو اتنا جلدی ملنے کا امکان بڑھتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
49,اگر کسی نے میرا بیگ غلطی سے اٹھا لیا ہو؟,سی سی ٹی وی سے چیک کیا جائے گا اور ایئرلائن کے ذریعے مسافر سے رابطہ کیا جائے گا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
50,میرا شناختی کارڈ ایئرپورٹ پر گم ہو گیا۔,لاسٹ اینڈ فاؤنڈ اور پولیس ہیلپ ڈیسک دونوں کو اطلاع دیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
51,میرا بیگ پھٹا ہوا ہے اور کچھ چیزیں غائب ہیں۔,فوراً اپنی ایئرلائن کے کلیم کاؤنٹر پر اطلاع دیں۔ وہ نقصان اور گمشدہ اشیاء کی رپورٹ درج کر کے کارروائی کریں گے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
52,میرا شناختی کارڈ نکلتے وقت گم ہو گیا۔,لاسٹ اینڈ فاؤنڈ آفس پر رپورٹ درج کریں۔ اگر ملا تو عملہ آپ کو اطلاع دے گا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
53,کیسے پتا چلے کہ میرا بیگ کسی اور فلائٹ پر چلا گیا؟,ایئرلائن آپ کا بیگ بیگیج ٹیگ نمبر سے ٹریس کر سکتی ہے۔ اطلاع ملنے پر آپ سے رابطہ کیا جائے گا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
54,میرے بیگ کی چابی گم ہو گئی، کیا عملہ مدد کرے گا؟,حفاظتی وجوہات کی بنا پر عملہ لاک نہیں توڑتا، مگر ایئرلائن اسٹاف تصدیق کے بعد مدد کر سکتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
55,میرا بیگ گیلا آیا ہے، کیا شکایت درج ہو سکتی ہے؟,جی ہاں، اپنی ایئرلائن کے کاؤنٹر پر جا کر رپورٹ درج کروائیں تاکہ نقصان نوٹ کیا جا سکے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
56,کیا میں انشورنس کلیم کر سکتا ہوں؟,جی ہاں، اگر آپ نے ٹریول انشورنس لی ہے تو لاسٹ اینڈ فاؤنڈ رپورٹ کے ساتھ کلیم فائل کریں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
57,میرا بیگیج ٹیگ گم ہے، اب بیگ کیسے پہچانوں؟,بیگ کا رنگ، سائز، اور کوئی خاص نشانی بتائیں، عملہ شناخت میں مدد کرے گا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
58,میرا بیگ آیا مگر ٹیگ نہیں لگا۔,لاسٹ اینڈ فاؤنڈ آفس کو اطلاع دیں، وہ ٹیگ لیس بیگز کی فہرست چیک کریں گے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
59,کیا میں ایئرپورٹ سے نکلنے کے بعد بھی شکایت کر سکتا ہوں؟,جی ہاں، 24 گھنٹوں کے اندر فون یا ای میل کے ذریعے رپورٹ درج کی جا سکتی ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
60,کیسے پتا چلے کہ کسی نے میری چیز جمع کروا دی ہے؟,عملہ روزانہ لاگ اپڈیٹ کرتا ہے اور رپورٹ شدہ اشیاء سے میچنگ کر کے مسافروں سے رابطہ کرتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
61,میرا بیگ غلط فلائٹ پر چلا گیا ہے۔,ایئرلائن اسے اگلی فلائٹ سے اسلام آباد منگوائے گی۔ اطلاع ملنے پر کال کی جائے گی۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
62,کیا مجھے شکایت کی رسید ملے گی؟,جی ہاں، ایک تحریری یا پرنٹ شدہ رسید دی جاتی ہے جس میں کیس نمبر درج ہوتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
63,میرا بیگ ایک دن بعد آیا، کیا مجھے اطلاع ملے گی؟,جی ہاں، بیگ پہنچنے پر فون یا ایس ایم ایس کے ذریعے اطلاع دی جاتی ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
64,میں نے بچوں کا بیگ ویٹنگ ایریا میں چھوڑ دیا۔,فوراً لاسٹ اینڈ فاؤنڈ سے رجوع کریں، بچوں کی اشیاء علیحدہ محفوظ کی جاتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
65,میرا بیگ ہینڈل ٹوٹا ہوا ہے۔,ایئرلائن کے کاؤنٹر پر رپورٹ درج کروائیں، وہ مرمت یا معاوضہ فراہم کریں گے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
66,کیا میں سی سی ٹی وی ویڈیو دیکھ سکتا ہوں؟,نہیں، صرف مجاز حکام تحریری درخواست پر ویڈیو دیکھ سکتے ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
67,میں نے کسی کا پاسپورٹ پایا ہے۔,امیگریشن یا لاسٹ اینڈ فاؤنڈ کو جمع کروا دیں، یہ محفوظ طریقے سے واپس کیا جائے گا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
68,میرے چشمے گم ہو گئے ہیں۔,لاسٹ اینڈ فاؤنڈ میں چھوٹی اشیاء جیسے چشمے روزانہ درج کی جاتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
69,اگر میرا بیگ کسی اور شہر چلا گیا ہو؟,ایئرلائن اور لاسٹ اینڈ فاؤنڈ اسے ٹریس کر کے اسلام آباد منگوائیں گے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
70,چیز کی ملکیت کیسے ثابت کروں؟,تفصیل، رنگ، فوٹو (اگر ہو) اور شناختی کارڈ دکھا کر ثابت کیا جا سکتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
71,میرا بیگ ملا مگر زپ ٹوٹی ہوئی ہے۔,ایئرلائن نقصان کا ازالہ اپنی پالیسی کے مطابق کرے گی۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
72,میں اپنی رپورٹ کی فالو اپ کیسے کروں؟,کیس نمبر کے ساتھ ہیلپ لائن پر کال کر کے اپڈیٹ لیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
73,کیا میں ایک سے زیادہ چیزوں کی رپورٹ ایک ساتھ کر سکتا ہوں؟,جی ہاں، تمام اشیاء ایک ہی فارم میں درج کی جا سکتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
74,میرا بیگ ملا مگر خراب ہے۔,“ڈیمیج اینڈ ڈیلے” رپورٹ درج کریں تاکہ ایئرلائن کارروائی کرے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
75,میں نے شاپنگ بیگ ویٹنگ ایریا میں چھوڑ دیا۔,ایسی اشیاء صفائی عملہ جمع کر کے روزانہ لاسٹ اینڈ فاؤنڈ بھیج دیتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
76,چیزیں کتنے دن تک محفوظ رہتی ہیں؟,90 دن تک محفوظ رکھی جاتی ہیں، پھر حکام کے سپرد کر دی جاتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
77,میرے ہیڈ فون گم ہو گئے ہیں۔,فوراً رپورٹ کریں، سیکیورٹی عملہ تلاش میں مدد کرے گا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
78,میں نے ٹرالی میں گاڑی کی چابی چھوڑ دی۔,لاسٹ اینڈ فاؤنڈ جائیں، عملہ ایسی اشیاء باقاعدگی سے وصول کرتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
79,کیا میں چند دن بعد چیز لینے آ سکتا ہوں؟,جی ہاں، شناختی کارڈ اور رپورٹ نمبر کے ساتھ لے سکتے ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
80,میرا بورڈنگ پاس لینڈنگ کے بعد گم ہو گیا۔,ایئرلائن کاؤنٹر سے دوبارہ تصدیق کروائیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
81,میرا بیگ بیلٹ 4 پر نہیں ملا۔,جب تک بیلٹ بند نہ ہو جائے انتظار کریں، پھر ایئرلائن یا لاسٹ اینڈ فاؤنڈ کو اطلاع دیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
82,میرا بیگ دو دن پہلے گم ہوا تھا۔,اگر ملا تو اب بھی اسٹوریج میں ہوگا، شناختی کارڈ دکھا کر حاصل کریں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
83,میں نے ڈیوٹی فری شاپ سے خریدا سامان گم کر دیا۔,ڈیوٹی فری مینجمنٹ سے رابطہ کریں، لاسٹ اینڈ فاؤنڈ تعاون کرے گا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
84,کیا میں واٹس ایپ پر رپورٹ درج کر سکتا ہوں؟,نہیں، صرف فون یا ای میل کے ذریعے رابطہ کیا جا سکتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
85,میں نے زیورات کا ڈبہ پایا۔,اسے فوراً لاسٹ اینڈ فاؤنڈ میں جمع کروائیں، قیمتی اشیاء لاک میں رکھی جاتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
86,میرا بیگ کا پہیہ ٹوٹ گیا۔,ایئرلائن کاؤنٹر پر شکایت درج کروائیں تاکہ معاوضہ دیا جا سکے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
87,کیا مجھے رپورٹ درج کرنے کی رسید ملے گی؟,جی ہاں، پرنٹ شدہ رسید میں کیس نمبر درج ہوتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
88,میں نے کھلونے بیلٹ 1 پر چھوڑ دیے۔,بچوں کی اشیاء علیحدہ زمرے میں محفوظ کی جاتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
89,میں اپنی ایئرلائن سے کیسے رابطہ کروں؟,لاسٹ اینڈ فاؤنڈ کے پاس تمام ایئرلائنز کے رابطہ نمبرز موجود ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
90,میرا بیگ کا کور گم ہو گیا ہے۔,چھوٹی اشیاء کی فہرست لاسٹ اینڈ فاؤنڈ میں دیکھی جا سکتی ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
91,میری چیز کسی اور نے کلیم کر لی۔,ملکیت کا ثبوت دکھانے کے بعد معاملہ حل کیا جائے گا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
92,کیا الیکٹرانکس کے لیے الگ سیکشن ہے؟,جی ہاں، موبائل، لیپ ٹاپ اور ٹیبلیٹس الگ محفوظ کیے جاتے ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
93,کیا میرا ڈرائیور بیگ وصول کر سکتا ہے؟,جی ہاں، اجازت نامہ اور دونوں کے شناختی کارڈ کے ساتھ۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
94,میرا کریڈٹ کارڈ گم ہو گیا۔,فوراً بلاک کریں اور لاسٹ اینڈ فاؤنڈ میں اطلاع دیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
95,میرا بیگ چھیڑا ہوا لگتا ہے۔,عوامی جگہ نہ کھولیں، ایئرلائن کاؤنٹر پر شکایت درج کریں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
96,کیا ٹرالی گم ہونے پر جرمانہ ہوتا ہے؟,ٹوکن گم ہونے پر نیا ٹوکن 100 روپے میں جاری ہوتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
97,میرا بیگ کسی اور کے ٹیگ کے ساتھ آیا۔,فوراً لاسٹ اینڈ فاؤنڈ میں درستگی کے لیے اطلاع دیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
98,کیا میں وقت کے بعد بھی چیز حاصل کر سکتا ہوں؟,جی ہاں، دفتر 24 گھنٹے کھلا رہتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
99,کیا رپورٹ کرنے میں زیادہ وقت لگتا ہے؟,عام طور پر صرف 5–10 منٹ لگتے ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
100,میں نے چارجنگ کیبل ویٹنگ ایریا میں بھولی۔,لاسٹ اینڈ فاؤنڈ میں چیک کریں، ایسی اشیاء روز درج کی جاتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
101,میں نے دعا گاہ میں ہینڈ بیگ چھوڑ دیا۔,براہ کرم بیلٹ 3 کے قریب لاسٹ اینڈ فاؤنڈ کاؤنٹر پر جائیں، صفائی عملہ ایسی اشیاء روزانہ جمع کرواتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
102,کیا میں رات دیر سے بیگ لے سکتا ہوں؟,جی ہاں، لاسٹ اینڈ فاؤنڈ آفس 24 گھنٹے کھلا رہتا ہے، آپ کسی بھی وقت شناختی کارڈ کے ساتھ آ سکتے ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
103,میرا واچ چارجر جہاز میں رہ گیا۔,اپنی ایئرلائن کے کاؤنٹر پر اطلاع دیں، عملہ جہاز کی صفائی کے دوران چیز واپس دلائے گا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
104,اگر میرا بیگ کسی اور سے بدل گیا ہو تو؟,فوراً لاسٹ اینڈ فاؤنڈ آفس جائیں، عملہ ایئرلائن کے ذریعے دوسرے مسافر سے رابطہ کرے گا۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
105,میں نے قیمتی چیز گم کر دی ہے، کیا محفوظ رکھی جاتی ہے؟,جی ہاں، قیمتی اشیاء جیسے زیورات یا موبائل الگ لاک سیکشن میں سی سی ٹی وی نگرانی کے تحت رکھی جاتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
106,میں نے امیگریشن کے قریب تکیہ چھوڑ دیا۔,لاسٹ اینڈ فاؤنڈ آفس جائیں، ایسی اشیاء صفائی عملہ ہر شفٹ کے بعد جمع کراتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
107,کیا میں اپنی شکایت کی کاپی لے سکتا ہوں؟,جی ہاں، آپ کو پرنٹ شدہ یا ای میل شدہ کاپی دی جا سکتی ہے جس میں کیس نمبر درج ہوتا ہے۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
108,میں نے بورڈنگ پاس زمین پر پایا۔,اسے لاسٹ اینڈ فاؤنڈ میں جمع کروائیں، یہ دستاویزات 30 دن تک محفوظ رکھی جاتی ہیں۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
109,میرا بیگ زپ کھلا ہوا اور چیزیں غائب ہیں۔,فوراً ایئرلائن کے کاؤنٹر پر شکایت درج کریں تاکہ تحقیقات اور معاوضہ ممکن ہو۔,گمشدہ اشیاء کی معلومات,آمد,اُردو,,,,,,,,
