Query,Language,Intent,Terminal,Response
Where is the pharmacy?,English,Facilities,Arrival,"The pharmacy is located in the Arrival terminal near Gate 1. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the immigration counter?,English,Facilities,Arrival,"The immigration counter is located in the Arrival terminal near Gate 2. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the airline helpdesk?,English,Facilities,Arrival,"The airline helpdesk is located in the Arrival terminal near Gate 3. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the cafeteria?,English,Facilities,Arrival,"The cafeteria is located in the Arrival terminal near Gate 4. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the security office?,English,Facilities,Arrival,"The security office is located in the Arrival terminal near Gate 5. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the tourist information?,English,Facilities,Arrival,"The tourist information is located in the Arrival terminal near Gate 6. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the public transport area?,English,Facilities,Arrival,"The public transport area is located in the Arrival terminal near Gate 7. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the hotel booking desk?,English,Facilities,Arrival,"The hotel booking desk is located in the Arrival terminal near Gate 8. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the arrival waiting area?,English,Facilities,Arrival,"The arrival waiting area is located in the Arrival terminal near Gate 9. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the metro station?,English,Facilities,Arrival,"The metro station is located in the Arrival terminal near Gate 10. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the rest zone?,English,Facilities,Arrival,"The rest zone is located in the Arrival terminal near Gate 1. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the wifi helpdesk?,English,Facilities,Arrival,"The wifi helpdesk is located in the Arrival terminal near Gate 2. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the customer service?,English,Facilities,Arrival,"The customer service is located in the Arrival terminal near Gate 3. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the bank counter?,English,Facilities,Arrival,"The bank counter is located in the Arrival terminal near Gate 4. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the VIP lounge?,English,Facilities,Arrival,"The VIP lounge is located in the Arrival terminal near Gate 5. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the emergency exit?,English,Facilities,Arrival,"The emergency exit is located in the Arrival terminal near Gate 6. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the cloakroom?,English,Facilities,Arrival,"The cloakroom is located in the Arrival terminal near Gate 7. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the cleaning service?,English,Facilities,Arrival,"The cleaning service is located in the Arrival terminal near Gate 8. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the maintenance desk?,English,Facilities,Arrival,"The maintenance desk is located in the Arrival terminal near Gate 9. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the elevator?,English,Facilities,Arrival,"The elevator is located in the Arrival terminal near Gate 10. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the escalator?,English,Facilities,Arrival,"The escalator is located in the Arrival terminal near Gate 1. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the shuttle bus stop?,English,Facilities,Arrival,"The shuttle bus stop is located in the Arrival terminal near Gate 2. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the lost passport desk?,English,Facilities,Arrival,"The lost passport desk is located in the Arrival terminal near Gate 3. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the drinking fountain?,English,Facilities,Arrival,"The drinking fountain is located in the Arrival terminal near Gate 4. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the restaurant?,English,Facilities,Arrival,"The restaurant is located in the Arrival terminal near Gate 5. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the coffee shop?,English,Facilities,Arrival,"The coffee shop is located in the Arrival terminal near Gate 6. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the gift shop?,English,Facilities,Arrival,"The gift shop is located in the Arrival terminal near Gate 7. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the arrival hall?,English,Facilities,Arrival,"The arrival hall is located in the Arrival terminal near Gate 8. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the arrival exit?,English,Facilities,Arrival,"The arrival exit is located in the Arrival terminal near Gate 9. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
Where is the toilets?,English,Facilities,Arrival,"The toilets is located in the Arrival terminal near Gate 10. You can follow the signs for 'Arrival Facilities' to reach it easily. If you're unable to locate it, please ask an airport staff member for directions."
