Query,Language,Intent,Terminal,Response
Could you please guide me to the parking shuttle point?,English,Facilities,Arrival,"Sure! You can find the parking shuttle point near Gate 6 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival ticket office?,English,Facilities,Arrival,"Sure! You can find the arrival ticket office near Gate 9 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the cleaning staff office?,English,Facilities,Arrival,"Sure! You can find the cleaning staff office near Gate 5 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the drinking water area?,English,Facilities,Arrival,"Sure! You can find the drinking water area near Gate 7 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival guide map?,English,Facilities,Arrival,"Sure! You can find the arrival guide map near Gate 4 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival elevator area?,English,Facilities,Arrival,"Sure! You can find the arrival elevator area near Gate 1 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the customer care kiosk?,English,Facilities,Arrival,"Sure! You can find the customer care kiosk near Gate 5 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival security helpdesk?,English,Facilities,Arrival,"Sure! You can find the arrival security helpdesk near Gate 5 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the porter assistance zone?,English,Facilities,Arrival,"Sure! You can find the porter assistance zone near Gate 6 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the luggage wrapping area?,English,Facilities,Arrival,"Sure! You can find the luggage wrapping area near Gate 7 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival pharmacy?,English,Facilities,Arrival,"Sure! You can find the arrival pharmacy near Gate 10 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival vending zone?,English,Facilities,Arrival,"Sure! You can find the arrival vending zone near Gate 4 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival refreshment area?,English,Facilities,Arrival,"Sure! You can find the arrival refreshment area near Gate 8 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the snack stall?,English,Facilities,Arrival,"Sure! You can find the snack stall near Gate 9 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival parking inquiry?,English,Facilities,Arrival,"Sure! You can find the arrival parking inquiry near Gate 7 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival Wi-Fi helpdesk?,English,Facilities,Arrival,"Sure! You can find the arrival Wi-Fi helpdesk near Gate 7 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival complaint desk?,English,Facilities,Arrival,"Sure! You can find the arrival complaint desk near Gate 3 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the VIP guest lounge?,English,Facilities,Arrival,"Sure! You can find the VIP guest lounge near Gate 5 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the business lounge?,English,Facilities,Arrival,"Sure! You can find the business lounge near Gate 2 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival taxi booking?,English,Facilities,Arrival,"Sure! You can find the arrival taxi booking near Gate 9 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival metro connection?,English,Facilities,Arrival,"Sure! You can find the arrival metro connection near Gate 2 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival food corner?,English,Facilities,Arrival,"Sure! You can find the arrival food corner near Gate 6 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival child care room?,English,Facilities,Arrival,"Sure! You can find the arrival child care room near Gate 10 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival gift shop?,English,Facilities,Arrival,"Sure! You can find the arrival gift shop near Gate 4 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival duty-free zone?,English,Facilities,Arrival,"Sure! You can find the arrival duty-free zone near Gate 5 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival help center?,English,Facilities,Arrival,"Sure! You can find the arrival help center near Gate 3 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival airport police?,English,Facilities,Arrival,"Sure! You can find the arrival airport police near Gate 7 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival tea shop?,English,Facilities,Arrival,"Sure! You can find the arrival tea shop near Gate 5 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival newsstand?,English,Facilities,Arrival,"Sure! You can find the arrival newsstand near Gate 3 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival travel agency?,English,Facilities,Arrival,"Sure! You can find the arrival travel agency near Gate 10 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival waiting seats?,English,Facilities,Arrival,"Sure! You can find the arrival waiting seats near Gate 8 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival car hire counter?,English,Facilities,Arrival,"Sure! You can find the arrival car hire counter near Gate 9 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival ATM service?,English,Facilities,Arrival,"Sure! You can find the arrival ATM service near Gate 6 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival bus counter?,English,Facilities,Arrival,"Sure! You can find the arrival bus counter near Gate 1 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival Wi-Fi lounge?,English,Facilities,Arrival,"Sure! You can find the arrival Wi-Fi lounge near Gate 5 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival map booth?,English,Facilities,Arrival,"Sure! You can find the arrival map booth near Gate 1 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival passenger info desk?,English,Facilities,Arrival,"Sure! You can find the arrival passenger info desk near Gate 9 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival restrooms?,English,Facilities,Arrival,"Sure! You can find the arrival restrooms near Gate 7 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival prayer area?,English,Facilities,Arrival,"Sure! You can find the arrival prayer area near Gate 5 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival cafe?,English,Facilities,Arrival,"Sure! You can find the arrival cafe near Gate 1 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival SIM shop?,English,Facilities,Arrival,"Sure! You can find the arrival SIM shop near Gate 5 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival parking area?,English,Facilities,Arrival,"Sure! You can find the arrival parking area near Gate 5 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival hotel service?,English,Facilities,Arrival,"Sure! You can find the arrival hotel service near Gate 10 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival assistance office?,English,Facilities,Arrival,"Sure! You can find the arrival assistance office near Gate 5 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival lost property help?,English,Facilities,Arrival,"Sure! You can find the arrival lost property help near Gate 10 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival medical corner?,English,Facilities,Arrival,"Sure! You can find the arrival medical corner near Gate 2 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival refreshment shop?,English,Facilities,Arrival,"Sure! You can find the arrival refreshment shop near Gate 1 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival gift counter?,English,Facilities,Arrival,"Sure! You can find the arrival gift counter near Gate 4 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival coffee corner?,English,Facilities,Arrival,"Sure! You can find the arrival coffee corner near Gate 4 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival family waiting room?,English,Facilities,Arrival,"Sure! You can find the arrival family waiting room near Gate 4 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival sanitation counter?,English,Facilities,Arrival,"Sure! You can find the arrival sanitation counter near Gate 5 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival porter station?,English,Facilities,Arrival,"Sure! You can find the arrival porter station near Gate 6 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival help booth?,English,Facilities,Arrival,"Sure! You can find the arrival help booth near Gate 9 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival police post?,English,Facilities,Arrival,"Sure! You can find the arrival police post near Gate 7 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival metro gate?,English,Facilities,Arrival,"Sure! You can find the arrival metro gate near Gate 9 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival transport zone?,English,Facilities,Arrival,"Sure! You can find the arrival transport zone near Gate 3 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival public phone?,English,Facilities,Arrival,"Sure! You can find the arrival public phone near Gate 4 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival foreign desk?,English,Facilities,Arrival,"Sure! You can find the arrival foreign desk near Gate 8 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival lost counter?,English,Facilities,Arrival,"Sure! You can find the arrival lost counter near Gate 4 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival facility desk?,English,Facilities,Arrival,"Sure! You can find the arrival facility desk near Gate 9 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival ticket kiosk?,English,Facilities,Arrival,"Sure! You can find the arrival ticket kiosk near Gate 9 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival transport info?,English,Facilities,Arrival,"Sure! You can find the arrival transport info near Gate 4 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival rest booth?,English,Facilities,Arrival,"Sure! You can find the arrival rest booth near Gate 2 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival service desk?,English,Facilities,Arrival,"Sure! You can find the arrival service desk near Gate 10 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival visitor lounge?,English,Facilities,Arrival,"Sure! You can find the arrival visitor lounge near Gate 4 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival feedback kiosk?,English,Facilities,Arrival,"Sure! You can find the arrival feedback kiosk near Gate 8 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival cab booking?,English,Facilities,Arrival,"Sure! You can find the arrival cab booking near Gate 4 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival clean zone?,English,Facilities,Arrival,"Sure! You can find the arrival clean zone near Gate 4 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival travel desk?,English,Facilities,Arrival,"Sure! You can find the arrival travel desk near Gate 8 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival special help?,English,Facilities,Arrival,"Sure! You can find the arrival special help near Gate 10 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival lost zone?,English,Facilities,Arrival,"Sure! You can find the arrival lost zone near Gate 7 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival care counter?,English,Facilities,Arrival,"Sure! You can find the arrival care counter near Gate 6 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival baggage carts?,English,Facilities,Arrival,"Sure! You can find the arrival baggage carts near Gate 5 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival room?,English,Facilities,Arrival,"Sure! You can find the arrival room near Gate 9 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival metro terminal?,English,Facilities,Arrival,"Sure! You can find the arrival metro terminal near Gate 6 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival dining area?,English,Facilities,Arrival,"Sure! You can find the arrival dining area near Gate 10 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Where can I find the arrival bank counter?,English,Facilities,Arrival,"Sure! You can find the arrival bank counter near Gate 1 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival information board?,English,Facilities,Arrival,"Sure! You can find the arrival information board near Gate 9 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival refreshment counter?,English,Facilities,Arrival,"Sure! You can find the arrival refreshment counter near Gate 8 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival inquiry booth?,English,Facilities,Arrival,"Sure! You can find the arrival inquiry booth near Gate 9 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
Could you please guide me to the arrival service center?,English,Facilities,Arrival,"Sure! You can find the arrival service center near Gate 7 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
How can I get to the arrival waiting hall?,English,Facilities,Arrival,"Sure! You can find the arrival waiting hall near Gate 9 in the arrival terminal. Just follow the blue guidance signs, or ask an airport staff member if you need help."
