id,user_query,intent,airport,flight_number,origin_city,arrival_time,flight_status,response
64,Flight TK748 Abu Dhabi se ISB kab pohanche gi?,flight_information,ISB,TK748,Abu Dhabi,21:15,Delayed,Flight TK748 Abu Dhabi se 21:15 par ISB pohanchne wali hai aur status Delayed hai.
65,Kya flight EY307 Lahore se delay hai?,flight_information,ISB,EY307,Lahore,17:15,Delayed,Flight EY307 Lahore se 17:15 par ISB pohanchne wali hai aur status Delayed hai.
66,Flight EY384 kis waqt Islamabad land kare gi?,flight_information,ISB,EY384,Lahore,21:46,On-Time,Flight EY384 Lahore se 21:46 par ISB pohanchne wali hai aur status On-Time hai.
67,Flight PK820 Islamabad kis time aayegi?,flight_information,ISB,PK820,Abu Dhabi,04:04,On-Time,Flight PK820 Abu Dhabi se 04:04 par ISB pohanchne wali hai aur status On-Time hai.
68,Flight TK607 kis waqt Islamabad land kare gi?,flight_information,ISB,TK607,Lahore,23:37,On-Time,Flight TK607 Lahore se 23:37 par ISB pohanchne wali hai aur status On-Time hai.
69,Flight SV673 Islamabad kis time aayegi?,flight_information,ISB,SV673,Doha,06:57,Landed,Flight SV673 Doha se 06:57 par ISB pohanchne wali hai aur status Landed hai.
70,Flight QR721 London se ISB kab pohanche gi?,flight_information,ISB,QR721,London,14:25,Landed,Flight QR721 London se 14:25 par ISB pohanchne wali hai aur status Landed hai.
71,Kya flight SV948 Doha se delay hai?,flight_information,ISB,SV948,Doha,03:54,On-Time,Flight SV948 Doha se 03:54 par ISB pohanchne wali hai aur status On-Time hai.
72,Kya flight QR623 Sharjah se delay hai?,flight_information,ISB,QR623,Sharjah,23:38,Landed,Flight QR623 Sharjah se 23:38 par ISB pohanchne wali hai aur status Landed hai.
73,Flight SV792 ka arrival time kya hai?,flight_information,ISB,SV792,Dubai,19:31,On-Time,Flight SV792 Dubai se 19:31 par ISB pohanchne wali hai aur status On-Time hai.
74,Flight QR499 kis waqt Islamabad land kare gi?,flight_information,ISB,QR499,Lahore,02:36,Delayed,Flight QR499 Lahore se 02:36 par ISB pohanchne wali hai aur status Delayed hai.
75,Kya flight SV382 Abu Dhabi se delay hai?,flight_information,ISB,SV382,Abu Dhabi,07:56,Delayed,Flight SV382 Abu Dhabi se 07:56 par ISB pohanchne wali hai aur status Delayed hai.
76,Flight TK768 Islamabad kis time aayegi?,flight_information,ISB,TK768,Doha,05:01,Landed,Flight TK768 Doha se 05:01 par ISB pohanchne wali hai aur status Landed hai.
77,Flight PK289 Doha se ISB kab pohanche gi?,flight_information,ISB,PK289,Doha,19:40,On-Time,Flight PK289 Doha se 19:40 par ISB pohanchne wali hai aur status On-Time hai.
78,Flight SV389 ki arrival status bata dein?,flight_information,ISB,SV389,Lahore,20:24,Delayed,Flight SV389 Lahore se 20:24 par ISB pohanchne wali hai aur status Delayed hai.
79,Flight BA671 Karachi se ISB kab pohanche gi?,flight_information,ISB,BA671,Karachi,20:27,Delayed,Flight BA671 Karachi se 20:27 par ISB pohanchne wali hai aur status Delayed hai.
80,Flight SV472 ka arrival time kya hai?,flight_information,ISB,SV472,Sharjah,00:20,Delayed,Flight SV472 Sharjah se 00:20 par ISB pohanchne wali hai aur status Delayed hai.
81,Flight QR491 kis waqt Islamabad land kare gi?,flight_information,ISB,QR491,Jeddah,06:17,On-Time,Flight QR491 Jeddah se 06:17 par ISB pohanchne wali hai aur status On-Time hai.
82,Flight QR342 ki arrival status bata dein?,flight_information,ISB,QR342,London,08:22,Delayed,Flight QR342 London se 08:22 par ISB pohanchne wali hai aur status Delayed hai.
83,Flight EK668 Islamabad kis time aayegi?,flight_information,ISB,EK668,Dubai,02:10,On-Time,Flight EK668 Dubai se 02:10 par ISB pohanchne wali hai aur status On-Time hai.
84,Kya flight EK222 Dubai se delay hai?,flight_information,ISB,EK222,Dubai,03:24,On-Time,Flight EK222 Dubai se 03:24 par ISB pohanchne wali hai aur status On-Time hai.
85,Flight PK231 Karachi se ISB kab pohanche gi?,flight_information,ISB,PK231,Karachi,05:20,On-Time,Flight PK231 Karachi se 05:20 par ISB pohanchne wali hai aur status On-Time hai.
86,Kya flight QR816 London se delay hai?,flight_information,ISB,QR816,London,18:05,On-Time,Flight QR816 London se 18:05 par ISB pohanchne wali hai aur status On-Time hai.
87,Flight SV680 kis waqt Islamabad land kare gi?,flight_information,ISB,SV680,Abu Dhabi,17:28,On-Time,Flight SV680 Abu Dhabi se 17:28 par ISB pohanchne wali hai aur status On-Time hai.
88,Kya flight SV209 Karachi se delay hai?,flight_information,ISB,SV209,Karachi,03:11,Delayed,Flight SV209 Karachi se 03:11 par ISB pohanchne wali hai aur status Delayed hai.
89,Flight QR570 ka arrival time kya hai?,flight_information,ISB,QR570,Karachi,09:54,Delayed,Flight QR570 Karachi se 09:54 par ISB pohanchne wali hai aur status Delayed hai.
90,Flight EY373 ki arrival status bata dein?,flight_information,ISB,EY373,Doha,13:10,On-Time,Flight EY373 Doha se 13:10 par ISB pohanchne wali hai aur status On-Time hai.
91,Flight TK624 Doha se ISB kab pohanche gi?,flight_information,ISB,TK624,Doha,12:50,Landed,Flight TK624 Doha se 12:50 par ISB pohanchne wali hai aur status Landed hai.
92,Flight SV626 Islamabad kis time aayegi?,flight_information,ISB,SV626,Istanbul,20:53,Landed,Flight SV626 Istanbul se 20:53 par ISB pohanchne wali hai aur status Landed hai.
93,Flight EY352 Islamabad kis time aayegi?,flight_information,ISB,EY352,Sharjah,20:11,Landed,Flight EY352 Sharjah se 20:11 par ISB pohanchne wali hai aur status Landed hai.
94,Kya flight EK430 Lahore se delay hai?,flight_information,ISB,EK430,Lahore,20:54,Landed,Flight EK430 Lahore se 20:54 par ISB pohanchne wali hai aur status Landed hai.
95,Kya flight PK601 Karachi se delay hai?,flight_information,ISB,PK601,Karachi,13:05,Delayed,Flight PK601 Karachi se 13:05 par ISB pohanchne wali hai aur status Delayed hai.
96,Flight PK808 London se ISB kab pohanche gi?,flight_information,ISB,PK808,London,03:53,On-Time,Flight PK808 London se 03:53 par ISB pohanchne wali hai aur status On-Time hai.
97,Kya flight SV109 Doha se delay hai?,flight_information,ISB,SV109,Doha,21:46,On-Time,Flight SV109 Doha se 21:46 par ISB pohanchne wali hai aur status On-Time hai.
98,Flight BA489 kis waqt Islamabad land kare gi?,flight_information,ISB,BA489,Riyadh,21:21,Landed,Flight BA489 Riyadh se 21:21 par ISB pohanchne wali hai aur status Landed hai.
99,Flight TK139 ki arrival status bata dein?,flight_information,ISB,TK139,Riyadh,01:52,Delayed,Flight TK139 Riyadh se 01:52 par ISB pohanchne wali hai aur status Delayed hai.
100,Flight PK771 ka arrival time kya hai?,flight_information,ISB,PK771,Karachi,12:53,Delayed,Flight PK771 Karachi se 12:53 par ISB pohanchne wali hai aur status Delayed hai.
101,Flight SV160 Karachi se ISB kab pohanche gi?,flight_information,ISB,SV160,Karachi,13:59,Landed,Flight SV160 Karachi se 13:59 par ISB pohanchne wali hai aur status Landed hai.
102,Flight PK136 kis waqt Islamabad land kare gi?,flight_information,ISB,PK136,Doha,07:59,On-Time,Flight PK136 Doha se 07:59 par ISB pohanchne wali hai aur status On-Time hai.
103,Flight QR861 kis waqt Islamabad land kare gi?,flight_information,ISB,QR861,Doha,10:05,Landed,Flight QR861 Doha se 10:05 par ISB pohanchne wali hai aur status Landed hai.
104,Flight EK534 ki arrival status bata dein?,flight_information,ISB,EK534,Riyadh,18:03,Delayed,Flight EK534 Riyadh se 18:03 par ISB pohanchne wali hai aur status Delayed hai.
105,Flight TK696 kis waqt Islamabad land kare gi?,flight_information,ISB,TK696,Jeddah,03:05,On-Time,Flight TK696 Jeddah se 03:05 par ISB pohanchne wali hai aur status On-Time hai.
106,Flight QR967 ki arrival status bata dein?,flight_information,ISB,QR967,Sharjah,14:13,Delayed,Flight QR967 Sharjah se 14:13 par ISB pohanchne wali hai aur status Delayed hai.
107,Flight TK425 ki arrival status bata dein?,flight_information,ISB,TK425,Sharjah,20:52,Landed,Flight TK425 Sharjah se 20:52 par ISB pohanchne wali hai aur status Landed hai.
108,Flight TK586 kis waqt Islamabad land kare gi?,flight_information,ISB,TK586,Lahore,06:58,Delayed,Flight TK586 Lahore se 06:58 par ISB pohanchne wali hai aur status Delayed hai.
109,Flight QR126 ki arrival status bata dein?,flight_information,ISB,QR126,Sharjah,11:24,On-Time,Flight QR126 Sharjah se 11:24 par ISB pohanchne wali hai aur status On-Time hai.
110,Kya flight EY707 Sharjah se delay hai?,flight_information,ISB,EY707,Sharjah,15:39,On-Time,Flight EY707 Sharjah se 15:39 par ISB pohanchne wali hai aur status On-Time hai.
111,Flight SV104 Islamabad kis time aayegi?,flight_information,ISB,SV104,Abu Dhabi,08:16,Delayed,Flight SV104 Abu Dhabi se 08:16 par ISB pohanchne wali hai aur status Delayed hai.
112,Kya flight EY317 Lahore se delay hai?,flight_information,ISB,EY317,Lahore,15:35,On-Time,Flight EY317 Lahore se 15:35 par ISB pohanchne wali hai aur status On-Time hai.
113,Kya flight SV381 Istanbul se delay hai?,flight_information,ISB,SV381,Istanbul,04:14,On-Time,Flight SV381 Istanbul se 04:14 par ISB pohanchne wali hai aur status On-Time hai.
114,Flight SV500 Istanbul se ISB kab pohanche gi?,flight_information,ISB,SV500,Istanbul,13:51,On-Time,Flight SV500 Istanbul se 13:51 par ISB pohanchne wali hai aur status On-Time hai.
115,Flight EK438 ka arrival time kya hai?,flight_information,ISB,EK438,Sharjah,11:32,Landed,Flight EK438 Sharjah se 11:32 par ISB pohanchne wali hai aur status Landed hai.
116,Kya flight PK101 Abu Dhabi se delay hai?,flight_information,ISB,PK101,Abu Dhabi,04:32,On-Time,Flight PK101 Abu Dhabi se 04:32 par ISB pohanchne wali hai aur status On-Time hai.
117,Flight EY312 ka arrival time kya hai?,flight_information,ISB,EY312,Doha,04:24,Delayed,Flight EY312 Doha se 04:24 par ISB pohanchne wali hai aur status Delayed hai.
118,Flight SV740 Islamabad kis time aayegi?,flight_information,ISB,SV740,London,02:13,Landed,Flight SV740 London se 02:13 par ISB pohanchne wali hai aur status Landed hai.
119,Flight BA779 Karachi se ISB kab pohanche gi?,flight_information,ISB,BA779,Karachi,12:41,Delayed,Flight BA779 Karachi se 12:41 par ISB pohanchne wali hai aur status Delayed hai.
120,Flight BA678 ka arrival time kya hai?,flight_information,ISB,BA678,Dubai,01:52,On-Time,Flight BA678 Dubai se 01:52 par ISB pohanchne wali hai aur status On-Time hai.
